Temperature,Humidity,Light,CO2,PIR,Microphone,noise_mean,noise_min,co2_mean,co2_delta,co2_delta_mean,co2_variance,light_mean,light_variance,light_std,light_delta,temp_mean,humidity_mean,temp_delta,pir_sum,pir_max,pir_rolling_mean,hour
21.0,44.6,99,400,0,0.024241487,0.020652161600000003,0.017023336,400.0,0.0,0.0,0.0,98.2,1.6999999999995072,1.3038404810403408,1.0,21.080000000000002,44.92,0.10000000000000142,2.0,1.0,0.4,12
21.1,45.6,96,400,0,0.0,0.0,0.0,400.0,0.0,0.0,0.0,98.8,9.199999999999932,3.033150177620609,-5.0,21.12,45.6,0.0,2.0,1.0,0.4,0
21.1,45.7,98,400,0,1.8226157e-05,1.9556347800000003e-05,1.8161156e-05,400.0,0.0,0.0,0.0,98.8,2.199999999999985,1.4832396974191275,-3.0,21.1,45.7,0.0,0.0,0.0,0.0,0
21.3,45.5,97,400,0,0.0022217624,0.005700485220000001,0.0015205863,400.0,0.0,0.0,0.0,99.8,9.699999999999608,3.1144823004794246,-6.0,21.3,45.480000000000004,0.0,0.0,0.0,0.0,1
21.4,45.3,105,400,0,0.0018049633,0.00281908716,0.0004190054,400.0,0.0,0.0,0.0,100.4,17.299999999999663,4.159326868617044,9.0,21.4,45.3,0.0,0.0,0.0,0.0,1
21.1,45.9,813,400,0,0.0012791253,0.00112896748,0.0009268625,400.0,0.0,0.0,0.0,811.2,12.19999999999979,3.492849839314566,0.0,21.1,45.9,0.0,0.0,0.0,0.0,0
21.1,45.6,101,400,1,0.0,0.0,0.0,400.0,0.0,0.0,0.0,98.2,7.699999999999939,2.7748873851023106,6.0,21.12,45.6,-0.09999999999999787,1.0,1.0,0.2,0
21.1,45.8,811,400,0,0.001581781,0.00126742706,0.0011094118,400.0,0.0,0.0,0.0,811.0,0.0,0.0,0.0,21.1,45.779999999999994,0.0,0.0,0.0,0.0,0
20.9,45.3,98,400,0,0.017938951,0.018640801800000002,0.017133566,400.0,0.0,0.0,0.0,100.0,23.49999999999948,4.847679857416275,1.0,21.080000000000002,45.0,-0.3000000000000007,1.0,1.0,0.2,12
21.3,45.5,105,400,0,0.0036170676,0.0024935294400000004,0.001419432,400.0,0.0,0.0,0.0,100.6,16.799999999999603,4.098780306383791,8.0,21.3,45.48,0.0,0.0,0.0,0.0,1
