"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.266179146E1,-4.900500774E0,-1.170329571E1,-2.459821701E0,1.292411548E1
1.266419636E1,-4.833501816E0,-1.175833035E1,-2.603390932E0,1.297685311E1
1.266660126E1,-4.725824833E0,-1.178943729E1,-2.725425005E0,1.299046549E1
1.266900615E1,-4.603790760E0,-1.180857944E1,-2.816352367E0,1.298342322E1
1.267141110E1,-4.467400074E0,-1.182532978E1,-2.878565550E0,1.296465300E1
1.267381600E1,-4.316651821E0,-1.181815147E1,-2.933600664E0,1.291929565E1
1.267622089E1,-4.189832687E0,-1.181575775E1,-2.981456995E0,1.288626847E1
1.267862579E1,-4.031906128E0,-1.178943729E1,-2.998206854E0,1.281547280E1
1.268103068E1,-3.885943890E0,-1.176072311E1,-2.998206854E0,1.274379898E1
1.268343563E1,-3.742374659E0,-1.171525955E1,-2.976671457E0,1.265358635E1
1.268584053E1,-3.625126362E0,-1.167936707E1,-2.935993433E0,1.257653425E1
1.268824542E1,-3.538984776E0,-1.164826107E1,-2.861815929E0,1.250585421E1
1.269065032E1,-3.476771355E0,-1.160519028E1,-2.778067112E0,1.242924122E1
1.269305521E1,-3.450450182E0,-1.157169056E1,-2.675175667E0,1.236795026E1
1.269546016E1,-3.440878868E0,-1.152383423E1,-2.541177750E0,1.229211077E1
1.269786506E1,-3.448057413E0,-1.147597694E1,-2.397608280E0,1.222029755E1
1.270026995E1,-3.500699520E0,-1.139940739E1,-2.232503414E0,1.213200138E1
1.270267485E1,-3.531806231E0,-1.133719349E1,-2.045863390E0,1.204952980E1
1.270507974E1,-3.582055569E0,-1.125823021E1,-1.840080619E0,1.195678745E1
1.270748469E1,-3.644268990E0,-1.116012478E1,-1.646261930E0,1.185492555E1
1.270988959E1,-3.672982693E0,-1.102134132E1,-1.411765337E0,1.170272822E1
1.271229449E1,-3.708875179E0,-1.085384369E1,-1.203589797E0,1.153300942E1
1.271469938E1,-3.744767427E0,-1.065763187E1,-9.762716293E-1,1.133849666E1
1.271710428E1,-3.761517286E0,-1.046142101E1,-7.752745152E-1,1.114411919E1
1.271950922E1,-3.795016766E0,-1.024845982E1,-5.599204898E-1,1.094287859E1
1.272191412E1,-3.787838221E0,-1.002831936E1,-3.637090325E-1,1.072600540E1
1.272431902E1,-3.775874138E0,-9.786644936E0,-1.555334777E-1,1.049094063E1
1.272672391E1,-3.751945972E0,-9.573683739E0,5.503492057E-2,1.028277918E1
1.272912886E1,-3.730410576E0,-9.324830055E0,2.344966233E-1,1.004606427E1
1.273153376E1,-3.732803345E0,-9.116654396E0,4.187439680E-1,9.860149831E0
1.273393865E1,-3.720839262E0,-8.879764557E0,5.670989752E-1,9.644504375E0
1.273634355E1,-3.694518089E0,-8.681160927E0,6.819544435E-1,9.459232570E0
1.273874844E1,-3.634697676E0,-8.566305161E0,7.537391186E-1,9.335991322E0
1.274115334E1,-3.627519131E0,-8.391629219E0,8.781659007E-1,9.184199004E0
1.274355829E1,-3.728017569E0,-8.176275253E0,9.762716293E-1,9.038954492E0
1.274596318E1,-3.816552162E0,-7.977670670E0,1.009771109E0,8.901063836E0
1.274836808E1,-3.897907972E0,-7.795815945E0,1.040877819E0,8.777918856E0
1.275077297E1,-3.933800459E0,-7.666603565E0,1.057627559E0,8.681599641E0
1.275317792E1,-3.936193228E0,-7.587640762E0,1.069591761E0,8.614518907E0
1.275558282E1,-3.984049797E0,-7.518248558E0,1.079162955E0,8.576788843E0
1.275798771E1,-4.046263218E0,-7.451249599E0,1.038485050E0,8.542354349E0
1.276039261E1,-4.106083870E0,-7.412964344E0,9.978070259E-1,8.532736019E0
1.276279751E1,-4.151547432E0,-7.408178806E0,9.092726111E-1,8.540681237E0
1.276520245E1,-4.182653904E0,-7.412964344E0,8.350951076E-1,8.552427602E0
1.276760735E1,-4.223331928E0,-7.410571575E0,7.489534616E-1,8.562361528E0
1.277001224E1,-4.244867325E0,-7.398607731E0,6.604190469E-1,8.555375403E0
1.277241714E1,-4.256831646E0,-7.391428947E0,5.431707501E-1,8.546863285E0
1.277482204E1,-4.237689018E0,-7.408178806E0,4.139583111E-1,8.544617190E0
1.277722698E1,-4.206582069E0,-7.432106972E0,2.895315289E-1,8.544903467E0
1.277963188E1,-4.180261135E0,-7.456035137E0,1.794617027E-1,8.549809918E0
1.278203678E1,-4.103690624E0,-7.506284714E0,4.785645381E-2,8.554932915E0
1.278444167E1,-4.034298897E0,-7.554141045E0,-9.810572863E-2,8.564475421E0
1.278684657E1,-3.988835335E0,-7.592426300E0,-2.392822653E-1,8.579801889E0
1.278925152E1,-3.921836376E0,-7.642675400E0,-3.852444589E-1,8.598819752E0
1.279165641E1,-3.902693748E0,-7.702496052E0,-5.240281820E-1,8.650668729E0
1.279406131E1,-3.876372576E0,-7.762316704E0,-6.628118753E-1,8.701674812E0
1.279646620E1,-3.876372576E0,-7.836493969E0,-8.279166222E-1,8.781933045E0
1.279887110E1,-3.890729666E0,-7.915457249E0,-9.858429432E-1,8.874915611E0
1.280127605E1,-3.921836376E0,-8.006384850E0,-1.129412293E0,8.986577271E0
1.280368094E1,-3.974478483E0,-8.087740898E0,-1.275374413E0,9.101352204E0
1.280608584E1,-4.031906128E0,-8.193024635E0,-1.440479279E0,9.244290143E0
1.280849074E1,-4.106083870E0,-8.291130066E0,-1.598405480E0,9.389231204E0
1.281089563E1,-4.149154663E0,-8.401200294E0,-1.751546144E0,9.532238179E0
1.281330058E1,-4.201796532E0,-8.484949112E0,-1.902294040E0,9.657545140E0
1.281570547E1,-4.244867325E0,-8.592626572E0,-2.055434704E0,9.801884606E0
1.281811037E1,-4.287938118E0,-8.688339233E0,-2.201396942E0,9.935783836E0
1.282051527E1,-4.311866283E0,-8.774480820E0,-2.342573404E0,1.005342502E1
1.282292016E1,-4.323830605E0,-8.839086533E0,-2.478964329E0,1.014742460E1
1.282532506E1,-4.333401680E0,-8.910871506E0,-2.615355253E0,1.024802831E1
1.282773001E1,-4.338187218E0,-8.987442017E0,-2.744567633E0,1.035019970E1
1.283013490E1,-4.369294167E0,-9.037691116E0,-2.890529871E0,1.044632735E1
1.283253980E1,-4.357329845E0,-9.085547447E0,-3.024527788E0,1.052051634E1
1.283494469E1,-4.352544308E0,-9.111868858E0,-3.156133175E0,1.057979077E1
1.283734964E1,-4.333401680E0,-9.162117958E0,-3.278167009E0,1.065219013E1
1.283975454E1,-4.309473515E0,-9.190832138E0,-3.395415306E0,1.070382186E1
1.284215943E1,-4.261617184E0,-9.217152596E0,-3.486342669E0,1.073647373E1
1.284456433E1,-4.218546391E0,-9.212367058E0,-3.577269793E0,1.074526406E1
1.284696922E1,-4.182653904E0,-9.209974289E0,-3.680161238E0,1.076391225E1
1.284937417E1,-4.132404804E0,-9.205188751E0,-3.754338741E0,1.076602660E1
1.285177907E1,-4.031906128E0,-9.198010445E0,-3.811766386E0,1.074193773E1
1.285418396E1,-3.948157310E0,-9.188439369E0,-3.845266104E0,1.071454318E1
1.285658886E1,-3.862015724E0,-9.183652878E0,-3.871587038E0,1.068849062E1
1.285899376E1,-3.783052683E0,-9.154939651E0,-3.885943890E0,1.064072213E1
1.286139870E1,-3.708875179E0,-9.135796547E0,-3.895515203E0,1.060158348E1
1.286380360E1,-3.632304668E0,-9.114261627E0,-3.876372576E0,1.054939176E1
1.286620850E1,-3.555734396E0,-9.111868858E0,-3.845266104E0,1.050977985E1
1.286861339E1,-3.467200041E0,-9.104690552E0,-3.795016766E0,1.045557356E1
1.287101829E1,-3.385843992E0,-9.107083321E0,-3.716053486E0,1.040249776E1
1.287342324E1,-3.290131092E0,-9.107083321E0,-3.613162279E0,1.033532152E1
1.287582813E1,-3.180061340E0,-9.109476089E0,-3.495913982E0,1.026239540E1
1.287823303E1,-3.108276606E0,-9.114261627E0,-3.376272678E0,1.020442873E1
1.288063792E1,-3.029313564E0,-9.114261627E0,-3.220739365E0,1.013013661E1
1.288304282E1,-2.950350285E0,-9.095118523E0,-3.072384357E0,1.004317148E1
1.288544777E1,-2.892922640E0,-9.090332985E0,-2.916850805E0,9.975528748E0
1.288785266E1,-2.811566591E0,-9.104690552E0,-2.739781857E0,9.914973594E0
1.289025756E1,-2.742174864E0,-9.085547447E0,-2.565105915E0,9.830893335E0
1.289266245E1,-2.663211584E0,-9.080761909E0,-2.402393818E0,9.763423009E0
1.289506735E1,-2.596212626E0,-9.080761909E0,-2.239681959E0,9.706530386E0
1.289747230E1,-2.543570518E0,-9.071190834E0,-2.072184324E0,9.646253262E0
1.289987719E1,-2.483749866E0,-9.083154678E0,-1.909472466E0,9.608267139E0
1.290228209E1,-2.407179594E0,-9.083154678E0,-1.727617979E0,9.554207261E0
1.290468699E1,-2.328216314E0,-9.080761909E0,-1.562513232E0,9.503803221E0
1.290709188E1,-2.270788670E0,-9.073583603E0,-1.392622828E0,9.456521502E0
1.290949678E1,-2.213361025E0,-9.042476654E0,-1.232303619E0,9.390629546E0
1.291190172E1,-2.143969059E0,-8.992227554E0,-1.081555843E0,9.307337039E0
1.291430662E1,-2.086541414E0,-8.961120605E0,-9.260223508E-1,9.247316096E0
1.291671152E1,-2.021935225E0,-8.925228119E0,-7.752745152E-1,9.184169511E0
1.291911641E1,-1.974078655E0,-8.855836868E0,-6.364908218E-1,9.095490847E0
1.292152131E1,-1.926222205E0,-8.812766075E0,-4.977070987E-1,9.034538739E0
1.292392626E1,-1.873580098E0,-8.767302513E0,-3.589234054E-1,8.972442352E0
1.292633115E1,-1.849651933E0,-8.705088615E0,-2.201396823E-1,8.902148143E0
1.292873605E1,-1.830509305E0,-8.647661209E0,-1.124626622E-1,8.839991887E0
1.293114094E1,-1.830509305E0,-8.597412109E0,-2.392822644E-3,8.790123152E0
1.293354584E1,-1.828116536E0,-8.549555779E0,1.100698411E-1,8.743513564E0
1.293595079E1,-1.823330879E0,-8.487341881E0,2.033899277E-1,8.683367731E0
1.293835568E1,-1.835294962E0,-8.432307243E0,2.895315289E-1,8.634578250E0
1.294076058E1,-1.866401672E0,-8.386843681E0,3.445664644E-1,8.598914361E0
1.294316547E1,-1.907079697E0,-8.331808090E0,4.139583111E-1,8.557297500E0
1.294557042E1,-1.957328916E0,-8.281558990E0,4.666004181E-1,8.522503843E0
1.294797532E1,-1.998006940E0,-8.250452042E0,5.048855543E-1,8.503934386E0
1.295038021E1,-2.041077614E0,-8.221738815E0,5.359922647E-1,8.488243321E0
1.295278511E1,-2.072184324E0,-8.195417404E0,5.335994363E-1,8.470156000E0
1.295519001E1,-2.124826431E0,-8.152346611E0,5.359922647E-1,8.441737400E0
1.295759490E1,-2.175075769E0,-8.123632431E0,5.503492355E-1,8.427766178E0
1.295999985E1,-2.230110645E0,-8.085348129E0,5.431707501E-1,8.404836841E0
1.296240474E1,-2.299502611E0,-8.047062874E0,5.192425251E-1,8.385257656E0
1.296480964E1,-2.359323025E0,-8.030312538E0,4.785645306E-1,8.383397200E0
1.296721454E1,-2.414358139E0,-8.013563156E0,4.354937077E-1,8.380690571E0
1.296961943E1,-2.474178553E0,-7.996813297E0,3.924229145E-1,8.380010630E0
1.297202438E1,-2.514856577E0,-7.984848976E0,3.326023519E-1,8.378122767E0
1.297442928E1,-2.565105915E0,-7.975277901E0,2.512463629E-1,8.381405054E0
1.297683417E1,-2.600998163E0,-7.975277901E0,1.555334777E-1,8.390139433E0
1.297923907E1,-2.629712105E0,-7.968099594E0,4.785645381E-2,8.390964613E0
1.298164396E1,-2.677568436E0,-7.975277901E0,-5.742774159E-2,8.412950034E0
1.298404891E1,-2.715853691E0,-7.975277901E0,-1.722832322E-1,8.426778766E0
1.298645381E1,-2.766103029E0,-7.970492363E0,-2.895315289E-1,8.441795010E0
1.298885870E1,-2.787638426E0,-7.970492363E0,-4.187439680E-1,8.454290213E0
1.299126360E1,-2.823530674E0,-7.987242222E0,-5.431707501E-1,8.489016329E0
1.299366850E1,-2.847458839E0,-7.996813297E0,-6.771687865E-1,8.515609333E0
1.299607344E1,-2.873780012E0,-8.013563156E0,-8.135597110E-1,8.552057379E0
1.299847834E1,-2.892922640E0,-8.027919769E0,-9.308080077E-1,8.583874461E0
1.300088324E1,-2.912065268E0,-8.030312538E0,-1.038485050E0,8.604911085E0
1.300328813E1,-2.962314367E0,-8.049455643E0,-1.172483087E0,8.657006361E0
1.300569303E1,-2.988635540E0,-8.049455643E0,-1.292124271E0,8.683044608E0
1.300809797E1,-3.017349243E0,-8.070990562E0,-1.421336651E0,8.733011107E0
1.301050287E1,-3.077169895E0,-8.082955360E0,-1.536192179E0,8.784248877E0
1.301290777E1,-3.096312523E0,-8.111668587E0,-1.641476393E0,8.836332002E0
1.301531266E1,-3.144168854E0,-8.149953842E0,-1.780260086E0,8.914980167E0
1.301771756E1,-3.163311481E0,-8.159524918E0,-1.907079697E0,8.956636611E0
1.302012251E1,-3.208775282E0,-8.195417404E0,-2.024327993E0,9.031002661E0
1.302252740E1,-3.223132133E0,-8.245666504E0,-2.139183521E0,9.108002140E0
1.302493230E1,-3.247060299E0,-8.267202377E0,-2.266003132E0,9.166504564E0
1.302733719E1,-3.263810158E0,-8.293522835E0,-2.378465652E0,9.224536661E0
1.302974209E1,-3.290131092E0,-8.310273170E0,-2.490928411E0,9.278487329E0
1.303214698E1,-3.292523861E0,-8.324629784E0,-2.591426849E0,9.319638809E0
1.303455193E1,-3.302095175E0,-8.350951195E0,-2.689532757E0,9.374209559E0
1.303695683E1,-3.304488182E0,-8.362915039E0,-2.773281336E0,9.410052044E0
1.303936172E1,-3.314059258E0,-8.367700577E0,-2.857030153E0,9.442670332E0
1.304176662E1,-3.328416348E0,-8.360522270E0,-2.928814888E0,9.463331584E0
1.304417157E1,-3.335594654E0,-8.355736732E0,-2.986242771E0,9.479566125E0
1.304657646E1,-3.354737282E0,-8.382058144E0,-3.026920557E0,9.522363625E0
1.304898136E1,-3.361915827E0,-8.405985832E0,-3.072384357E0,9.560471823E0
1.305138626E1,-3.357130051E0,-8.389236450E0,-3.120240688E0,9.559576996E0
1.305379115E1,-3.373879910E0,-8.358129501E0,-3.144168854E0,9.546056368E0
1.305619605E1,-3.402593851E0,-8.350951195E0,-3.175275564E0,9.560251340E0
1.305860100E1,-3.400201082E0,-8.372486115E0,-3.180061340E0,9.579805910E0
1.306100589E1,-3.419343472E0,-8.355736732E0,-3.180061340E0,9.571992282E0
1.306341079E1,-3.438486099E0,-8.336593628E0,-3.160918713E0,9.555803843E0
1.306581568E1,-3.440878868E0,-8.317451477E0,-3.148954630E0,9.536013932E0
1.306822063E1,-3.445664644E0,-8.307880402E0,-3.108276606E0,9.516032002E0
1.307062553E1,-3.469592810E0,-8.312665939E0,-3.062813044E0,9.514163811E0
1.307303042E1,-3.500699520E0,-8.315058708E0,-2.995813847E0,9.506313642E0
1.307543532E1,-3.527020693E0,-8.295916557E0,-2.940778971E0,9.482103535E0
1.307784021E1,-3.546163082E0,-8.262416840E0,-2.873780012E0,9.439354649E0
1.308024511E1,-3.589233875E0,-8.248059273E0,-2.768495798E0,9.411570037E0
1.308265006E1,-3.582055569E0,-8.228917122E0,-2.684746981E0,9.367713993E0
1.308505495E1,-3.617947817E0,-8.195417404E0,-2.596212626E0,9.327096699E0
1.308745985E1,-3.649054527E0,-8.157132149E0,-2.490928411E0,9.276805926E0
1.308986475E1,-3.682554007E0,-8.133204460E0,-2.385644197E0,9.241294121E0
1.309226964E1,-3.701696634E0,-8.104490280E0,-2.270788670E0,9.194661595E0
1.309467459E1,-3.716053486E0,-8.063812256E0,-2.165504456E0,9.139120918E0
1.309707948E1,-3.730410576E0,-8.023134232E0,-2.053041935E0,9.083040633E0
1.309948438E1,-3.768695593E0,-7.972885132E0,-1.957328916E0,9.033332734E0
1.310188928E1,-3.780659676E0,-7.939385414E0,-1.871187329E0,8.990471087E0
1.310429417E1,-3.811766386E0,-7.901100159E0,-1.787438512E0,8.952758409E0
1.310669912E1,-3.828516245E0,-7.874779224E0,-1.701296926E0,8.919870834E0
1.310910402E1,-3.842873096E0,-7.838887215E0,-1.631905079E0,8.881381682E0
1.311150891E1,-3.862015724E0,-7.819744587E0,-1.557727575E0,8.859463080E0
1.311391381E1,-3.871587038E0,-7.795815945E0,-1.497906923E0,8.832194381E0
1.311631870E1,-3.866801500E0,-7.786244869E0,-1.438086390E0,8.811688571E0
1.311872365E1,-3.885943890E0,-7.767102242E0,-1.392622828E0,8.795898788E0
1.312112855E1,-3.909872293E0,-7.750352383E0,-1.356730461E0,8.786112960E0
1.312353344E1,-3.921836376E0,-7.757531166E0,-1.335195065E0,8.794477598E0
1.312593834E1,-3.938585997E0,-7.793423176E0,-1.301695466E0,8.828607792E0
1.312834324E1,-3.960121393E0,-7.798209190E0,-1.280160069E0,8.839312068E0
1.313074818E1,-3.960121393E0,-7.807780266E0,-1.253839016E0,8.843987020E0
1.313315308E1,-3.976871252E0,-7.846065521E0,-1.256231904E0,8.885627030E0
1.313555797E1,-3.969692707E0,-7.898707390E0,-1.244267821E0,8.927275118E0
1.313796287E1,-3.960121393E0,-7.939385414E0,-1.239482164E0,8.958388150E0
1.314036777E1,-3.962514400E0,-7.987242222E0,-1.222732425E0,8.999590728E0
1.314277271E1,-3.936193228E0,-8.042277336E0,-1.241874933E0,9.039584903E0
1.314517761E1,-3.909872293E0,-8.087740898E0,-1.251446247E0,9.069992938E0
1.314758251E1,-3.883551121E0,-8.114061356E0,-1.249053478E0,9.081855294E0
1.314998740E1,-3.828516245E0,-8.159524918E0,-1.239482164E0,9.097895337E0
1.315239230E1,-3.797409534E0,-8.202595711E0,-1.229910851E0,9.122257191E0
1.315479719E1,-3.761517286E0,-8.271987915E0,-1.237089276E0,9.170887974E0
1.315720214E1,-3.716053486E0,-8.348558426E0,-1.237089276E0,9.221598082E0
1.315960704E1,-3.684946775E0,-8.410771370E0,-1.253839016E0,9.267794778E0
1.316201193E1,-3.651447296E0,-8.492127419E0,-1.270588875E0,9.330792653E0
1.316441683E1,-3.617947817E0,-8.573483467E0,-1.277767301E0,9.392915119E0
1.316682178E1,-3.627519131E0,-8.654839516E0,-1.292124271E0,9.472841560E0
1.316922667E1,-3.625126362E0,-8.724231720E0,-1.311266780E0,9.537986203E0
1.317163157E1,-3.629911900E0,-8.788837433E0,-1.332802176E0,9.601889682E0
1.317403646E1,-3.644268990E0,-8.860622406E0,-1.349551916E0,9.675361299E0
1.317644136E1,-3.658625841E0,-8.930013657E0,-1.375872970E0,9.748010740E0
1.317884626E1,-3.672982693E0,-8.989834785E0,-1.402194023E0,9.811935559E0
1.318126136E1,-3.718446493E0,-9.037691116E0,-1.399801254E0,9.872494547E0
1.318365610E1,-3.747160196E0,-9.099904060E0,-1.421336651E0,9.943322449E0
1.318606100E1,-3.795016766E0,-9.166903496E0,-1.442872047E0,1.002577437E1
1.318846589E1,-3.847658873E0,-9.207581520E0,-1.450050473E0,1.008398149E1
1.319087079E1,-3.888336897E0,-9.245866776E0,-1.478764415E0,1.013863701E1
1.319327574E1,-3.952943087E0,-9.265008926E0,-1.507478237E0,1.018521674E1
1.319568063E1,-4.007977962E0,-9.284152031E0,-1.529013634E0,1.022727965E1
1.319808553E1,-4.055834293E0,-9.308079720E0,-1.552941918E0,1.027140538E1
1.320049042E1,-4.120440483E0,-9.339186668E0,-1.572084427E0,1.032811149E1
1.320289532E1,-4.180261135E0,-9.348757744E0,-1.598405480E0,1.036478435E1
1.320530027E1,-4.244867325E0,-9.360722542E0,-1.627119422E0,1.040622615E1
1.320770516E1,-4.292723656E0,-9.372686386E0,-1.629512191E0,1.043695533E1
1.321011006E1,-4.340580463E0,-9.363115311E0,-1.639083505E0,1.044964888E1
1.321251495E1,-4.390829563E0,-9.363115311E0,-1.660618901E0,1.047401393E1
1.321491985E1,-4.421936035E0,-9.377471924E0,-1.674975872E0,1.050219225E1
1.321732474E1,-4.479363918E0,-9.382257462E0,-1.674975872E0,1.053076447E1
1.321972969E1,-4.517649174E0,-9.401400566E0,-1.682154298E0,1.056527944E1
1.322213459E1,-4.558327198E0,-9.408578873E0,-1.684547186E0,1.058949491E1
1.322453949E1,-4.560719967E0,-9.413364410E0,-1.691725612E0,1.059592052E1
1.322694438E1,-4.582255363E0,-9.413364410E0,-1.682154298E0,1.060368506E1
1.322934928E1,-4.613361835E0,-9.413364410E0,-1.682154298E0,1.061716441E1
1.323175422E1,-4.608576298E0,-9.399007797E0,-1.684547186E0,1.060273655E1
1.323415912E1,-4.610969067E0,-9.403793335E0,-1.684547186E0,1.060801886E1
1.323656402E1,-4.625326157E0,-9.391828537E0,-1.672582984E0,1.060177434E1
1.323896891E1,-4.630111694E0,-9.346364975E0,-1.648654819E0,1.055985489E1
1.324137381E1,-4.637290478E0,-9.332008362E0,-1.631905079E0,1.054769914E1
1.324377876E1,-4.632504463E0,-9.296115875E0,-1.622333765E0,1.051236580E1
1.324618365E1,-4.634897232E0,-9.274580956E0,-1.574477315E0,1.048709221E1
1.324858855E1,-4.639683247E0,-9.255437851E0,-1.555334687E0,1.046942484E1
1.325099344E1,-4.613361835E0,-9.231510162E0,-1.536192179E0,1.043378041E1
1.325339834E1,-4.608576298E0,-9.207581520E0,-1.509871125E0,1.040664421E1
1.325580324E1,-4.601397991E0,-9.178867340E0,-1.483550072E0,1.037426575E1
1.325820818E1,-4.599005222E0,-9.150154114E0,-1.457229018E0,1.034406524E1
1.326061308E1,-4.627718925E0,-9.145368576E0,-1.416550994E0,1.034698824E1
1.326301797E1,-4.673182487E0,-9.126225471E0,-1.392622828E0,1.034727134E1
1.326542287E1,-4.718646049E0,-9.152546883E0,-1.371087432E0,1.038819598E1
1.326782777E1,-4.795216560E0,-9.205188751E0,-1.356730461E0,1.046758422E1
1.327023271E1,-4.864608288E0,-9.267401695E0,-1.328016520E0,1.055048700E1
1.327263761E1,-4.953142643E0,-9.363115311E0,-1.323230863E0,1.067485317E1
1.327504251E1,-5.046463013E0,-9.509077072E0,-1.316052437E0,1.084533677E1
1.327744740E1,-5.156532764E0,-9.678967476E0,-1.320838094E0,1.104612397E1
1.327985230E1,-5.242674351E0,-9.870393753E0,-1.316052437E0,1.125354616E1
1.328225724E1,-5.321637630E0,-1.008096218E1,-1.335195065E0,1.147729809E1
1.328466214E1,-5.395814896E0,-1.028913784E1,-1.356730461E0,1.169708910E1
1.328706704E1,-5.414957523E0,-1.049970531E1,-1.375872970E0,1.189363708E1
1.328947193E1,-5.436492920E0,-1.071506023E1,-1.397408366E0,1.209631023E1
1.329187683E1,-5.419743061E0,-1.092802143E1,-1.423729420E0,1.228097198E1
1.329428178E1,-5.379065514E0,-1.113619614E1,-1.433300734E0,1.245004262E1
1.329668667E1,-5.309673309E0,-1.132283688E1,-1.466800332E0,1.259169444E1
1.329909157E1,-5.240281582E0,-1.150708389E1,-1.493121386E0,1.273196537E1
1.330149646E1,-5.132604599E0,-1.167936707E1,-1.509871125E0,1.284643748E1
1.330390136E1,-5.032105923E0,-1.184686470E1,-1.526620865E0,1.296151475E1
1.330630631E1,-4.931607246E0,-1.199522018E1,-1.519442320E0,1.305813012E1
1.330871120E1,-4.814359188E0,-1.212921810E1,-1.524227977E0,1.313846479E1
1.331111610E1,-4.706682205E0,-1.226560879E1,-1.529013634E0,1.322633354E1
1.331352100E1,-4.577469826E0,-1.237089348E1,-1.514656782E0,1.327728966E1
1.331592589E1,-4.448257446E0,-1.246182060E1,-1.507478237E0,1.331752446E1
1.331833079E1,-4.309473515E0,-1.252403355E1,-1.502692580E0,1.332970604E1
1.332073574E1,-4.194618225E0,-1.255753326E1,-1.481157184E0,1.332217288E1
1.332314063E1,-4.072584152E0,-1.256471157E1,-1.464407444E0,1.328918386E1
1.332554553E1,-3.950550079E0,-1.253599739E1,-1.440479279E0,1.322244520E1
1.332795042E1,-3.897907972E0,-1.248096275E1,-1.416550994E0,1.315198595E1
1.333035532E1,-3.847658873E0,-1.239721394E1,-1.361516118E0,1.305178602E1
1.333276027E1,-3.816552162E0,-1.233978653E1,-1.344766378E0,1.298633122E1
1.333516516E1,-3.797409534E0,-1.225364494E1,-1.325623751E0,1.289687605E1
1.333757006E1,-3.799802303E0,-1.213639641E1,-1.287338614E0,1.278232592E1
1.333997495E1,-3.850051641E0,-1.197846985E1,-1.241874933E0,1.264313612E1
1.334237985E1,-3.909872293E0,-1.179900837E1,-1.215553880E0,1.248924622E1
1.334478474E1,-4.031906128E0,-1.164586735E1,-1.184447169E0,1.238084845E1
1.334718969E1,-4.134797573E0,-1.144487095E1,-1.122233868E0,1.222051680E1
1.334959459E1,-4.244867325E0,-1.123908806E1,-1.064806104E0,1.206108664E1
1.335199948E1,-4.364508629E0,-1.102134132E1,-1.014556766E0,1.189740415E1
1.335440438E1,-4.472185612E0,-1.081077290E1,-9.595218897E-1,1.173856622E1
1.335680933E1,-4.567898273E0,-1.060259724E1,-9.308080077E-1,1.158219178E1
1.335921422E1,-4.632504463E0,-1.038724327E1,-8.877372146E-1,1.140802339E1
1.336161912E1,-4.682754040E0,-1.016710377E1,-8.279166222E-1,1.122424297E1
1.336402402E1,-4.716253281E0,-9.966106415E0,-7.657032609E-1,1.105226780E1
1.336642891E1,-4.737788677E0,-9.772287369E0,-7.082754970E-1,1.088328517E1
1.336883381E1,-4.744967461E0,-9.573683739E0,-6.412764788E-1,1.070426887E1
1.337123876E1,-4.744967461E0,-9.420542717E0,-5.982056856E-1,1.056499841E1
1.337364365E1,-4.697110653E0,-9.279366493E0,-5.551348329E-1,1.041526119E1
1.337604855E1,-4.666004181E0,-9.150154114E0,-5.048855543E-1,1.028357062E1
1.337845344E1,-4.663611412E0,-9.018548965E0,-4.498506486E-1,1.016296524E1
1.338085834E1,-4.668396950E0,-8.901300430E0,-4.067798555E-1,1.005945074E1
1.338326324E1,-4.656432629E0,-8.803194046E0,-3.684946895E-1,9.965659967E0
1.338566818E1,-4.632504463E0,-8.717052460E0,-3.254238665E-1,9.876892319E0
1.338807308E1,-4.622933388E0,-8.669196129E0,-2.847459018E-1,9.828914226E0
1.339047797E1,-4.599005222E0,-8.628518105E0,-2.656033039E-1,9.781243215E0
1.339288287E1,-4.587040901E0,-8.623732567E0,-2.679961324E-1,9.771465066E0
1.339528777E1,-4.582255363E0,-8.614161491E0,-2.823530734E-1,9.761176449E0
1.339769271E1,-4.565505505E0,-8.645268440E0,-2.967100143E-1,9.781234265E0
1.340009761E1,-4.536791801E0,-8.683553696E0,-3.182454109E-1,9.802441776E0
1.340250251E1,-4.510470867E0,-8.745766640E0,-3.756731451E-1,9.847533289E0
1.340490740E1,-4.460221291E0,-8.815158844E0,-4.307080805E-1,9.888685901E0
1.340731230E1,-4.386044025E0,-8.898907661E0,-5.024927258E-1,9.933802832E0
1.340971725E1,-4.309473515E0,-8.973084450E0,-5.838487148E-1,9.971393375E0
1.341212214E1,-4.211368084E0,-9.049654961E0,-6.915257573E-1,1.000550268E1
1.341452704E1,-4.094119549E0,-9.138189316E0,-7.968099117E-1,1.004505973E1
1.341693193E1,-3.960121393E0,-9.202795982E0,-8.925228715E-1,1.005836032E1
1.341933683E1,-3.833301783E0,-9.272188187E0,-1.002592683E0,1.008329651E1
1.342174172E1,-3.684946775E0,-9.324830055E0,-1.105484009E0,1.008728820E1
1.342414667E1,-3.555734396E0,-9.360722542E0,-1.208375454E0,1.008595780E1
1.342655157E1,-3.419343472E0,-9.403793335E0,-1.294517040E0,1.008954970E1
1.342895646E1,-3.285345554E0,-9.434899330E0,-1.383051515E0,1.008581441E1
1.343136136E1,-3.163311481E0,-9.475577354E0,-1.459621787E0,1.009572194E1
1.343376626E1,-3.022135019E0,-9.504291534E0,-1.509871125E0,1.008685127E1
