"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.459877750E-1,-2.785245657E0,-5.843272686E0,5.783452511E0,8.680423492E0
1.483927750E-1,-2.754138947E0,-5.848058701E0,5.706882000E0,8.622851852E0
1.507977750E-1,-2.732603550E0,-5.838487148E0,5.635097504E0,8.562089594E0
1.532028270E-1,-2.706282377E0,-5.833701611E0,5.565705299E0,8.504887669E0
1.556078270E-1,-2.672782898E0,-5.821737289E0,5.496313572E0,8.440726057E0
1.580128270E-1,-2.651247501E0,-5.836094379E0,5.410171986E0,8.388031464E0
1.604178790E-1,-2.646461725E0,-5.814558983E0,5.328815937E0,8.319202793E0
1.628228790E-1,-2.660818815E0,-5.814558983E0,5.273781300E0,8.288656232E0
1.652278790E-1,-2.672782898E0,-5.812166214E0,5.213960648E0,8.252904347E0
1.676329310E-1,-2.687139750E0,-5.821737289E0,5.158925533E0,8.229693661E0
1.700379310E-1,-2.744567633E0,-5.800201893E0,5.108676434E0,8.202046598E0
1.724429310E-1,-2.790031195E0,-5.804987907E0,5.075176716E0,8.199974230E0
1.748479310E-1,-2.840280533E0,-5.812166214E0,5.020142078E0,8.188424518E0
1.772529830E-1,-2.892922640E0,-5.826523304E0,4.993820667E0,8.200952388E0
1.796579830E-1,-2.993421078E0,-5.862415314E0,4.977071285E0,8.252255548E0
1.820629830E-1,-3.084348440E0,-5.891129494E0,4.953142643E0,8.291696693E0
1.844680350E-1,-3.177668571E0,-5.934200287E0,4.948357105E0,8.354552569E0
1.868730350E-1,-3.235096216E0,-5.986842155E0,4.948357105E0,8.413938707E0
1.892780350E-1,-3.299702406E0,-6.013163090E0,4.941178799E0,8.453485330E0
1.916830870E-1,-3.342773199E0,-6.056233883E0,4.929214478E0,8.494071866E0
1.940880870E-1,-3.378665686E0,-6.094519138E0,4.926821709E0,8.534173510E0
1.964930870E-1,-3.395415306E0,-6.139982700E0,4.917250633E0,8.567822737E0
1.988981390E-1,-3.424129248E0,-6.192625046E0,4.902893543E0,8.608811251E0
2.013031390E-1,-3.450450182E0,-6.211767673E0,4.888536453E0,8.624932043E0
2.037081390E-1,-3.455235958E0,-6.235695839E0,4.876572609E0,8.637332837E0
2.061131910E-1,-3.474378586E0,-6.259624004E0,4.869394302E0,8.658244632E0
2.085181910E-1,-3.495913982E0,-6.307480335E0,4.850251675E0,8.690837938E0
2.109231910E-1,-3.534198999E0,-6.376872540E0,4.823930264E0,8.742160439E0
2.133282430E-1,-3.558127165E0,-6.427121639E0,4.826323509E0,8.789855522E0
2.157332430E-1,-3.613162279E0,-6.484549522E0,4.809573650E0,8.845129895E0
2.181382430E-1,-3.615555048E0,-6.546762943E0,4.816751957E0,8.895697991E0
2.205432950E-1,-3.653840065E0,-6.604190350E0,4.831109047E0,8.961333161E0
2.229482950E-1,-3.711267948E0,-6.642475605E0,4.831109047E0,9.013079749E0
2.253532950E-1,-3.775874138E0,-6.714260101E0,4.857429981E0,9.106763434E0
2.277583470E-1,-3.828516245E0,-6.774080753E0,4.895715237E0,9.193135176E0
2.301633470E-1,-3.907479286E0,-6.826723099E0,4.955535889E0,9.296767104E0
2.325683470E-1,-3.955335855E0,-6.867401123E0,5.015356064E0,9.378682016E0
2.349734000E-1,-4.019941807E0,-6.917650223E0,5.048855782E0,9.460695611E0
2.373784000E-1,-4.039084435E0,-6.960721016E0,5.125426292E0,9.541270084E0
2.397834000E-1,-4.072584152E0,-7.015756130E0,5.185246468E0,9.627749305E0
2.421884000E-1,-4.077369690E0,-7.089933395E0,5.266602516E0,9.727754171E0
2.445934520E-1,-4.063013077E0,-7.113861561E0,5.319244862E0,9.767776997E0
2.469984520E-1,-4.027120590E0,-7.156932354E0,5.367101192E0,9.810461568E0
2.494034520E-1,-3.976871252E0,-7.211967468E0,5.424529076E0,9.861718684E0
2.518085040E-1,-3.943371773E0,-7.235895634E0,5.455635548E0,9.882931032E0
2.542135040E-1,-3.890729666E0,-7.274180889E0,5.498706341E0,9.913992958E0
2.566185040E-1,-3.842873096E0,-7.312466145E0,5.539384365E0,9.946085355E0
2.590235560E-1,-3.806980848E0,-7.345965385E0,5.558526993E0,9.967624238E0
2.614285560E-1,-3.742374659E0,-7.389036179E0,5.553741455E0,9.972325099E0
2.638335560E-1,-3.689732552E0,-7.446464062E0,5.563312531E0,1.000071996E1
2.662386080E-1,-3.639483213E0,-7.456035137E0,5.577669621E0,9.997434492E0
2.686436080E-1,-3.591626883E0,-7.463213921E0,5.580062389E0,9.986813404E0
2.710486080E-1,-3.555734396E0,-7.515855789E0,5.541777134E0,9.992128359E0
2.734536600E-1,-3.548556089E0,-7.594819069E0,5.515456200E0,1.003462925E1
2.758586600E-1,-3.560520172E0,-7.649854183E0,5.489135265E0,1.006618989E1
2.782636600E-1,-3.555734396E0,-7.690532207E0,5.446064472E0,1.007209764E1
2.806687120E-1,-3.548556089E0,-7.712067604E0,5.398207664E0,1.006026257E1
2.830737120E-1,-3.553341627E0,-7.735995770E0,5.369493961E0,1.006495567E1
2.854787120E-1,-3.570091486E0,-7.743174076E0,5.319244862E0,1.004970964E1
2.878837640E-1,-3.608376503E0,-7.774280548E0,5.233103275E0,1.004217053E1
2.902887640E-1,-3.617947817E0,-7.805387497E0,5.170889854E0,1.003751574E1
2.926937640E-1,-3.641875982E0,-7.826922894E0,5.115854740E0,1.003473728E1
2.950988160E-1,-3.684946775E0,-7.841279984E0,5.056034088E0,1.003135012E1
2.975038160E-1,-3.728017569E0,-7.855636597E0,5.003392220E0,1.003210222E1
2.999088160E-1,-3.804588079E0,-7.826922894E0,4.950749874E0,1.001226931E1
3.023138160E-1,-3.888336897E0,-7.795815945E0,4.874179840E0,9.982561754E0
3.047188680E-1,-3.986442566E0,-7.786244869E0,4.792823792E0,9.974391881E0
3.071238680E-1,-4.084548473E0,-7.774280548E0,4.701896667E0,9.961466084E0
3.095288680E-1,-4.185046673E0,-7.781459332E0,4.577469826E0,9.950826849E0
3.119339200E-1,-4.299902439E0,-7.786244869E0,4.448257446E0,9.944936624E0
3.143389200E-1,-4.417150497E0,-7.776673794E0,4.311866283E0,9.928749401E0
3.167439200E-1,-4.508078098E0,-7.771887779E0,4.163511276E0,9.902516546E0
3.191489720E-1,-4.606183529E0,-7.795815945E0,4.024727821E0,9.909092137E0
3.215539720E-1,-4.718646049E0,-7.805387497E0,3.897907972E0,9.918839704E0
3.239589720E-1,-4.809573650E0,-7.822137356E0,3.766302824E0,9.924861131E0
3.263640250E-1,-4.898108006E0,-7.862815380E0,3.658625841E0,9.959963393E0
3.287690250E-1,-4.979464054E0,-7.910671711E0,3.541377544E0,9.995756304E0
3.311740250E-1,-5.029713154E0,-7.980063438E0,3.428914785E0,1.003677655E1
3.335790770E-1,-5.070391178E0,-8.042277336E0,3.357130051E0,1.008253012E1
3.359840770E-1,-5.103890896E0,-8.087740898E0,3.285345554E0,1.011210910E1
3.383890770E-1,-5.144568920E0,-8.121239662E0,3.220739365E0,1.013875165E1
3.407941290E-1,-5.175675392E0,-8.142775536E0,3.144168854E0,1.014781784E1
3.431991290E-1,-5.185246468E0,-8.188239098E0,3.086741209E0,1.017162778E1
3.456041290E-1,-5.187639713E0,-8.209774017E0,3.043670416E0,1.017722579E1
3.480091810E-1,-5.201996326E0,-8.236095428E0,3.014956474E0,1.019725435E1
3.504141810E-1,-5.216353416E0,-8.257631302E0,3.010170937E0,1.022056489E1
3.528250660E-1,-5.187639713E0,-8.274380684E0,3.005385160E0,1.021808796E1
3.552241810E-1,-5.170889854E0,-8.298309326E0,3.031706333E0,1.023676135E1
3.576292330E-1,-5.149354458E0,-8.307880402E0,3.048455954E0,1.023864306E1
3.600342330E-1,-5.096712112E0,-8.355736732E0,3.072384357E0,1.025837981E1
3.624392850E-1,-5.070391178E0,-8.396414757E0,3.091526747E0,1.028426882E1
3.648442850E-1,-5.046463013E0,-8.444271088E0,3.108276606E0,1.031668002E1
3.672492850E-1,-5.029713154E0,-8.465806961E0,3.134597778E0,1.033409915E1
3.696542850E-1,-4.993820667E0,-8.508877754E0,3.182454109E0,1.036664168E1
3.720593370E-1,-4.960321426E0,-8.520841599E0,3.232703447E0,1.037592896E1
3.744643370E-1,-4.938786030E0,-8.554341316E0,3.280559778E0,1.040819078E1
3.768693370E-1,-4.919643402E0,-8.575876236E0,3.352344513E0,1.043967232E1
3.792743890E-1,-4.910071850E0,-8.611768723E0,3.428914785E0,1.048946246E1
3.816793890E-1,-4.869394302E0,-8.614161491E0,3.476771355E0,1.048821806E1
3.840843890E-1,-4.840680122E0,-8.626125336E0,3.522234917E0,1.049992196E1
3.864894410E-1,-4.800002098E0,-8.621339798E0,3.570091486E0,1.049347765E1
3.888944410E-1,-4.773681164E0,-8.642875671E0,3.584448338E0,1.050407548E1
3.912994410E-1,-4.773681164E0,-8.669196129E0,3.605983734E0,1.053309603E1
3.937044930E-1,-4.764110088E0,-8.635697365E0,3.608376503E0,1.050201861E1
3.961094930E-1,-4.778466702E0,-8.626125336E0,3.634697676E0,1.050974831E1
3.985144930E-1,-4.828716278E0,-8.616554260E0,3.644268990E0,1.052816246E1
4.009194930E-1,-4.902893543E0,-8.606983185E0,3.632304668E0,1.055045790E1
4.033245450E-1,-4.989035130E0,-8.621339798E0,3.591626883E0,1.058856719E1
4.057295450E-1,-5.060820103E0,-8.642875671E0,3.531806231E0,1.062002143E1
4.081345450E-1,-5.106283665E0,-8.669196129E0,3.462414265E0,1.064036686E1
4.105395970E-1,-5.151747227E0,-8.721838951E0,3.395415306E0,1.068362388E1
4.129445970E-1,-5.204389095E0,-8.767302513E0,3.306880951E0,1.071852233E1
4.153495970E-1,-5.247459888E0,-8.817551613E0,3.192025423E0,1.074588656E1
4.177546500E-1,-5.278566837E0,-8.846264839E0,3.091526747E0,1.075533389E1
4.201596500E-1,-5.297709465E0,-8.860622406E0,2.979064226E0,1.074482102E1
4.225646500E-1,-5.321637630E0,-8.889336586E0,2.904886723E0,1.076004177E1
4.249697020E-1,-5.340780258E0,-8.934800148E0,2.835494757E0,1.078863374E1
4.273747020E-1,-5.343173027E0,-8.989834785E0,2.763710260E0,1.081687209E1
4.297797020E-1,-5.338387489E0,-9.013762474E0,2.684746981E0,1.081453472E1
4.321847540E-1,-5.300102234E0,-9.047262192E0,2.615355253E0,1.080667016E1
4.345897540E-1,-5.261816978E0,-9.066405296E0,2.545963287E0,1.078741637E1
4.369947540E-1,-5.206781864E0,-9.075976372E0,2.488535643E0,1.075531190E1
4.393998060E-1,-5.158925533E0,-9.073583603E0,2.416750908E0,1.071378164E1
4.418048060E-1,-5.111069202E0,-9.080761909E0,2.340180635E0,1.067987409E1
4.442098060E-1,-5.053641319E0,-9.052047729E0,2.270788670E0,1.061297978E1
4.466148060E-1,-5.015356064E0,-9.061619759E0,2.201396942E0,1.058833781E1
4.490198580E-1,-4.972285271E0,-9.061619759E0,2.153540373E0,1.055813950E1
4.514248580E-1,-4.922036171E0,-9.056833267E0,2.084148407E0,1.051647961E1
4.538298580E-1,-4.855037212E0,-9.044869423E0,2.012363911E0,1.046091094E1
4.562349100E-1,-4.802394867E0,-9.054440498E0,1.974078655E0,1.043757039E1
4.586399100E-1,-4.752145767E0,-9.032905579E0,1.919043779E0,1.038551884E1
4.610449100E-1,-4.685146809E0,-9.037691116E0,1.856830359E0,1.034786356E1
4.634499620E-1,-4.627718925E0,-9.030512810E0,1.789831281E0,1.030385559E1
4.658549620E-1,-4.577469826E0,-9.035298347E0,1.734796405E0,1.027615516E1
4.682599620E-1,-4.527220249E0,-9.032905579E0,1.660618901E0,1.023947076E1
4.706650140E-1,-4.488935471E0,-9.016156197E0,1.593619823E0,1.019711912E1
4.730700140E-1,-4.462614059E0,-9.013762474E0,1.514656782E0,1.017138257E1
4.754750140E-1,-4.419543266E0,-9.013762474E0,1.440479279E0,1.014175809E1
4.778800660E-1,-4.398007870E0,-9.025727272E0,1.337587833E0,1.012893712E1
4.802850660E-1,-4.393222332E0,-9.016156197E0,1.253839016E0,1.010760047E1
4.826900660E-1,-4.395615101E0,-9.016156197E0,1.174875975E0,1.009915037E1
4.850950660E-1,-4.395615101E0,-9.013762474E0,1.074377418E0,1.008581345E1
4.875001180E-1,-4.400400639E0,-9.016156197E0,9.667003751E-1,1.007914222E1
4.899051180E-1,-4.417150497E0,-9.006584167E0,8.518448472E-1,1.006754273E1
4.923101180E-1,-4.409972191E0,-9.028120041E0,7.345965505E-1,1.007444481E1
4.947151700E-1,-4.429114819E0,-9.049654961E0,6.340979934E-1,1.009531541E1
4.971201700E-1,-4.448257446E0,-9.066405296E0,5.335994363E-1,1.011293368E1
4.995251700E-1,-4.488935471E0,-9.083154678E0,4.187439680E-1,1.014049245E1
5.019302220E-1,-4.493721008E0,-9.087940216E0,3.134597540E-1,1.014309829E1
5.043352220E-1,-4.512863636E0,-9.104690552E0,2.153540403E-1,1.016403983E1
5.067402220E-1,-4.539184570E0,-9.109476089E0,1.387837082E-1,1.017870385E1
5.091452750E-1,-4.555934429E0,-9.154939651E0,3.828516230E-2,1.022599258E1
5.115502750E-1,-4.572684288E0,-9.166903496E0,-4.307080805E-2,1.024418940E1
5.139552750E-1,-4.601397991E0,-9.176474571E0,-1.148554832E-1,1.026614537E1
5.163603270E-1,-4.639683247E0,-9.181260109E0,-1.914258152E-1,1.028877260E1
5.187653270E-1,-4.680361271E0,-9.190832138E0,-2.464607358E-1,1.031687549E1
5.211703270E-1,-4.744967461E0,-9.188439369E0,-3.206382394E-1,1.034625261E1
5.235753270E-1,-4.792823792E0,-9.193224907E0,-3.732803464E-1,1.037428948E1
5.259803790E-1,-4.838287354E0,-9.176474571E0,-4.235295951E-1,1.038248946E1
5.283853790E-1,-4.876572609E0,-9.166903496E0,-4.761717021E-1,1.039422049E1
5.307903790E-1,-4.912465096E0,-9.147761345E0,-5.264210105E-1,1.039668072E1
5.331954310E-1,-4.967499733E0,-9.145368576E0,-5.623133183E-1,1.042257244E1
5.356004310E-1,-5.029713154E0,-9.145368576E0,-6.317051649E-1,1.045632977E1
5.380054310E-1,-5.106283665E0,-9.147761345E0,-7.082754970E-1,1.050034879E1
5.404104830E-1,-5.178068161E0,-9.154939651E0,-7.704889178E-1,1.054604016E1
5.428154830E-1,-5.240281582E0,-9.140582085E0,-8.135597110E-1,1.056752910E1
5.452204830E-1,-5.292923450E0,-9.145368576E0,-8.446664214E-1,1.060029558E1
5.476255350E-1,-5.350351334E0,-9.135796547E0,-8.973084688E-1,1.062516825E1
5.500305350E-1,-5.426921844E0,-9.133403778E0,-9.260223508E-1,1.066433602E1
5.524355350E-1,-5.513063431E0,-9.154939651E0,-9.762716293E-1,1.073125783E1
5.548405870E-1,-5.596812248E0,-9.171689034E0,-1.019342422E0,1.079274043E1
5.572455870E-1,-5.659025669E0,-9.181260109E0,-1.062413216E0,1.083738117E1
5.596505870E-1,-5.711667538E0,-9.176474571E0,-1.110269666E0,1.086570432E1
5.620555870E-1,-5.757131100E0,-9.183652878E0,-1.143769264E0,1.089918560E1
5.644606390E-1,-5.797809124E0,-9.200403214E0,-1.182054400E0,1.093888763E1
5.668656390E-1,-5.836094379E0,-9.205188751E0,-1.229910851E0,1.096850848E1
5.692706390E-1,-5.869594097E0,-9.195617676E0,-1.241874933E0,1.097969820E1
5.716756910E-1,-5.888736725E0,-9.183652878E0,-1.275374413E0,1.098377350E1
5.740806910E-1,-5.905486107E0,-9.174081802E0,-1.287338614E0,1.098616329E1
5.764856910E-1,-5.929414749E0,-9.166903496E0,-1.284945726E0,1.099277783E1
5.788907430E-1,-5.941378593E0,-9.166903496E0,-1.265803218E0,1.099701583E1
5.812957430E-1,-5.946164131E0,-9.157332420E0,-1.241874933E0,1.098889705E1
5.837007430E-1,-5.950950146E0,-9.140582085E0,-1.215553880E0,1.097458973E1
5.861057950E-1,-5.936593056E0,-9.114261627E0,-1.174875975E0,1.094044038E1
5.885107950E-1,-5.910272121E0,-9.095118523E0,-1.117448211E0,1.090418213E1
5.909157950E-1,-5.881557941E0,-9.073583603E0,-1.086341500E0,1.086751034E1
5.933208470E-1,-5.876772404E0,-9.052047729E0,-1.045663476E0,1.084294398E1
5.957258470E-1,-5.871986866E0,-9.025727272E0,-9.882357717E-1,1.081298259E1
5.981308470E-1,-5.879165173E0,-9.006584167E0,-9.355936646E-1,1.079622513E1
6.005358470E-1,-5.876772404E0,-8.992227554E0,-8.829515576E-1,1.077850703E1
6.029409000E-1,-5.888736725E0,-8.977870941E0,-8.207381964E-1,1.076814738E1
6.053459000E-1,-5.874379635E0,-8.977870941E0,-7.537391186E-1,1.075539982E1
6.077509000E-1,-5.833701611E0,-8.977870941E0,-6.939185858E-1,1.072920147E1
6.101559520E-1,-5.824130535E0,-8.994620323E0,-6.173482537E-1,1.073335037E1
6.125609520E-1,-5.793023586E0,-9.008976936E0,-5.790630579E-1,1.072642073E1
6.149659520E-1,-5.759523869E0,-9.025727272E0,-5.216353536E-1,1.071951358E1
6.173710040E-1,-5.723631859E0,-9.025727272E0,-4.522434771E-1,1.069711356E1
6.197760040E-1,-5.685346603E0,-9.032905579E0,-3.996013701E-1,1.068064747E1
6.221810040E-1,-5.637490273E0,-9.044869423E0,-3.302095234E-1,1.066302011E1
6.245860560E-1,-5.594419479E0,-9.052047729E0,-2.895315289E-1,1.064523020E1
6.269910560E-1,-5.546562672E0,-9.044869423E0,-2.464607358E-1,1.061295262E1
6.293960560E-1,-5.491528034E0,-9.059226990E0,-1.890329868E-1,1.059538613E1
6.318010560E-1,-5.450850010E0,-9.047262192E0,-1.268195957E-1,1.056318144E1
6.342061080E-1,-5.410171986E0,-9.052047729E0,-6.699903309E-2,1.054580570E1
6.366111080E-1,-5.374279499E0,-9.064012527E0,-7.178467698E-3,1.053751654E1
6.390161080E-1,-5.316852093E0,-9.056833267E0,3.828516230E-2,1.050221933E1
6.414211600E-1,-5.283352375E0,-9.061619759E0,8.614161611E-2,1.048971808E1
6.438261600E-1,-5.245067120E0,-9.044869423E0,1.196411327E-1,1.045632373E1
6.462311600E-1,-5.201996326E0,-9.008976936E0,1.555334777E-1,1.040416368E1
6.486362120E-1,-5.132604599E0,-8.999405861E0,1.842473447E-1,1.036179921E1
6.510412120E-1,-5.075176716E0,-9.013762474E0,1.914258152E-1,1.034610924E1
6.534462120E-1,-5.024927616E0,-8.994620323E0,2.057827413E-1,1.030511712E1
6.558512120E-1,-4.977071285E0,-9.004191399E0,2.153540403E-1,1.029043627E1
6.582562640E-1,-4.948357105E0,-8.997013092E0,2.392822653E-1,1.027081976E1
6.606612640E-1,-4.929214478E0,-8.994620323E0,2.368894368E-1,1.025945743E1
6.630662640E-1,-4.914857864E0,-8.985049248E0,2.416750938E-1,1.024428351E1
6.654713160E-1,-4.890929699E0,-8.997013092E0,2.464607358E-1,1.024344575E1
6.678763160E-1,-4.878965378E0,-9.016156197E0,2.249253243E-1,1.025407076E1
6.702813160E-1,-4.864608288E0,-9.011369705E0,2.009970993E-1,1.024253863E1
6.726863680E-1,-4.847858906E0,-9.011369705E0,2.033899277E-1,1.023464154E1
6.750913680E-1,-4.811966419E0,-9.018548965E0,1.818545163E-1,1.022361567E1
6.774963680E-1,-4.766502857E0,-9.030512810E0,1.411765367E-1,1.021223002E1
6.799014200E-1,-4.699503899E0,-9.025727272E0,1.052841991E-1,1.017645196E1
6.823064200E-1,-4.658825874E0,-9.025727272E0,6.221338734E-2,1.015737574E1
6.847114200E-1,-4.601397991E0,-9.016156197E0,3.349951655E-2,1.012250257E1
6.871164720E-1,-4.551148891E0,-9.018548965E0,4.785645287E-3,1.010184164E1
6.895214720E-1,-4.486542225E0,-9.008976936E0,-3.110669367E-2,1.006437749E1
6.919264720E-1,-4.400400639E0,-9.004191399E0,-5.264209956E-2,1.002206365E1
6.943314720E-1,-4.316651821E0,-9.008976936E0,-9.092725813E-2,9.990165972E0
6.967365250E-1,-4.252045631E0,-8.985049248E0,-1.316052526E-1,9.941243483E0
6.991415250E-1,-4.194618225E0,-8.980263710E0,-1.483550072E-1,9.912717466E0
7.015465250E-1,-4.146761417E0,-8.977870941E0,-1.842473447E-1,9.890993073E0
7.039515770E-1,-4.101297855E0,-8.956335068E0,-2.153540403E-1,9.853068522E0
7.063565770E-1,-4.053441525E0,-8.930013657E0,-2.416750938E-1,9.809889854E0
7.087615770E-1,-4.000799656E0,-8.906085968E0,-2.703889608E-1,9.767183593E0
7.111666290E-1,-3.962514400E0,-8.891729355E0,-2.871387303E-1,9.738933204E0
7.135716290E-1,-3.919443607E0,-8.891729355E0,-3.086741269E-1,9.722148365E0
7.159766290E-1,-3.885943890E0,-8.872586250E0,-3.254238665E-1,9.691710240E0
7.183816290E-1,-3.862015724E0,-8.865407944E0,-3.182454109E-1,9.675324470E0
7.207866810E-1,-3.833301783E0,-8.867800713E0,-3.254238665E-1,9.666332951E0
7.231916810E-1,-3.830909014E0,-8.865407944E0,-3.349951804E-1,9.663516112E0
7.255966810E-1,-3.814159393E0,-8.877371788E0,-3.278166950E-1,9.667626675E0
7.280017330E-1,-3.795016766E0,-8.894122124E0,-3.302095234E-1,9.675567112E0
7.304067330E-1,-3.787838221E0,-8.910871506E0,-3.326023519E-1,9.688238937E0
7.328117330E-1,-3.787838221E0,-8.953942299E0,-3.302095234E-1,9.727786974E0
7.352167850E-1,-3.780659676E0,-8.992227554E0,-3.445664644E-1,9.760751509E0
7.376217850E-1,-3.754338741E0,-9.023334503E0,-3.637090325E-1,9.779974908E0
7.400267850E-1,-3.747160196E0,-9.071190834E0,-3.876372576E-1,9.822320262E0
7.424317850E-1,-3.704089403E0,-9.109476089E0,-3.876372576E-1,9.841397034E0
7.448368370E-1,-3.689732552E0,-9.135796547E0,-4.067798555E-1,9.861154836E0
7.472418370E-1,-3.665804386E0,-9.169296265E0,-4.402793646E-1,9.884733770E0
7.496468370E-1,-3.675375462E0,-9.200403214E0,-4.594219327E-1,9.918007491E0
7.520518890E-1,-3.670589924E0,-9.226723671E0,-4.570291340E-1,9.940550071E0
7.544568890E-1,-3.661018610E0,-9.243474007E0,-4.570291340E-1,9.952574773E0
7.568618890E-1,-3.627519131E0,-9.262616158E0,-4.689932466E-1,9.958659940E0
7.592669410E-1,-3.615555048E0,-9.269794464E0,-4.833501875E-1,9.961674313E0
7.616719410E-1,-3.608376503E0,-9.293723106E0,-4.785645306E-1,9.981116880E0
7.640769410E-1,-3.610769272E0,-9.305686951E0,-4.785645306E-1,9.993122053E0
7.664819410E-1,-3.601198196E0,-9.336793900E0,-4.666004181E-1,1.001808688E1
7.688869930E-1,-3.574877024E0,-9.363115311E0,-4.713860750E-1,1.003343804E1
7.712919930E-1,-3.567698479E0,-9.384650230E0,-4.594219327E-1,1.005043287E1
7.736969930E-1,-3.560520172E0,-9.377471924E0,-4.546363056E-1,1.004096498E1
