"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
1.862234745E1,-2.100898266E0,-8.319844246E0,-6.077769399E-1,8.602498161E0
1.862475229E1,-2.103291035E0,-8.350951195E0,-6.029912829E-1,8.632833690E0
1.862715718E1,-2.108076811E0,-8.386843681E0,-6.101697683E-1,8.669223836E0
1.862956203E1,-2.100898266E0,-8.415556908E0,-6.149554253E-1,8.695604738E0
1.863196692E1,-2.096112728E0,-8.444271088E0,-6.077769399E-1,8.721742692E0
1.863437177E1,-2.103291035E0,-8.477770805E0,-6.077769399E-1,8.755902227E0
1.863677661E1,-2.143969059E0,-8.513663292E0,-5.982056856E-1,8.799824772E0
1.863918151E1,-2.146361828E0,-8.535198212E0,-5.958128572E-1,8.821081032E0
1.864158635E1,-2.146361828E0,-8.563912392E0,-5.934200287E-1,8.848706791E0
1.864399120E1,-2.167897224E0,-8.592626572E0,-5.503492355E-1,8.878957938E0
1.864639609E1,-2.163111687E0,-8.611768723E0,-5.192425251E-1,8.894449140E0
1.864880094E1,-2.167897224E0,-8.626125336E0,-4.785645306E-1,8.907235300E0
1.865120583E1,-2.158325911E0,-8.642875671E0,-4.259224236E-1,8.918468507E0
1.865361067E1,-2.165504456E0,-8.664410591E0,-3.804588020E-1,8.939025078E0
1.865601552E1,-2.179861546E0,-8.681160927E0,-3.349951804E-1,8.956928780E0
1.865842041E1,-2.184647083E0,-8.688339233E0,-2.775674164E-1,8.963089042E0
1.866082526E1,-2.213361025E0,-8.721838951E0,-2.177468538E-1,9.000936363E0
1.866323015E1,-2.234896421E0,-8.760123253E0,-1.746760458E-1,9.042401956E0
1.866563500E1,-2.277967215E0,-8.781659126E0,-1.292124242E-1,9.073222553E0
1.866803984E1,-2.294716835E0,-8.807980537E0,-8.135596663E-2,9.102354931E0
1.867044474E1,-2.347358942E0,-8.827122688E0,-1.674975827E-2,9.133918628E0
1.867284958E1,-2.373680115E0,-8.884550095E0,1.196411345E-2,9.196180229E0
1.867525448E1,-2.395215511E0,-8.910871506E0,4.546362907E-2,9.227283201E0
1.867765932E1,-2.414358139E0,-8.934800148E0,7.896314561E-2,9.255593665E0
1.868006416E1,-2.411965132E0,-8.949156761E0,1.148554832E-1,9.269205700E0
1.868246906E1,-2.433500528E0,-8.989834785E0,1.507478207E-1,9.314600324E0
1.868487390E1,-2.426322222E0,-8.997013092E0,1.842473447E-1,9.320259180E0
1.868727875E1,-2.419143677E0,-9.004191399E0,2.009970993E-1,9.325669880E0
1.868968364E1,-2.407179594E0,-8.992227554E0,2.273181528E-1,9.311624108E0
1.869208849E1,-2.397608280E0,-9.006584167E0,2.392822653E-1,9.323322360E0
1.869449338E1,-2.368894339E0,-8.985049248E0,2.799602449E-1,9.296297549E0
1.869689823E1,-2.356930256E0,-8.968298912E0,2.991028428E-1,9.277659625E0
1.869930307E1,-2.323430777E0,-8.951549530E0,3.182454109E-1,9.253639808E0
1.870170797E1,-2.328216314E0,-8.915657043E0,3.469592929E-1,9.221166546E0
1.870411281E1,-2.330609322E0,-8.922835350E0,3.756731451E-1,9.229835362E0
1.870651771E1,-2.313859463E0,-8.918049812E0,3.852444589E-1,9.221386629E0
1.870892255E1,-2.337787628E0,-8.906085968E0,3.972085714E-1,9.216365494E0
1.871132739E1,-2.349751949E0,-8.894122124E0,4.019941986E-1,9.208058531E0
1.871373229E1,-2.371287346E0,-8.894122124E0,4.259224236E-1,9.214652567E0
1.871613713E1,-2.423929453E0,-8.894122124E0,4.354937077E-1,9.228786329E0
1.871854198E1,-2.450250387E0,-8.884550095E0,4.426721931E-1,9.226858404E0
1.872094687E1,-2.483749866E0,-8.879764557E0,4.570291340E-1,9.231907041E0
1.872335172E1,-2.512463808E0,-8.886942863E0,4.546363056E-1,9.246454565E0
1.872575661E1,-2.553141832E0,-8.896514893E0,4.570291340E-1,9.266897328E0
1.872816146E1,-2.600998163E0,-8.882157326E0,4.450650215E-1,9.265850910E0
1.873056630E1,-2.634497643E0,-8.882157326E0,4.187439680E-1,9.274084488E0
1.873297120E1,-2.682354212E0,-8.896514893E0,3.972085714E-1,9.300579337E0
1.873537604E1,-2.720639229E0,-8.903693199E0,3.684946895E-1,9.317371879E0
1.873778094E1,-2.766103029E0,-8.934800148E0,3.445664644E-1,9.359524865E0
1.874018578E1,-2.811566591E0,-8.970691681E0,3.110669553E-1,9.406113894E0
1.874259062E1,-2.883351326E0,-8.997013092E0,2.775674164E-1,9.451825386E0
1.874499552E1,-2.931207657E0,-9.037691116E0,2.297109663E-1,9.503925829E0
1.874740036E1,-2.971885681E0,-9.083154678E0,2.033899277E-1,9.559140698E0
1.874980526E1,-3.005385160E0,-9.157332420E0,1.555334777E-1,9.639152851E0
1.875221010E1,-3.053241730E0,-9.207581520E0,9.810572863E-2,9.701106496E0
1.875461494E1,-3.098705292E0,-9.286544800E0,4.785645381E-2,9.790004037E0
1.875701984E1,-3.122633457E0,-9.360722542E0,-1.674975827E-2,9.867839012E0
1.875942469E1,-3.148954630E0,-9.432506561E0,-7.417750359E-2,9.944526011E0
1.876182953E1,-3.168097258E0,-9.525827408E0,-1.292124242E-1,1.003966752E1
1.876423442E1,-3.201596737E0,-9.619147301E0,-1.938186288E-1,1.013981174E1
1.876663927E1,-3.227917671E0,-9.698110580E0,-2.608176768E-1,1.022452088E1
1.876904416E1,-3.239881754E0,-9.777072906E0,-3.206382394E-1,1.030489191E1
1.877144901E1,-3.268595695E0,-9.863214493E0,-3.924229145E-1,1.039811106E1
1.877385385E1,-3.280559778E0,-9.939785004E0,-4.354937077E-1,1.047621368E1
1.877625875E1,-3.292523861E0,-1.003549862E1,-4.929214716E-1,1.057331157E1
1.877866359E1,-3.345165968E0,-1.013599682E1,-5.599204898E-1,1.068840857E1
1.878106849E1,-3.404986620E0,-1.022931671E1,-6.077769399E-1,1.079825204E1
1.878347333E1,-3.452843189E0,-1.030827999E1,-6.915257573E-1,1.089316163E1
1.878587817E1,-3.483949661E0,-1.039202881E1,-7.417750359E-1,1.098555407E1
1.878828307E1,-3.527020693E0,-1.046859932E1,-7.920243144E-1,1.107514105E1
1.879068791E1,-3.558127165E0,-1.053799057E1,-8.398807645E-1,1.115414335E1
1.879309276E1,-3.613162279E0,-1.060020447E1,-8.949156404E-1,1.123477416E1
1.879549765E1,-3.622733593E0,-1.065763187E1,-9.236295223E-1,1.129435290E1
1.879790250E1,-3.627519131E0,-1.068873882E1,-9.332008362E-1,1.132602739E1
1.880030739E1,-3.639483213E0,-1.073420238E1,-9.595218897E-1,1.137495588E1
1.880271224E1,-3.653840065E0,-1.074855900E1,-9.762716293E-1,1.139452386E1
1.880511708E1,-3.656233072E0,-1.075813103E1,-9.738788009E-1,1.140411607E1
1.880752198E1,-3.677768469E0,-1.077248764E1,-9.858429432E-1,1.142560095E1
1.880992682E1,-3.694518089E0,-1.077966595E1,-9.762716293E-1,1.143694750E1
1.881233172E1,-3.711267948E0,-1.077488041E1,-9.690931439E-1,1.143725051E1
1.881473656E1,-3.701696634E0,-1.076052380E1,-9.523434043E-1,1.141921137E1
1.881714140E1,-3.708875179E0,-1.075095177E1,-9.403793216E-1,1.141153067E1
1.881954630E1,-3.725624800E0,-1.072941685E1,-9.020941257E-1,1.139361399E1
1.882195114E1,-3.730410576E0,-1.069830990E1,-8.566305041E-1,1.136237711E1
1.882435604E1,-3.739981890E0,-1.068395329E1,-8.111668825E-1,1.134867014E1
1.882676088E1,-3.739981890E0,-1.065763187E1,-7.633104324E-1,1.132056644E1
1.882916573E1,-3.756731510E0,-1.062652493E1,-6.939185858E-1,1.129236851E1
1.883157062E1,-3.751945972E0,-1.058106136E1,-6.388836503E-1,1.124473790E1
1.883397547E1,-3.780659676E0,-1.052841949E1,-5.910272002E-1,1.120224610E1
1.883638031E1,-3.806980848E0,-1.048534870E1,-5.168496966E-1,1.116703963E1
1.883878521E1,-3.828516245E0,-1.043988514E1,-4.450650215E-1,1.112864867E1
1.884119005E1,-3.842873096E0,-1.039681435E1,-3.780659735E-1,1.109073289E1
1.884359494E1,-3.881158352E0,-1.034895802E1,-3.182454109E-1,1.105737773E1
1.884599979E1,-3.902693748E0,-1.033699417E1,-2.584248483E-1,1.105220568E1
1.884840463E1,-3.955335855E0,-1.032024384E1,-2.129612118E-1,1.105429632E1
1.885080953E1,-3.981656790E0,-1.030588722E1,-1.603191197E-1,1.104946173E1
1.885321437E1,-4.031906128E0,-1.029392338E1,-1.292124242E-1,1.105612144E1
1.885561927E1,-4.077369690E0,-1.031545830E1,-1.172483116E-1,1.109267193E1
1.885802411E1,-4.146761417E0,-1.034177971E1,-9.092725813E-2,1.114254484E1
1.886042896E1,-4.216153622E0,-1.037049294E1,-8.135596663E-2,1.119507454E1
1.886283385E1,-4.309473515E0,-1.043509960E1,-9.332008660E-2,1.129033101E1
1.886523870E1,-4.407579422E0,-1.052363396E1,-1.172483116E-1,1.140996824E1
1.886764359E1,-4.517649174E0,-1.062413216E1,-1.651047617E-1,1.154593425E1
1.887004844E1,-4.618147850E0,-1.076770210E1,-2.273181528E-1,1.171846285E1
1.887245328E1,-4.706682205E0,-1.090170002E1,-3.206382394E-1,1.187866700E1
1.887485817E1,-4.783252239E0,-1.106680489E1,-3.900300860E-1,1.206257832E1
1.887726302E1,-4.807180882E0,-1.121276665E1,-4.809573591E-1,1.220927696E1
1.887966791E1,-4.826323509E0,-1.135394382E1,-5.886343718E-1,1.235119142E1
1.888207276E1,-4.857429981E0,-1.149990559E1,-6.987041831E-1,1.250322527E1
1.888447760E1,-4.850251675E0,-1.163629627E1,-8.039883971E-1,1.263228917E1
1.888688250E1,-4.823930264E0,-1.177986622E1,-8.614161611E-1,1.275843208E1
1.888928734E1,-4.773681164E0,-1.190190029E1,-9.427721500E-1,1.285815235E1
1.889169218E1,-4.701896667E0,-1.198325539E1,-1.007378340E0,1.291205069E1
1.889409708E1,-4.634897232E0,-1.204307652E1,-1.045663476E0,1.294648124E1
1.889650192E1,-4.527220249E0,-1.208136177E1,-1.115055323E0,1.294984069E1
1.889890682E1,-4.465006828E0,-1.212921810E1,-1.153340459E0,1.297630194E1
1.890131166E1,-4.426722050E0,-1.214836025E1,-1.179661512E0,1.298345587E1
1.890371651E1,-4.362115860E0,-1.216750336E1,-1.227517962E0,1.298395137E1
1.890612140E1,-4.295116425E0,-1.217946720E1,-1.263410330E0,1.297627266E1
1.890852625E1,-4.228117466E0,-1.219143105E1,-1.268195987E0,1.296596658E1
1.891093114E1,-4.165904045E0,-1.217946720E1,-1.239482164E0,1.293176298E1
1.891333599E1,-4.077369690E0,-1.215075302E1,-1.227517962E0,1.287526865E1
1.891574083E1,-3.969692707E0,-1.211725426E1,-1.201196909E0,1.280738790E1
1.891814573E1,-3.840480328E0,-1.205025482E1,-1.158126116E0,1.270036167E1
1.892055057E1,-3.720839262E0,-1.197368431E1,-1.088734269E0,1.258567055E1
1.892295541E1,-3.565305710E0,-1.188275719E1,-1.002592683E0,1.244654632E1
1.892536031E1,-3.419343472E0,-1.176550865E1,-8.829515576E-1,1.228408348E1
1.892776515E1,-3.285345554E0,-1.166022491E1,-7.465606928E-1,1.213720286E1
1.893017005E1,-3.163311481E0,-1.150469112E1,-6.077769399E-1,1.194712728E1
1.893257489E1,-3.036491871E0,-1.136112213E1,-4.450650215E-1,1.176832451E1
1.893497974E1,-2.943171740E0,-1.118883896E1,-2.751746178E-1,1.157273080E1
1.893738463E1,-2.828316450E0,-1.100459099E1,-1.124626622E-1,1.136279211E1
1.893978948E1,-2.689532757E0,-1.082752228E1,5.982056633E-2,1.115672011E1
1.894219437E1,-2.567498684E0,-1.061695385E1,2.656033039E-1,1.092622092E1
1.894459922E1,-2.474178553E0,-1.041117096E1,4.402793646E-1,1.071017676E1
1.894700406E1,-2.409572363E0,-1.018146038E1,6.029912829E-1,1.048006550E1
1.894940896E1,-2.364108801E0,-9.956535339E0,7.896314859E-1,1.026377729E1
1.895181380E1,-2.364108801E0,-9.719645500E0,9.595218897E-1,1.004894031E1
1.895421864E1,-2.347358942E0,-9.470791817E0,1.115055323E0,9.820862488E0
1.895662354E1,-2.342573404E0,-9.248259544E0,1.241874933E0,9.620821592E0
1.895902838E1,-2.323430777E0,-9.028120041E0,1.390229940E0,9.425392370E0
1.896143328E1,-2.309073925E0,-8.803194046E0,1.507478237E0,9.224995308E0
1.896383812E1,-2.325823545E0,-8.587840080E0,1.562513232E0,9.033376999E0
1.896624297E1,-2.359323025E0,-8.346165657E0,1.560120344E0,8.812426556E0
1.896864786E1,-2.359323025E0,-8.116454124E0,1.555334687E0,8.594317813E0
1.897105271E1,-2.385644197E0,-7.920242786E0,1.627119422E0,8.430246832E0
1.897345760E1,-2.421536446E0,-7.767102242E0,1.674975872E0,8.306458942E0
1.897586244E1,-2.514856577E0,-7.657032490E0,1.639083505E0,8.224429761E0
1.897826729E1,-2.596212626E0,-7.546962738E0,1.605584025E0,8.140937700E0
1.898067218E1,-2.646461725E0,-7.460821152E0,1.562513232E0,8.069018498E0
1.898307703E1,-2.687139750E0,-7.381857872E0,1.495514154E0,7.996818634E0
1.898548192E1,-2.751745939E0,-7.319644451E0,1.397408366E0,7.943679925E0
1.898788677E1,-2.792423964E0,-7.278966427E0,1.270588875E0,7.899074625E0
1.899029161E1,-2.806781054E0,-7.264609337E0,1.138983607E0,7.870822851E0
1.899269651E1,-2.799602509E0,-7.262216568E0,9.690931439E-1,7.843258584E0
1.899510135E1,-2.801995277E0,-7.271788120E0,8.255237937E-1,7.836553422E0
1.899750620E1,-2.790031195E0,-7.300501823E0,6.675975323E-1,7.843933159E0
1.899991109E1,-2.758924484E0,-7.334001541E0,4.809573591E-1,7.850513543E0
1.900231594E1,-2.754138947E0,-7.410571575E0,3.110669553E-1,7.911928656E0
1.900472083E1,-2.768495798E0,-7.506284714E0,1.268195957E-1,8.001559998E0
1.900712567E1,-2.730210543E0,-7.592426300E0,-7.896314561E-2,8.068780695E0
1.900953052E1,-2.703889608E0,-7.680960655E0,-2.727817893E-1,8.147550890E0
1.901193541E1,-2.694318295E0,-7.762316704E0,-4.929214716E-1,8.231396191E0
1.901434026E1,-2.679961443E0,-7.848458290E0,-6.987041831E-1,8.322780689E0
1.901674510E1,-2.672782898E0,-7.946564198E0,-8.925228715E-1,8.431384705E0
1.901915000E1,-2.682354212E0,-8.027919769E0,-1.081555843E0,8.533011367E0
1.902155484E1,-2.689532757E0,-8.078168869E0,-1.258624673E0,8.606656424E0
1.902395974E1,-2.679961443E0,-8.123632431E0,-1.423729420E0,8.671943419E0
1.902636458E1,-2.684746981E0,-8.183453560E0,-1.588834286E0,8.757920581E0
1.902876942E1,-2.711068153E0,-8.260024071E0,-1.773081541E0,8.872525364E0
1.903117432E1,-2.718246460E0,-8.293522835E0,-1.942971945E0,8.941282056E0
1.903357916E1,-2.718246460E0,-8.338987350E0,-2.103291035E0,9.019501484E0
1.903598406E1,-2.744567633E0,-8.386843681E0,-2.251646042E0,9.107233846E0
1.903838890E1,-2.744567633E0,-8.461020470E0,-2.390429735E0,9.210628274E0
1.904079375E1,-2.775674343E0,-8.511270523E0,-2.517249346E0,9.299604198E0
1.904319864E1,-2.821137905E0,-8.561519623E0,-2.658426046E0,9.398173566E0
1.904560349E1,-2.864208698E0,-8.628518105E0,-2.778067112E0,9.506454283E0
1.904800838E1,-2.904886723E0,-8.676374435E0,-2.883351326E0,9.593307828E0
1.905041323E1,-2.943171740E0,-8.724231720E0,-2.983849764E0,9.678731239E0
1.905281807E1,-2.976671457E0,-8.750552177E0,-3.077169895E0,9.741750917E0
1.905522297E1,-3.024527788E0,-8.793622971E0,-3.156133175E0,9.820221480E0
1.905762781E1,-3.074777126E0,-8.817551613E0,-3.235096216E0,9.882778878E0
1.906003265E1,-3.132204771E0,-8.836693764E0,-3.287738323E0,9.935144019E0
1.906243755E1,-3.189632654E0,-8.855836868E0,-3.342773199E0,9.988680382E0
1.906484239E1,-3.270988464E0,-8.891729355E0,-3.361915827E0,1.005309378E1
1.906724729E1,-3.326023579E0,-8.918049812E0,-3.390629768E0,1.010398018E1
1.906965213E1,-3.361915827E0,-8.939585686E0,-3.400201082E0,1.013804901E1
1.907205703E1,-3.450450182E0,-8.965906143E0,-3.381058455E0,1.018452923E1
1.907446187E1,-3.519842148E0,-9.004191399E0,-3.371487141E0,1.023873415E1
1.907686672E1,-3.553341627E0,-9.035298347E0,-3.318845034E0,1.026048660E1
1.907927161E1,-3.572484255E0,-9.071190834E0,-3.247060299E0,1.027582345E1
1.908167646E1,-3.605983734E0,-9.119047165E0,-3.172882795E0,1.030666411E1
1.908408130E1,-3.603590965E0,-9.171689034E0,-3.074777126E0,1.032279041E1
1.908648620E1,-3.591626883E0,-9.188439369E0,-2.959921598E0,1.029991930E1
1.908889104E1,-3.584448338E0,-9.205188751E0,-2.828316450E0,1.027536587E1
1.909129588E1,-3.567698479E0,-9.233902931E0,-2.689532757E0,1.025802234E1
1.909370078E1,-3.529413462E0,-9.245866776E0,-2.538784742E0,1.021705632E1
1.909610562E1,-3.491128206E0,-9.265008926E0,-2.390429735E0,1.018540725E1
1.909851052E1,-3.469592810E0,-9.298508644E0,-2.234896421E0,1.017325411E1
1.910091536E1,-3.419343472E0,-9.336793900E0,-2.103291035E0,1.016324079E1
1.910332021E1,-3.361915827E0,-9.399007797E0,-1.959721804E0,1.017272506E1
1.910572510E1,-3.314059258E0,-9.451649666E0,-1.808973908E0,1.017787093E1
1.910812994E1,-3.247060299E0,-9.501898766E0,-1.682154298E0,1.018131248E1
1.911053484E1,-3.172882795E0,-9.554540634E0,-1.555334687E0,1.018702596E1
1.911293968E1,-3.117847919E0,-9.604789734E0,-1.404586911E0,1.019538258E1
1.911534453E1,-3.024527788E0,-9.638289452E0,-1.258624673E0,1.017980982E1
1.911774942E1,-2.943171740E0,-9.690931320E0,-1.131805062E0,1.019104472E1
1.912015427E1,-2.857030153E0,-9.722038269E0,-9.834501147E-1,1.018075751E1
1.912255911E1,-2.761317253E0,-9.731609344E0,-8.518448472E-1,1.015158771E1
1.912496401E1,-2.667997360E0,-9.755537987E0,-7.130611539E-1,1.013889479E1
1.912736885E1,-2.565105915E0,-9.769894600E0,-5.862415433E-1,1.011801799E1
1.912977375E1,-2.481357098E0,-9.757930756E0,-4.666004181E-1,1.007928875E1
1.913217859E1,-2.395215511E0,-9.757930756E0,-3.254238665E-1,1.005286878E1
1.913458344E1,-2.318645239E0,-9.757930756E0,-1.794617027E-1,1.003122798E1
1.913698833E1,-2.234896421E0,-9.745966911E0,-4.307080805E-2,9.999024360E0
1.913939317E1,-2.160718918E0,-9.710074425E0,7.896314561E-2,9.947888558E0
1.914179807E1,-2.086541414E0,-9.678967476E0,2.081755698E-1,9.903504609E0
1.914420291E1,-2.024327993E0,-9.647860527E0,3.182454109E-1,9.863082516E0
1.914660776E1,-1.971685886E0,-9.604789734E0,4.091726840E-1,9.813610618E0
1.914901265E1,-1.899901152E0,-9.533005714E0,5.000999570E-1,9.733340758E0
1.915141750E1,-1.875972986E0,-9.463613510E0,5.838487148E-1,9.665409181E0
1.915382239E1,-1.823330879E0,-9.389435768E0,6.604190469E-1,9.587606211E0
1.915622724E1,-1.775474429E0,-9.322437286E0,7.322037220E-1,9.518207221E0
1.915863208E1,-1.763510346E0,-9.241081238E0,7.992027402E-1,9.441730573E0
1.916103698E1,-1.741974831E0,-9.174081802E0,8.494520187E-1,9.376557042E0
1.916344182E1,-1.746760488E0,-9.099904060E0,9.092726111E-1,9.310542562E0
1.916584672E1,-1.761117458E0,-9.006584167E0,9.427721500E-1,9.225449170E0
1.916825156E1,-1.777867198E0,-8.941978455E0,9.690931439E-1,9.168365829E0
1.917065640E1,-1.808973908E0,-8.870193481E0,9.786644578E-1,9.105520475E0
1.917306130E1,-1.830509305E0,-8.776873589E0,9.690931439E-1,9.017949647E0
1.917546614E1,-1.861616015E0,-8.709874153E0,9.523434043E-1,8.957370145E0
1.917787099E1,-1.873580098E0,-8.640482903E0,9.284151793E-1,8.889893246E0
1.918027588E1,-1.897508383E0,-8.599804878E0,8.949156404E-1,8.852008586E0
1.918268073E1,-1.938186288E0,-8.530412674E0,8.303094506E-1,8.787145171E0
1.918508562E1,-1.964507341E0,-8.487341881E0,7.633104324E-1,8.745107439E0
1.918749047E1,-1.981257200E0,-8.427521706E0,6.891329288E-1,8.684665013E0
1.918989531E1,-2.005185366E0,-8.343772888E0,5.838487148E-1,8.601173971E0
1.919230021E1,-2.012363911E0,-8.298309326E0,4.857429862E-1,8.552630732E0
1.919470505E1,-2.045863390E0,-8.255238533E0,3.613162339E-1,8.512641756E0
1.919710994E1,-2.055434704E0,-8.224131584E0,2.201396823E-1,8.479953633E0
1.919951479E1,-2.067398787E0,-8.200202942E0,9.571290761E-2,8.457341603E0
1.920191963E1,-2.081755638E0,-8.176275253E0,-5.503492057E-2,8.437310733E0
1.920432453E1,-2.098505497E0,-8.152346611E0,-1.938186288E-1,8.420335281E0
1.920672937E1,-2.079362869E0,-8.118846893E0,-3.326023519E-1,8.387493615E0
1.920913422E1,-2.079362869E0,-8.078168869E0,-4.785645306E-1,8.355213117E0
1.921153911E1,-2.050648928E0,-8.047062874E0,-6.125625968E-1,8.326800998E0
1.921394396E1,-2.029113531E0,-8.001599312E0,-7.441678643E-1,8.288345980E0
1.921634885E1,-2.038684845E0,-7.965706348E0,-8.853443861E-1,8.269978731E0
1.921875370E1,-2.017149448E0,-7.929814339E0,-1.040877819E0,8.248289155E0
1.922115854E1,-2.017149448E0,-7.896314621E0,-1.162911773E0,8.232438295E0
1.922356344E1,-2.005185366E0,-7.893921852E0,-1.275374413E0,8.243867445E0
1.922596828E1,-2.009970903E0,-7.865208149E0,-1.390229940E0,8.236153322E0
1.922837312E1,-2.007578135E0,-7.860422611E0,-1.517049551E0,8.253366158E0
1.923077802E1,-2.024327993E0,-7.872386456E0,-1.622333765E0,8.288808067E0
1.923318286E1,-2.031506538E0,-7.903493404E0,-1.720439434E0,8.339792483E0
1.923558776E1,-2.038684845E0,-7.915457249E0,-1.835294962E0,8.377291146E0
1.923799260E1,-2.041077614E0,-7.941778183E0,-1.969292998E0,8.433027537E0
1.924039745E1,-2.072184324E0,-7.948956966E0,-2.062613010E0,8.469606671E0
1.924280234E1,-2.096112728E0,-7.951349735E0,-2.175075769E0,8.505798363E0
1.924520718E1,-2.122433662E0,-7.965706348E0,-2.273181438E0,8.551289735E0
1.924761208E1,-2.141576290E0,-7.970492363E0,-2.366501570E0,8.585768876E0
1.925001692E1,-2.187039852E0,-7.999206066E0,-2.423929453E0,8.639784430E0
1.925242177E1,-2.220539331E0,-8.018348694E0,-2.500499725E0,8.687762058E0
1.925482666E1,-2.256431818E0,-8.018348694E0,-2.579462767E0,8.720036037E0
1.925723151E1,-2.304288149E0,-8.037490845E0,-2.632104874E0,8.765784564E0
1.925963640E1,-2.361716032E0,-8.039883614E0,-2.687139750E0,8.799894952E0
1.926204125E1,-2.414358139E0,-8.070990562E0,-2.720639229E0,8.852790051E0
1.926444609E1,-2.469393015E0,-8.078168869E0,-2.768495798E0,8.889279112E0
1.926685099E1,-2.545963287E0,-8.097311974E0,-2.801995277E0,8.938655816E0
1.926925583E1,-2.593819857E0,-8.116454124E0,-2.825923443E0,8.977225201E0
1.927166073E1,-2.641676188E0,-8.126026154E0,-2.854637384E0,9.008868338E0
1.927406557E1,-2.715853691E0,-8.123632431E0,-2.864208698E0,9.031774832E0
1.927647041E1,-2.763710260E0,-8.145168304E0,-2.866601467E0,9.066381036E0
1.927887531E1,-2.818745136E0,-8.145168304E0,-2.847458839E0,9.077285536E0
1.928128015E1,-2.885744095E0,-8.173882484E0,-2.821137905E0,9.115848448E0
1.928368500E1,-2.943171740E0,-8.202595711E0,-2.801995277E0,9.154016267E0
1.928608989E1,-2.995813847E0,-8.231309891E0,-2.787638426E0,9.192403990E0
1.928849474E1,-3.034099102E0,-8.243273735E0,-2.751745939E0,9.204858768E0
1.929089963E1,-3.081955671E0,-8.276773453E0,-2.701496840E0,9.235881914E0
1.929330448E1,-3.132204771E0,-8.293522835E0,-2.651247501E0,9.253234086E0
1.929570932E1,-3.177668571E0,-8.298309326E0,-2.574677229E0,9.251404113E0
1.929811422E1,-3.225524902E0,-8.303094864E0,-2.512463808E0,9.255153678E0
1.930051906E1,-3.273381472E0,-8.310273170E0,-2.426322222E0,9.255414953E0
1.930292396E1,-3.314059258E0,-8.329415321E0,-2.330609322E0,9.262499024E0
1.930532880E1,-3.318845034E0,-8.312665939E0,-2.234896421E0,9.225503205E0
1.930773364E1,-3.340380430E0,-8.307880402E0,-2.143969059E0,9.207367784E0
1.931013854E1,-3.376272678E0,-8.300702095E0,-2.041077614E0,9.190585960E0
1.931254338E1,-3.395415306E0,-8.283951759E0,-1.928615093E0,9.158179843E0
1.931494823E1,-3.426522017E0,-8.276773453E0,-1.811366796E0,9.139315160E0
1.931735312E1,-3.440878868E0,-8.267202377E0,-1.725225091E0,9.119357661E0
1.931975797E1,-3.452843189E0,-8.245666504E0,-1.622333765E0,9.085433893E0
1.932216286E1,-3.457628727E0,-8.255238533E0,-1.550549030E0,9.083411361E0
1.932456771E1,-3.493520975E0,-8.236095428E0,-1.445264935E0,9.062380893E0
1.932697255E1,-3.505485058E0,-8.226524353E0,-1.349551916E0,9.043529112E0
1.932937745E1,-3.505485058E0,-8.257631302E0,-1.296909928E0,9.064153329E0
1.933178229E1,-3.527020693E0,-8.283951759E0,-1.220339537E0,9.085865963E0
1.933418718E1,-3.546163082E0,-8.293522835E0,-1.134197950E0,9.090885469E0
1.933659203E1,-3.574877024E0,-8.329415321E0,-1.076770186E0,9.127888001E0
1.933899687E1,-3.605983734E0,-8.353343964E0,-1.012163997E0,9.154558975E0
1.934140177E1,-3.639483213E0,-8.391629219E0,-9.619147182E-1,9.197312593E0
1.934380661E1,-3.653840065E0,-8.396414757E0,-9.164510965E-1,9.202728432E0
1.934621146E1,-3.661018610E0,-8.401200294E0,-8.446664214E-1,9.203080192E0
1.934861635E1,-3.658625841E0,-8.415556908E0,-7.680960894E-1,9.208534776E0
1.935102120E1,-3.646661758E0,-8.432307243E0,-6.987041831E-1,9.213584262E0
1.935342609E1,-3.615555048E0,-8.427521706E0,-6.484549642E-1,9.193250472E0
1.935583094E1,-3.603590965E0,-8.446663857E0,-5.982056856E-1,9.202708742E0
1.935823578E1,-3.613162279E0,-8.487341881E0,-5.503492355E-1,9.240822373E0
1.936064067E1,-3.605983734E0,-8.530412674E0,-5.144568682E-1,9.275544456E0
1.936304552E1,-3.601198196E0,-8.578269005E0,-4.833501875E-1,9.316058983E0
1.936545036E1,-3.589233875E0,-8.633303642E0,-4.498506486E-1,9.360496632E0
1.936785526E1,-3.572484255E0,-8.697910309E0,-4.354937077E-1,9.413072945E0
1.937026010E1,-3.570091486E0,-8.752944946E0,-4.235295951E-1,9.462503673E0
1.937266500E1,-3.546163082E0,-8.819944382E0,-4.163511395E-1,9.515253006E0
1.937506984E1,-3.529413462E0,-8.889336586E0,-4.235295951E-1,9.573737078E0
1.937747469E1,-3.524627686E0,-8.970691681E0,-4.450650215E-1,9.648543539E0
1.937987958E1,-3.500699520E0,-9.035298347E0,-4.905286431E-1,9.702171494E0
1.938228442E1,-3.476771355E0,-9.097511292E0,-5.216353536E-1,9.753192000E0
1.938468932E1,-3.438486099E0,-9.183652878E0,-5.742774606E-1,9.823057642E0
1.938709416E1,-3.421736479E0,-9.257830620E0,-6.412764788E-1,9.890750418E0
1.938949901E1,-3.393022537E0,-9.346364975E0,-7.058826685E-1,9.968220028E0
1.939190390E1,-3.376272678E0,-9.408578873E0,-7.489534616E-1,1.002404633E1
