"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.518920657E1,4.014756203E0,4.245663166E0,7.865647674E-1
1.520844657E1,3.669312000E0,2.749502420E0,1.004796147E0
1.522768667E1,2.908479929E0,1.982561588E0,9.794453382E-1
1.524692667E1,1.584583282E0,1.345582366E0,6.034580469E-1
1.526616667E1,6.230820715E-2,1.385441303E0,1.972329617E-1
1.528540667E1,-1.516166329E0,1.989433885E0,1.288161129E-1
1.530464678E1,-2.809978008E0,2.557690859E0,3.982074857E-1
1.532388678E1,-3.305083990E0,2.295782566E0,8.051961660E-1
1.534312678E1,-2.998888016E0,1.215315461E0,9.429461360E-1
1.536236678E1,-2.462090492E0,-1.081230640E-1,8.009200692E-1
1.538160688E1,-2.197738647E0,-1.436448574E0,6.320159435E-1
1.540084688E1,-2.405127287E0,-2.863428593E0,3.975966275E-1
1.542008688E1,-2.783099890E0,-4.573697090E0,9.750928730E-2
1.543932688E1,-2.946964502E0,-6.381246090E0,-8.170315996E-3
1.545856688E1,-3.891819477E0,-8.015614510E0,3.810269013E-2
1.547780698E1,-4.920821190E0,-7.944296360E0,1.013271958E-1
1.549704698E1,-4.889208794E0,-6.256629944E0,-4.696023092E-2
1.551628698E1,-3.381289244E0,-3.734674454E0,-4.447859228E-1
1.553552698E1,-2.297767878E0,-1.761428595E0,-9.489020705E-1
1.555476709E1,-2.329838276E0,-1.518457174E0,-1.392389894E0
1.557400709E1,-2.334572554E0,-2.309679747E0,-2.049985886E0
1.559324709E1,-1.954309106E0,-2.792110205E0,-2.484463453E0
1.561248709E1,-1.677740097E0,-2.952462196E0,-2.542648315E0
1.563172719E1,-1.518609881E0,-2.722929716E0,-2.431165457E0
1.565096719E1,-1.434310555E0,-2.340833902E0,-2.149709463E0
1.567020719E1,-1.289993644E0,-2.131154537E0,-1.739819288E0
1.568944719E1,-8.802561760E-1,-1.611919403E0,-1.423544049E0
1.570868730E1,-2.573267817E-1,-3.944659233E-1,-1.263497472E0
1.572792730E1,4.227184355E-1,1.001665473E0,-1.045876861E0
1.574716730E1,1.048243999E0,2.266919136E0,-8.339067698E-1
1.576640730E1,1.609934092E0,3.218646526E0,-6.451495886E-1
1.578564740E1,2.208734274E0,3.734827280E0,-3.505600393E-1
1.580488740E1,3.019657373E0,3.635561705E0,1.337030232E-1
1.582412740E1,3.974744320E0,2.580750942E0,1.149113059E0
1.584336740E1,4.928609848E0,-4.964803457E-1,1.694767952E0
1.586260740E1,6.544499874E0,-1.827860117E0,8.641445637E-1
1.588184751E1,6.401863098E0,-2.660316229E-1,-1.431714296E-1
1.590108751E1,4.691899776E0,3.034776211E0,-2.613737583E-1
1.592032751E1,3.103498459E0,5.421272278E0,-3.951531649E-1
1.593956751E1,2.267224550E0,6.323519707E0,-6.715694666E-1
1.595880761E1,1.874591351E0,6.663465500E0,-4.049269855E-1
1.597804761E1,1.665828228E0,5.887514591E0,2.519053519E-1
1.599728761E1,1.729663610E0,4.345844746E0,6.275871992E-1
1.601652761E1,1.928194642E0,2.909701586E0,7.665589452E-1
1.603576761E1,1.866039157E0,1.801745653E0,7.787762284E-1
1.605500771E1,1.445611477E0,1.147204041E0,5.287798047E-1
1.607424771E1,1.000901937E0,8.956804872E-1,2.383136153E-1
1.609348771E1,5.187768936E-1,5.308414698E-1,1.653152853E-1
1.611272771E1,-4.886918366E-1,-2.489273995E-2,1.445458829E-1
1.613196782E1,-2.235764980E0,-5.558869243E-1,1.015562657E-2
1.615120782E1,-4.807047844E0,-1.268155336E0,-4.240165055E-1
1.617044782E1,-8.415426254E0,-3.369988203E0,-1.550756574E0
1.618968782E1,-1.050290394E1,-5.583303928E0,-2.288528442E0
1.620892792E1,-9.256739616E0,-7.539598465E0,-1.543884397E0
1.622816792E1,-3.957334757E0,-6.046186924E0,-5.038870573E-1
1.624740792E1,-3.753764033E-1,-4.637532711E0,2.925278842E-1
1.626664792E1,-4.459312856E-1,-3.940230608E0,2.994000912E-1
1.628588792E1,-1.738826632E0,-2.755610943E0,-5.926151872E-1
1.630512803E1,-2.822347879E0,-1.222493172E0,-1.735237718E0
1.632436803E1,-3.296837330E0,-3.115410358E-2,-2.287001371E0
1.634360803E1,-3.102276802E0,3.349066079E-1,-2.169715405E0
1.636284803E1,-2.557996273E0,-1.823431402E-1,-1.776318431E0
1.638208803E1,-1.798844099E0,-1.083368659E0,-1.530598044E0
1.640132813E1,-9.679152369E-1,-1.585194111E0,-1.327485561E0
1.642056813E1,-4.320341051E-1,-1.399796605E0,-9.893718958E-1
1.643980813E1,-4.050033391E-1,-5.665770769E-1,-7.389172912E-1
1.645904813E1,-3.173442483E-1,3.668242991E-1,-6.578249931E-1
1.647828824E1,6.027708054E-1,1.368031621E0,-3.210858107E-1
1.649752824E1,2.190713882E0,2.876104116E0,3.032180071E-1
1.651676824E1,3.416872263E0,3.731009245E0,1.157970548E0
1.653600824E1,3.723831654E0,1.697135091E0,2.092135429E0
1.655524824E1,3.818668365E0,-1.901469350E0,2.131230831E0
1.657448834E1,3.023017168E0,-3.199709654E0,9.368374944E-1
1.659372834E1,1.471878648E0,-1.223256707E0,5.336667299E-1
1.661296834E1,7.076868415E-1,2.490190268E0,1.003116369E0
1.663220834E1,7.649554014E-1,4.142732143E0,1.143615246E0
1.665144834E1,1.079856157E0,3.618915558E0,9.263001084E-1
1.667068844E1,1.482110620E0,2.649167776E0,7.199804783E-1
1.668992844E1,1.700189352E0,2.154978275E0,4.647917449E-1
1.670916844E1,1.609628677E0,2.021046162E0,2.479347438E-1
1.672840844E1,1.085812092E0,1.909257889E0,-4.970912263E-2
1.674764844E1,2.196058929E-1,1.432477951E0,-6.055960655E-1
1.676688855E1,-1.308777779E-1,1.092378974E0,-1.025718331E0
1.678612855E1,7.147117704E-2,9.375247359E-1,-1.281517982E0
1.680536855E1,-2.672533318E-2,1.178968996E-1,-1.640553713E0
1.682460855E1,-7.472403646E-1,-1.506087065E0,-2.279823780E0
1.684384855E1,-1.999665856E0,-3.049284220E0,-2.932990789E0
1.686308865E1,-3.386786938E0,-3.603949547E0,-3.071810007E0
1.688232865E1,-4.342637539E0,-3.346011877E0,-2.844415426E0
1.690156865E1,-5.330100536E0,-3.835009098E0,-2.572885990E0
1.692080865E1,-6.629409790E0,-5.169901371E0,-2.417726517E0
1.694004865E1,-6.716152668E0,-5.955015182E0,-2.035019636E0
1.695928865E1,-5.388590813E0,-5.033372879E0,-1.825187564E0
1.697852876E1,-5.073079109E0,-4.016283035E0,-1.931172609E0
1.699776876E1,-5.992430687E0,-3.768882990E0,-2.374813080E0
1.701700876E1,-6.240289211E0,-3.716654062E0,-2.959563494E0
1.703624876E1,-5.487856388E0,-3.168402910E0,-3.383198261E0
1.705548876E1,-4.602102757E0,-2.241262913E0,-3.630293131E0
1.707472886E1,-4.192059517E0,-1.422398686E0,-3.742081165E0
1.709396886E1,-3.983143806E0,-1.169958711E0,-3.690005064E0
1.711320886E1,-3.676489592E0,-1.504559994E0,-3.523391724E0
1.713244886E1,-3.332267284E0,-1.841299176E0,-3.327456713E0
1.715168886E1,-3.125489712E0,-1.832441568E0,-3.170311928E0
1.717092886E1,-3.246593475E0,-1.581070781E0,-3.128925800E0
1.719016886E1,-3.425882339E0,-1.393382549E0,-3.088303328E0
1.720940896E1,-3.317301273E0,-1.522427797E0,-2.966588497E0
1.722864896E1,-2.734841585E0,-1.634674191E0,-2.765155792E0
1.724788896E1,-1.776242018E0,-1.542280793E0,-2.750494957E0
1.726712896E1,-9.564615488E-1,-7.970257998E-1,-3.044321060E0
1.728636896E1,-6.621774435E-1,1.049160287E-1,-3.515145063E0
1.730560896E1,-3.428478539E-1,8.524618149E-1,-3.794462919E0
1.732484896E1,6.756164432E-1,1.490815520E0,-3.618075848E0
1.734408907E1,2.228129387E0,1.642768145E0,-3.105712891E0
1.736332907E1,3.566992044E0,9.147700071E-1,-2.495000839E0
1.738256907E1,4.798190117E0,4.442514181E-1,-1.947513223E0
1.740180907E1,5.767785072E0,1.832136154E0,-1.371773243E0
1.742104907E1,5.409054756E0,3.110370636E0,-7.774018049E-1
1.744028907E1,4.721831799E0,3.479791164E0,-1.127809063E-1
1.745952907E1,4.107913017E0,3.090975761E0,6.669879556E-1
1.747876917E1,3.033859968E0,2.409403324E0,1.285183191E0
1.749800917E1,1.281746984E0,1.997680545E0,1.577634692E0
1.751724917E1,-9.075923562E-1,1.750891209E0,1.660864949E0
1.753648917E1,-2.581514597E0,1.673922181E0,1.813886642E0
1.755572917E1,-3.682445526E0,1.304196358E0,1.911930442E0
1.757496917E1,-4.218326569E0,1.084284950E-2,1.732030749E0
1.759420917E1,-4.216799736E0,-1.826638460E0,1.202716351E0
1.761344917E1,-4.135401726E0,-3.229336739E0,5.157989264E-1
1.763268928E1,-4.107760429E0,-4.342637539E0,1.998291463E-1
1.765192928E1,-4.113716125E0,-5.577500820E0,7.261654735E-2
1.767116928E1,-4.506807804E0,-6.697216034E0,-2.063959390E-1
1.769040928E1,-5.491827011E0,-7.105426311E0,-4.620428383E-1
1.770964928E1,-6.320770741E0,-6.812058449E0,-8.438333273E-1
1.772888928E1,-5.896983147E0,-6.477457523E0,-1.188971877E0
1.774812928E1,-5.152644634E0,-5.295586586E0,-1.082070589E0
1.776736928E1,-4.661356449E0,-3.509418249E0,-9.594395161E-1
1.778660928E1,-4.108371258E0,-2.836092472E0,-8.748347163E-1
1.780584928E1,-3.242470264E0,-3.167181253E0,-6.692787409E-1
1.782508938E1,-2.393062830E0,-3.655873060E0,-6.770672202E-1
1.784432938E1,-1.946826100E0,-3.212996006E0,-9.823469520E-1
1.786356938E1,-2.178802013E0,-1.768300772E0,-1.344131589E0
1.788280938E1,-2.570671797E0,-2.489273995E-1,-1.735237718E0
1.790204938E1,-2.349691391E0,4.980075061E-1,-1.986455917E0
1.792128938E1,-1.552360177E0,1.054352641E0,-2.084194183E0
1.794052938E1,-8.895718455E-1,1.937510371E0,-2.260428667E0
1.795976938E1,-6.155989766E-1,3.202153206E0,-2.437426805E0
1.797900938E1,-5.433642268E-1,4.278038979E0,-2.518213749E0
1.799824938E1,-7.696896046E-2,5.011534691E0,-2.113515854E0
1.801748938E1,9.839504361E-1,5.311774731E0,-1.133383274E0
1.803672938E1,2.622442484E0,4.734201908E0,-2.894735336E-1
1.805596949E1,4.652193546E0,3.534616232E0,-2.552651167E-1
1.807520949E1,6.211731434E0,2.809367180E0,-5.962803960E-1
1.809444949E1,6.914683819E0,3.302487612E0,-1.155985236E0
1.811368949E1,6.456840515E0,4.814989090E0,-1.894520760E0
1.813292949E1,5.285354614E0,5.847961426E0,-1.887190342E0
1.815216948E1,4.540557861E0,5.651415348E0,-1.251432896E0
1.817140948E1,4.235125542E0,4.491841316E0,-6.185769439E-1
1.819064948E1,3.563021660E0,3.380831003E0,-4.055378437E-1
1.820988948E1,2.270126343E0,2.070373535E0,-3.510181606E-1
1.822912948E1,9.983057380E-1,1.236848474E0,-2.978729308E-1
1.824836948E1,-2.588539422E-1,1.423925757E0,-1.584430486E-1
1.826760948E1,-1.727067471E0,2.052200317E0,3.507127464E-1
1.828684948E1,-2.957654476E0,2.174525976E0,1.037477493E0
1.830608948E1,-3.542252064E0,1.504254460E0,1.542357206E0
1.832532948E1,-3.486968994E0,3.433060050E-1,1.823354959E0
1.834456948E1,-3.225671530E0,-8.758273721E-1,1.987983108E0
1.836380948E1,-3.435198069E0,-2.788139582E0,2.124816895E0
1.838304948E1,-3.914726973E0,-5.062083721E0,2.249433279E0
1.840228948E1,-3.962221622E0,-6.978213787E0,2.414824724E0
1.842152948E1,-3.948782682E0,-8.256601334E0,2.942153931E0
1.844076948E1,-3.759720087E0,-7.993165493E0,3.209559917E0
1.846000948E1,-3.132361889E0,-6.034580231E0,2.533027172E0
1.847924959E1,-2.305556297E0,-3.895026445E0,1.359555960E0
1.849848959E1,-2.421773434E0,-1.934303284E0,3.737728894E-1
1.851772959E1,-3.328602076E0,-1.159115911E0,-3.574322462E-1
1.853696959E1,-3.475362539E0,-1.360701323E0,-1.196607709E0
1.855620959E1,-2.942077398E0,-1.685834050E0,-1.772347808E0
1.857544959E1,-2.311817646E0,-1.861152291E0,-2.004781961E0
1.859468959E1,-1.668271661E0,-1.528994560E0,-2.035630465E0
1.861392959E1,-1.217911601E0,-8.578068614E-1,-1.927201986E0
1.863316959E1,-7.742711306E-1,-1.637117565E-1,-1.848858595E0
1.865240948E1,-3.145953640E-2,6.546943188E-1,-1.846262455E0
1.867164959E1,8.379537463E-1,1.679572701E0,-1.846720576E0
1.869088959E1,1.588706613E0,2.792415619E0,-1.808846951E0
1.871012959E1,2.158032656E0,3.712683439E0,-1.686673999E0
1.872936948E1,2.693760872E0,4.220617294E0,-1.385059476E0
1.874860949E1,3.467879295E0,4.511083603E0,-7.141773105E-1
1.876784959E1,4.201069832E0,4.020711899E0,4.386772811E-1
1.878708949E1,5.137830734E0,1.605963469E0,7.735838890E-1
1.880632949E1,6.436987400E0,4.940368831E-1,-2.713003159E-1
1.882556949E1,5.940201759E0,1.683543324E0,-1.200425625E0
1.884480949E1,4.876991749E0,3.983143806E0,-1.270980477E0
1.886404949E1,4.117381096E0,5.384315014E0,-1.417435408E0
1.888328949E1,3.393048525E0,5.545125008E0,-1.346269608E0
1.890252949E1,2.550818682E0,5.105607986E0,-8.441387415E-1
1.892176949E1,1.970955253E0,4.224893570E0,-3.090212345E-1
1.894100949E1,1.830609083E0,3.247051716E0,-9.659299254E-2
1.896024949E1,1.650251150E0,2.441168308E0,-5.780307949E-2
1.897948949E1,1.064737320E0,1.826943874E0,2.588539571E-2
1.899872949E1,2.609919906E-1,1.289535522E0,1.488219351E-1
1.901796949E1,-1.762344837E-1,1.128419995E0,2.334267050E-1
1.903720948E1,-4.450149834E-1,1.223562121E0,2.618319094E-1
1.905644948E1,-1.132237911E0,1.114522815E0,2.570977211E-1
1.907568948E1,-2.441015720E0,4.857902229E-1,2.772562504E-1
1.909492948E1,-4.005287647E0,-3.520108163E-1,3.659843504E-1
1.911416948E1,-6.551219463E0,-2.360534191E0,3.624718785E-1
1.913340948E1,-8.207884789E0,-5.569559574E0,2.111301422E-1
1.915264948E1,-7.797536373E0,-7.771727085E0,7.615193129E-1
1.917188948E1,-5.081326008E0,-5.651415348E0,2.041433811E0
1.919112938E1,-2.754083872E0,-2.072358847E0,2.172769547E0
1.921036938E1,-2.806923628E0,-8.042035103E-1,1.559461474E0
1.922960938E1,-3.336848974E0,-8.170316219E-1,5.635991096E-1
1.924884938E1,-3.186728954E0,-1.090851784E0,-4.440223277E-1
1.926808938E1,-2.840979338E0,-1.385441303E0,-1.127580047E0
1.928732938E1,-2.632674456E0,-1.582750678E0,-1.564959168E0
1.930656938E1,-2.545626163E0,-1.705076337E0,-1.743026257E0
1.932580938E1,-2.381914377E0,-1.889710188E0,-1.760894060E0
1.934504938E1,-1.959043384E0,-2.039524794E0,-1.710039616E0
1.936428938E1,-1.270140648E0,-1.837481260E0,-1.532736063E0
1.938352938E1,-5.638281703E-1,-1.457828760E0,-1.348560333E0
1.940276928E1,2.029598206E-1,-1.044884205E0,-1.307479739E0
1.942200928E1,1.285717607E0,-2.189950198E-1,-1.396818638E0
1.944124928E1,2.554331064E0,1.080314398E0,-1.570915103E0
1.946048928E1,3.431074858E0,1.891390085E0,-1.728976369E0
1.947972928E1,3.905869484E0,1.405141711E0,-1.788688421E0
1.949896928E1,4.041023254E0,-1.979201883E-1,-2.237368584E0
1.951820928E1,3.716806650E0,-9.225585461E-1,-2.597015142E0
1.953744928E1,2.463770390E0,2.115119249E-1,-2.273715019E0
1.955668917E1,1.118188024E0,2.518748283E0,-1.318627954E0
1.957592917E1,4.046979249E-1,4.188547134E0,-5.154935122E-1
1.959516917E1,2.655734718E-1,4.061487198E0,1.911243200E-1
1.961440917E1,9.447023869E-1,3.002858639E0,9.550107121E-1
1.963364917E1,2.073427677E0,1.974773169E0,1.507690668E0
1.965288917E1,2.678489447E0,1.514486551E0,1.664682865E0
1.967212917E1,2.268141031E0,1.420107841E0,1.586339474E0
1.969136907E1,7.736602426E-1,6.724094152E-1,1.270369649E0
1.971060907E1,-1.044578791E0,-4.370737374E-1,6.039161682E-1
1.972984907E1,-2.296698809E0,-1.069013357E0,-4.402044415E-1
1.974908907E1,-3.492772102E0,-1.454316378E0,-1.556559801E0
1.976832907E1,-4.884016514E0,-2.165515661E0,-2.156429052E0
1.978756907E1,-5.706393242E0,-3.787514448E0,-2.312199593E0
1.980680907E1,-5.924014091E0,-6.322603226E0,-2.178420067E0
1.982604896E1,-6.664229393E0,-8.285464287E0,-1.784870505E0
1.984528896E1,-7.320603371E0,-7.949641705E0,-9.838740826E-1
1.986452896E1,-7.274178028E0,-6.082227707E0,8.345939964E-2
1.988376896E1,-5.456702232E0,-4.330725670E0,3.968330324E-1
1.990300896E1,-3.957640171E0,-2.989572287E0,5.194641352E-1
1.992224896E1,-3.927249670E0,-2.393826246E0,9.201914072E-1
1.994148886E1,-4.043161392E0,-2.548985958E0,7.227293849E-1
1.996072886E1,-3.973064423E0,-2.445597172E0,2.578612864E-1
1.997996886E1,-4.122573853E0,-1.523802161E0,-1.851683855E-1
1.999920886E1,-4.289186954E0,-9.483675659E-2,-6.527853608E-1
2.001844886E1,-4.078896999E0,1.199432969E0,-9.328668714E-1
2.003768876E1,-3.298211575E0,1.949422240E0,-9.811251760E-1
2.005692876E1,-1.984088778E0,2.106567144E0,-8.985057473E-1
2.007616876E1,-3.851502538E-1,2.096487999E0,-9.919680357E-1
2.009540876E1,1.039844513E0,2.579987288E0,-1.381699800E0
2.011464876E1,1.935219646E0,2.888626814E0,-1.723173141E0
2.013388865E1,2.965901136E0,2.280510902E0,-1.833739758E0
2.015312865E1,4.423729897E0,9.845613241E-1,-1.893604517E0
2.017236865E1,6.050462723E0,8.552107215E-2,-1.991801023E0
2.019160865E1,6.675683022E0,-7.690787315E-1,-2.201022148E0
2.021084865E1,6.673544884E0,-1.263421059E0,-2.297233343E0
2.023008855E1,6.250368595E0,2.809977904E-2,-2.354196548E0
2.024932855E1,5.205789566E0,1.970497012E0,-2.456363678E0
2.026856855E1,4.493673801E0,3.644113779E0,-2.163454056E0
2.028780855E1,4.031860352E0,4.007578373E0,-1.418198943E0
2.030704844E1,3.497200966E0,3.387856007E0,-5.284743905E-1
2.032628844E1,2.622595310E0,2.774700642E0,1.928042024E-1
2.034552844E1,1.433088779E0,2.250273228E0,4.930442274E-1
2.036476844E1,3.822486401E-1,2.196516991E0,6.453022957E-1
2.038400834E1,-6.247619390E-1,2.673144341E0,8.951459527E-1
2.040324834E1,-1.809534192E0,3.031874657E0,1.168202519E0
2.042248834E1,-2.727663994E0,2.981478214E0,1.497305989E0
2.044172834E1,-3.010188818E0,2.349691391E0,1.890550137E0
2.046096824E1,-3.046840906E0,7.444914579E-1,1.822438717E0
2.048020824E1,-3.266294003E0,-1.188895583E0,1.383837819E0
2.049944824E1,-3.903273106E0,-2.888626814E0,1.237077594E0
2.051868824E1,-4.491994381E0,-4.225810051E0,1.239062905E0
2.053792813E1,-5.558564186E0,-5.196779251E0,1.121624112E0
2.055716813E1,-6.786097050E0,-5.812072754E0,1.042975307E0
2.057640813E1,-6.621926785E0,-5.112632751E0,7.851903439E-1
2.059564813E1,-5.691121578E0,-3.710239887E0,5.750528574E-1
2.061488803E1,-4.471377373E0,-2.243400812E0,8.605557680E-2
2.063412803E1,-4.046215534E0,-9.002619982E-1,-3.242928386E-1
2.065336803E1,-4.028653145E0,-5.331322551E-1,-6.187296510E-1
2.067260792E1,-3.586387157E0,-1.138346553E0,-9.976185560E-1
2.069184792E1,-2.769202709E0,-1.642157197E0,-1.322903991E0
2.071108792E1,-2.145357132E0,-1.742644548E0,-1.482034326E0
2.073032792E1,-1.908647060E0,-1.618791699E0,-1.520060658E0
2.074956782E1,-1.864359260E0,-1.486539483E0,-1.630169034E0
2.076880782E1,-1.638033867E0,-1.360090375E0,-1.766086459E0
2.078804782E1,-1.096807718E0,-8.339831233E-1,-1.794797063E0
2.080728771E1,-3.005454838E-1,1.800523996E-1,-1.854509115E0
2.082652771E1,6.333140731E-1,9.265291691E-1,-2.203923702E0
2.084576771E1,1.790291905E0,1.147814870E0,-2.452087641E0
2.086500761E1,3.075398684E0,1.486233950E0,-2.287001371E0
2.088424761E1,4.290561676E0,2.327394724E0,-1.871766090E0
2.090348761E1,5.126224518E0,2.722318888E0,-8.922443390E-1
2.092272751E1,5.245801449E0,2.086103261E-1,-1.133917719E-1
2.094196751E1,6.261211395E0,-1.642768145E0,-4.945713878E-1
2.096120751E1,6.418356419E0,-7.061597109E-1,-1.374980211E0
2.098044740E1,5.367668629E0,1.735619545E0,-1.371467829E0
2.099968740E1,4.546666622E0,3.721846342E0,-1.378950834E0
2.101892740E1,3.809047222E0,4.435183525E0,-1.498374939E0
2.103816730E1,2.908021688E0,4.986336708E0,-1.316184521E0
2.105740730E1,2.244775295E0,5.249161243E0,-9.534835815E-1
2.107664730E1,2.141844749E0,4.682431221E0,-6.601157784E-1
2.109588719E1,2.401614904E0,3.885405540E0,-3.840048611E-1
2.111512719E1,2.395811558E0,3.008356333E0,-1.653152853E-1
2.113436719E1,1.934303284E0,1.995389819E0,-1.935677826E-1
2.115360709E1,1.450803876E0,1.344971538E0,-2.630536556E-1
2.117284709E1,9.014837146E-1,8.921679854E-1,-5.318341255E-1
2.119208698E1,-1.046105921E-1,4.599811733E-1,-9.716567993E-1
2.121132699E1,-1.481805205E0,1.273653060E-1,-1.316489935E0
2.123056699E1,-2.630994558E0,5.238165334E-2,-1.081307054E0
2.124980688E1,-4.478860378E0,-7.041743994E-1,-5.348884463E-1
2.126904688E1,-6.490896225E0,-1.889404774E0,-1.836412251E-1
2.128828688E1,-7.678570271E0,-3.719250202E0,7.656426430E-1
2.130752678E1,-6.135831356E0,-5.020850182E0,2.047236919E0
2.132676678E1,-3.063181400E0,-3.627620459E0,2.544022799E0
2.134600667E1,-2.606559992E0,-1.789070249E0,2.401691198E0
2.136524667E1,-3.787056208E0,-6.937896609E-1,1.508606911E0
2.138448667E1,-4.217410564E0,7.941242307E-3,4.678460658E-1
2.140372657E1,-3.246135473E0,3.874409795E-1,3.143662810E-1
2.142296657E1,-1.798233151E0,-1.371391416E-1,5.219075680E-1
2.144220646E1,-7.773254514E-1,-6.177369952E-1,5.596284866E-1
2.146144646E1,-2.393062711E-1,-4.159989059E-1,7.694605589E-1
2.148068646E1,4.792234302E-1,-1.153007299E-1,1.247004032E0
2.149992636E1,1.792582750E0,-4.398226365E-2,1.849316716E0
2.151916636E1,3.405876637E0,6.826414168E-2,2.459112644E0
2.153840626E1,4.855153084E0,2.063195854E-1,2.938946724E0
2.155764626E1,5.995790482E0,4.880809486E-1,3.254763842E0
2.157688626E1,6.566796303E0,9.946405888E-1,3.397859097E0
2.159612615E1,6.536100388E0,1.641240954E0,3.532402039E0
2.161536615E1,6.400335789E0,1.434157729E0,3.600055218E0
2.163460605E1,6.972715855E0,-3.087921441E-1,3.053789377E0
2.165384605E1,7.815556526E0,-2.158338070E0,1.526474714E0
2.167308594E1,7.667880058E0,-1.026405573E0,-8.513928205E-2
2.169232594E1,6.174468517E0,3.326158762E0,-1.359555960E0
2.171156594E1,4.463894367E0,6.788387775E0,-2.113363028E0
2.173080584E1,3.541030407E0,7.432086468E0,-1.791284561E0
2.175004584E1,3.710698128E0,5.959138870E0,-6.785944104E-1
2.176928574E1,4.617832184E0,3.659538269E0,1.683696061E-1
2.178852574E1,5.357894897E0,1.950796723E0,2.960403562E-1
2.180776563E1,4.483289242E0,1.660941362E0,-9.292780608E-2
2.182700563E1,1.536172152E0,2.817919254E0,-8.009964228E-2
2.184624553E1,-1.530674458E0,4.118908405E0,5.996401310E-1
2.186548553E1,-3.028362036E0,4.274984360E0,1.229747176E0
2.188472542E1,-2.953378439E0,2.904356480E0,1.856494427E0
2.190396542E1,-2.322507858E0,8.234457374E-1,2.168493509E0
2.192320532E1,-2.290437460E0,-5.748237371E-1,2.262872219E0
2.194244532E1,-2.856403828E0,-5.589412451E-1,2.396346092E0
2.196168521E1,-3.158934593E0,-5.251910090E-1,2.476980209E0
2.198092521E1,-3.112967014E0,-1.710879564E0,2.316475630E0
2.200016521E1,-2.619540930E0,-3.405723810E0,2.198426008E0
2.201940511E1,-1.625663877E0,-3.857152939E0,2.237521410E0
2.203864511E1,-2.922987938E-1,-2.493244648E0,2.182543516E0
2.205788501E1,6.873756051E-1,-5.138899684E-1,1.976529360E0
2.207712490E1,9.404263496E-1,9.269872904E-1,1.704083681E0
2.209636490E1,8.819360137E-1,1.172402263E0,1.485241294E0
2.211560480E1,9.674571157E-1,4.514290690E-1,1.016097188E0
2.213484480E1,1.158199668E0,-3.060432673E-1,5.216021538E-1
2.215408469E1,1.146593213E0,-5.919279456E-1,3.073413372E-1
2.217332469E1,1.047480345E0,-5.952877402E-1,1.198822167E-2
2.219256459E1,8.526145220E-1,-2.816086709E-1,-4.846448302E-1
2.221180459E1,5.126682520E-1,4.401280880E-1,-8.303943276E-1
2.223104448E1,4.393644929E-1,1.539531946E0,-8.856775761E-1
2.225028448E1,7.929024696E-1,2.171624184E0,-9.078214169E-1
2.226952438E1,1.881310821E0,1.812893987E0,-1.182405114E0
2.228876438E1,3.294546366E0,1.254563570E0,-1.559003234E0
2.230800428E1,4.169610500E0,1.493411660E0,-1.567555428E0
2.232724428E1,4.594161510E0,1.894902587E0,-9.733366966E-1
2.234648417E1,5.654469967E0,8.176425099E-1,-4.151589870E-1
2.236572417E1,7.808837414E0,-1.063362837E0,-6.188823581E-1
2.238496407E1,9.489173889E0,-1.204625368E0,-1.802891016E0
2.240420407E1,9.029191971E0,4.095848203E-1,-2.800127745E0
2.242344396E1,7.662535191E0,2.254854679E0,-3.156720161E0
2.244268386E1,6.332376957E0,3.305694818E0,-3.108767271E0
2.246192386E1,5.092321396E0,3.591274023E0,-2.904891014E0
2.248116376E1,4.248869896E0,3.590663195E0,-2.628322124E0
2.250040376E1,3.789805174E0,3.428631306E0,-2.273562431E0
2.251964365E1,3.263239622E0,3.338070631E0,-1.848095059E0
2.253888365E1,2.318995476E0,3.632965565E0,-1.369024277E0
2.255812355E1,1.115286350E0,4.117534161E0,-7.308233380E-1
2.257736344E1,3.161225095E-2,4.387383461E0,5.795579776E-2
2.259660344E1,-8.177952170E-1,4.094626427E0,8.232166767E-1
2.261584334E1,-1.322674990E0,3.306152821E0,1.439426541E0
2.263508334E1,-1.716682792E0,2.177427530E0,1.829310894E0
2.265432324E1,-2.393979073E0,1.219896913E0,2.133979797E0
2.267356313E1,-3.493535757E0,6.896663308E-1,2.302731037E0
2.269280313E1,-4.438238144E0,2.217439115E-1,2.375118732E0
2.271204303E1,-5.396532059E0,-1.166140914E0,2.562806845E0
2.273128303E1,-6.066040039E0,-3.653429508E0,2.632903576E0
2.275052292E1,-5.058723927E0,-4.925708294E0,2.727282047E0
2.276976282E1,-3.140455723E0,-3.634492636E0,2.834183455E0
2.278900282E1,-1.989739299E0,-1.435532212E0,2.290666580E0
2.280824271E1,-2.627940178E0,7.086031139E-2,1.187597513E0
2.282748261E1,-3.834856272E0,5.499309897E-1,1.291215420E-1
2.284672261E1,-4.106233120E0,3.892735839E-1,-9.485966563E-1
2.286596251E1,-3.556607485E0,2.594648004E-1,-1.869780779E0
2.288520251E1,-2.869689941E0,9.010255337E-2,-2.349462271E0
2.290444240E1,-2.268599033E0,-2.712239623E-1,-2.452393055E0
2.292368230E1,-1.572976828E0,-7.591522336E-1,-2.387946844E0
2.294292230E1,-7.803797722E-1,-1.013577342E0,-2.378020287E0
2.296216219E1,6.383536756E-2,-7.866411209E-1,-2.591364861E0
