"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
6.790098552E0,6.981059909E-1,6.448058605E0,5.331807137E0
6.809337615E0,4.552344978E-1,6.521637917E0,5.410770416E0
6.828576677E0,1.722832322E-1,6.778866768E0,5.293521881E0
6.847815740E0,-1.333998591E-1,6.977470875E0,5.207978249E0
6.867054802E0,-3.337987661E-1,7.081558704E0,5.338985443E0
6.886293865E0,-4.055834413E-1,7.319046497E0,5.451447964E0
6.905532927E0,-5.060819983E-1,7.704290867E0,5.452046394E0
6.924771990E0,-6.000002623E-1,8.064410210E0,5.657829285E0
6.944011052E0,-4.402793646E-1,8.302495956E0,6.132804394E0
6.963250115E0,-3.445664644E-1,8.605188370E0,6.509075642E0
6.982489177E0,-3.667000830E-1,8.892925262E0,6.614359856E0
7.001728240E0,-4.564309120E-1,9.121439934E0,6.384648800E0
7.020967302E0,-4.839483798E-1,9.294321060E0,6.316453457E0
7.040206365E0,-5.383850932E-1,9.362516403E0,6.530611038E0
7.059445427E0,-6.771687865E-1,9.458230019E0,6.937391281E0
7.078684490E0,-5.910272002E-1,9.746564865E0,6.967899323E0
7.097923552E0,-2.727817893E-1,9.719047546E0,6.054439545E0
7.117162615E0,-2.506481707E-1,9.127422333E0,5.481358528E0
7.136401677E0,2.135594189E-1,8.274978638E0,5.616552830E0
7.155640740E0,9.469595551E-1,7.811369419E0,6.262016773E0
7.174879802E0,1.073180914E0,7.606184959E0,6.297909260E0
7.194118865E0,4.169493318E-1,7.548757076E0,5.864210129E0
7.213357927E0,6.580262445E-3,7.568498135E0,5.374877930E0
7.232596990E0,1.710868180E-1,7.494320393E0,5.142774105E0
7.251836052E0,5.234299302E-1,7.434499741E0,5.196612358E0
7.271075219E0,5.473581553E-1,7.497909546E0,5.026124001E0
7.290314281E0,3.523431420E-1,7.494320393E0,5.009374142E0
7.309553344E0,1.986042857E-1,7.369893551E0,5.221737385E0
7.328792406E0,2.416750938E-1,7.114459991E0,5.620141983E0
7.348031469E0,4.151547253E-1,6.973881721E0,5.708676815E0
7.367270531E0,3.978067636E-1,6.985247612E0,5.333601475E0
7.386509594E0,-1.447657645E-1,7.072585583E0,4.826323509E0
7.405748656E0,-4.923232496E-1,7.307680130E0,4.475176334E0
7.424987719E0,-5.766702294E-1,7.682755470E0,4.418346882E0
7.444226781E0,-7.980063558E-1,7.989634991E0,4.412963390E0
7.463465844E0,-7.734799385E-1,8.237292290E0,4.302295208E0
7.482704906E0,-2.919243574E-1,8.232506752E0,4.756931305E0
7.501943969E0,-3.589233849E-3,8.100900650E0,5.474180222E0
7.521183031E0,-1.543370634E-1,8.175078392E0,5.941977024E0
7.540422094E0,-6.305087805E-1,8.557929993E0,5.764309883E0
7.559661156E0,-9.361918569E-1,8.928817749E0,5.275575638E0
7.578900219E0,-1.070189953E0,9.014361382E0,5.402993679E0
7.598139281E0,-9.595218897E-1,8.846863747E0,6.001797199E0
7.617378344E0,-8.883354068E-1,8.884550095E0,6.580860615E0
7.636617406E0,-1.298106313E0,9.850652695E0,6.563512325E0
7.655856469E0,-1.284945726E0,1.094237804E1,4.671986103E0
7.675095531E0,-1.377069473E0,1.094716358E1,4.575077057E0
7.694334594E0,-8.554341197E-1,9.536594391E0,5.843272686E0
7.713573656E0,4.642075896E-1,7.913064480E0,7.094718933E0
7.732812719E0,1.007976532E0,7.191030025E0,8.157731056E0
7.752051781E0,-3.050848842E-1,7.293921471E0,7.458428383E0
7.771290844E0,-1.724028707E0,7.502695560E0,6.235097408E0
7.790529906E0,-2.260619164E0,7.355536938E0,5.943771362E0
7.809768969E0,-1.668395638E0,7.051648140E0,6.227919102E0
7.829008031E0,-8.685946465E-1,6.751348972E0,6.187241077E0
7.848247094E0,-3.505485058E-1,6.598806858E0,5.821737289E0
7.867486156E0,-4.845465720E-2,6.530013084E0,5.510072231E0
7.886725219E0,1.286142170E-1,6.561119556E0,5.333003521E0
