Time (s),Roll (°),Pitch (°),Yaw (°)
0.037192302,0.6579537270384712,0.06047348325090554,0.2813830915293965
0.056431365,1.1985330894957196,0.2509743887304392,0.5568742450401729
0.075670427,1.675445067148633,0.6292758336934329,0.8527347117412838
0.09490949,2.1257089492535384,1.0602446972727029,1.1721630373567247
0.114148448,2.5686694765550397,1.4270125341930915,1.4920946446863677
0.13338751,2.992591941282525,1.7594346044990465,1.7990656567620045
0.152626573,3.403985723051874,2.1373599859774393,2.1285944727349353
0.171865635,3.81090827164841,2.6205834815199864,2.518389612550556
0.191104698,4.255822910613044,3.1794627228149808,2.9782149109397156
0.21034376,4.79282173075749,3.754930594425257,3.5053768494952213
0.229582823,5.4374992048943,4.240108785362829,4.050046325420334
0.248821781,6.125421560742939,4.51987412912091,4.592861092147689
0.268060844,6.784916131434051,4.628748338587497,5.109249175560818
0.287299906,7.410299368311311,4.6690044011548455,5.588602070082213
0.306538969,8.024154784063624,4.758336513195499,6.117279086581077
0.325778031,8.622891927041524,4.912444592946735,6.688883206414226
0.345017094,9.18534569372823,4.9585149404016935,7.214193392830671
0.364256052,9.73780350362256,4.595188674608973,7.7243500594961825
0.383495115,10.247806443886642,3.77285327457248,8.229627596957286
0.402734177,10.694324756200565,2.396813444633479,8.701741803892824
0.42197324,11.056769780341785,0.49023766939621594,9.169479149690765
0.441212302,11.208617442911796,-1.5264544494618912,9.668864692126254
0.460451365,11.073470672132824,-3.258268181749177,10.24770756248116
0.479690323,10.794750028302285,-4.471675436071676,10.936473745388302
0.498929385,10.575987555615232,-5.022540175203541,11.751163208902765
0.518168448,10.627217867602713,-5.0630359025545095,12.627634109408872
0.53740751,11.025746208890551,-5.092883489769517,13.39754472836438
0.556646573,11.496382436186002,-5.1879559353116225,14.030088548609054
0.575885531,11.859423998675963,-5.357839479588737,14.63737779588833
0.595124594,12.055766413233679,-5.817112404676893,15.224637708600236
0.614363656,12.22901082125227,-6.718763044208094,15.7477594249876
0.633602719,12.388381370821223,-7.363389822355318,16.26818769792982
0.652841781,12.641482192332925,-7.405080573097329,16.8246410502203
0.67208074,13.123449059839919,-7.2505991829662895,17.39641044060087
0.691319802,13.806952255933615,-7.157203200757008,17.914818608257466
0.710558865,14.631711686577232,-6.994237021303619,18.5679001381038
0.729797927,15.569916326679618,-6.584868675819265,19.522818268192648
0.74903699,16.50660157195725,-5.85157755026376,20.65718869574452
0.768275948,17.332974086485514,-4.4863491224925145,21.83380644233684
0.78751501,18.203919992491937,-2.834287166751164,22.978613898232354
0.806754073,19.21283306269057,-1.1798495702548024,24.033358659323206
0.825993135,20.333505725618416,0.21090951038229752,25.06318877160736
0.845232198,21.56284831752265,1.3439778357870324,26.11810186434762
0.864471156,22.855503975545123,2.7240043012116892,27.280578909571343
0.883710219,24.149837293197173,4.102605980556125,28.26849199793323
0.902949281,25.490963927210547,4.3265905617613045,29.005744307548248
0.922188344,27.015333120758335,4.108779484492276,29.476848483428608
0.941427406,28.689294552117023,4.032183300754771,29.63416376420714
0.960666365,30.344075402216454,3.4794158231768653,29.43156564647866
0.979905427,31.954460059517462,2.813526350786618,29.301690049265257
0.99914449,33.436842793483635,3.1526929432391437,29.519103317935738
1.018383552,34.713826141993884,4.099884932426223,29.809576876494404
1.03762251,35.730485290248815,4.976185453141258,30.023453799627344
1.056861573,36.48560186331196,5.754208529253372,30.05585957215196
1.07610126,36.906779280606735,5.787490816438142,29.896182313477997
1.095339698,37.03615675647603,5.1829795374166086,29.481991074618858
1.11457876,37.07663091166171,4.6865409017423385,29.02435424296527
1.133817719,37.213348339365126,4.599446652350933,28.70863115028376
1.153056781,37.5041802997342,4.767544584024746,28.614443987975644
1.172295844,37.835690909960704,4.835729006206381,28.65307840110214
1.191534906,38.052075193557435,4.637281357993451,28.623702780474503
1.210773865,38.19579095498367,4.364104225865516,28.46419991090495
1.230012927,38.405461173586836,4.120414976637351,28.32994742824209
1.24925199,38.69438086490876,3.7689766396014366,28.298720047073058
1.268491052,39.052889220972865,3.3267390772883245,28.315975066839247
1.28773001,39.534339640968525,2.883122907581632,28.34585555166271
1.306969073,40.07017723908345,2.4022760146958944,28.31025128890632
1.326208135,40.44709275929699,1.977503482745408,28.143508861282445
1.345447198,40.62012158137688,1.8210138486796918,27.952020210636068
1.364686156,40.67959740034624,2.00471920977742,27.8295523110982
1.383925219,40.75564211629666,2.129769940727703,27.645470696598093
1.403164281,40.953105427440995,2.099224624652906,27.363414245657022
1.422403344,41.23900824451846,1.9176437040578898,27.013516084691123
1.441642406,41.54556550260853,1.5669813119102374,26.68617572857103
1.460881365,41.84689194300611,1.036032128063055,26.430886952103524
1.480120427,42.182010618913495,0.4818825334616299,26.28266212192974
1.49935949,42.53957750604791,-0.0157893329971523,26.29049000970443
1.518598552,42.97609734378812,-0.5493743161290345,26.382657069129717
1.53783751,43.559578316398586,-1.1273449785598129,26.454286057474985
1.557076573,44.280391702741554,-1.5232563182422827,26.52743051193863
1.576315635,45.06621791506036,-1.7336048323906115,26.618082496263124
1.595554698,45.85374003064636,-1.8194575469043526,26.711764635669596
1.614793656,46.55714188688106,-1.7524025319029752,26.780026812296388
1.634032719,47.10868837499232,-1.5333357982417946,26.799133591984994
1.653271781,47.53249736830451,-0.9781610133439971,26.84972026411189
1.672510844,47.877408217475654,-0.18060650564447756,26.921012963661635
1.691749802,48.15292035399105,0.6823380491617055,26.98102644171744
1.710988865,48.32043958800665,1.535750077713467,27.112248780999337
1.730227927,48.451794091200846,2.2528958674137813,27.25475000690032
1.74946699,48.6554793852593,2.966441208886048,27.34136179817328
1.768706052,49.05247467766187,3.885814612079472,27.378817817997316
1.78794501,49.749701023497195,4.738367060555729,27.399776242316154
1.807184073,50.505824821873496,4.95851990535116,27.38706644617758
1.826423135,51.03860501248465,4.557855171565869,27.425364173489495
1.845662198,51.216375471710144,4.097596533190581,27.589076459421157
1.864901156,51.09617580839148,3.9784890938559574,27.858169163759396
1.884140219,50.81125596908215,4.232618521968515,28.185677901392307
1.903379281,50.46875128936989,4.522886038339591,28.471269546730504
1.922618344,50.12974697292166,4.704523425221049,28.658381311589693
1.941857302,49.81604013267576,4.8681135934128905,28.76334177211579
1.961096365,49.540929618817295,4.999302776452372,28.778913376712488
1.980335427,49.27961634083482,5.113044727665575,28.759301572296298
1.99957449,49.00903946770507,5.20555156927434,28.774536494083172
2.018813448,48.70411122132376,5.142362276268936,28.80997222358116
2.03805251,48.403624176268835,4.932623632876239,28.856687033906955
2.057291573,48.12399903067674,4.807264643144162,28.939595307150874
2.076530635,47.86661142874408,4.856619998894401,29.0497749280099
2.095769698,47.645735393967406,4.926075812915184,29.115680694478367
2.115008656,47.47791731862095,4.889270593831765,29.14236270446496
2.134247719,47.39802389217892,4.769610250717564,29.14345692537537
2.153486781,47.39244957619402,4.63215422755795,29.110377788961504
2.172725844,47.39624237597766,4.505317506288202,29.0643363397659
2.191964802,47.36960464264002,4.344479141413927,29.05718185767294
2.211203865,47.3563291530047,3.982592614690885,29.089587630197556
2.230442927,47.40348861940042,3.4297105285821123,29.057518543174794
2.24968199,47.50327351706431,2.9223530863203786,28.91215550758179
2.268920948,47.63170955519273,2.562308461702651,28.65838181950667
2.28816001,47.80521096601468,2.2341083949118343,28.317237447626535
2.307399073,48.00486570065072,1.8686280969886158,27.94175133193534
2.326638135,48.19589078772401,1.4993680721388192,27.62703657165378
2.345877198,48.448942316593126,1.1517445896634573,27.394304203113954
2.365116156,48.804662776614244,0.7149474694908761,27.21476878578635
2.384355219,49.032552019697064,0.14685629826852603,27.105767554667683
2.403594281,48.981727217030176,-0.32142844252163594,27.102316550456504
2.422833344,48.703378567425425,-0.5188030159927426,27.174955985335142
2.442072302,48.41742501968816,-0.5603488099732061,27.206519878073653
2.461311365,48.30077505433,-0.7348811003249458,27.136237225906186
2.480550427,48.36318263756836,-1.07665613923567,26.97555509879571
2.49978949,48.493777385015164,-1.6270123148909987,26.723968468544484
2.519028552,48.554130324892384,-2.2000565848561604,26.451844159260492
2.53826751,48.42845103892473,-2.564957033636668,26.221974863982492
2.557506573,48.13994056242931,-2.6269751408059063,26.052370625406596
2.576745635,47.796605235324485,-2.4825513054513677,25.863575438894788
2.595984698,47.5048714757666,-2.3300681097414526,25.622089299001054
2.615223656,47.29426017389096,-2.2304097960050444,25.412925915543436
2.634462719,47.15742218670418,-2.1972667379711175,25.317055333298487
2.653701781,47.07480352985844,-2.1912829743603774,25.32387317076703
2.672940844,47.07213194132197,-2.1856559064001844,25.380015118466243
2.692179906,47.17064119124365,-2.1711446229685003,25.435988723394416
2.711418865,47.36252200670227,-2.1971426313269067,25.472097818753213
2.730657927,47.62113281867098,-2.2054173576203167,25.52066438799728
2.74989699,47.88130075231619,-2.1927171797224494,25.60727617927024
2.769136052,48.108183726393186,-2.1634117838171716,25.711227159851134
2.788375115,48.299745298718314,-2.040651799545305,25.782856539124214
2.807614073,48.515165978519626,-1.7577009145455131,25.804151645429506
2.826853135,48.781246293204696,-1.3512826107745106,25.79093682423085
2.846092198,49.049173086310404,-0.9473007242510475,25.80280491181264
2.86533126,49.26559651933819,-0.6678097658975307,25.878306145063082
2.884570323,49.45322780479905,-0.547539919321001,25.99589280767399
2.903809281,49.71244190401909,-0.4087214730729494,26.13586815447993
2.923048344,50.18218077401645,0.03600719952345173,26.296718621591683
2.942287406,50.829668398648856,0.3902332076394522,26.431307783960378
2.961526469,51.316526361262305,0.05446115603690882,26.577007499276714
2.980765531,51.37713600034206,-0.4118330512553382,26.88280012416966
3.00000449,51.01449082326137,-0.34614125646801774,27.396660323672503
3.019243552,50.584190115952744,0.3090162704332162,27.94772676782054
3.038482615,50.43637005060793,1.0684817578728845,28.32758976929892
3.057721677,50.574012714778476,1.4984647747529194,28.574967849089003
3.07696074,50.84379442342961,1.6442675274420382,28.832278100335053
3.096199698,51.07653794437925,1.660572914793151,29.17998592078584
3.11543876,51.186658639585474,1.6181403503845215,29.601934309321884
3.134677823,51.14866773995058,1.5733440987805227,30.068661599525292
3.153916885,50.97856817669446,1.5826861522073286,30.553064738907818
3.173155948,50.74425771998029,1.6518922021723381,31.01625686737939
3.19239501,50.52288626326617,1.7342430155663315,31.415142441375234
3.211633969,50.3602316936974,1.7951453883020472,31.729518822443314
3.230873031,50.243725939524886,1.869606923702205,31.966123036564703
3.250112094,50.17732848331389,1.954055688808759,32.1547498848157
3.269351156,50.19785304451123,2.017075235231578,32.3017963278068
3.288590219,50.32647054649014,2.011644956696917,32.37578248979105
3.307829281,50.534910470140815,1.9302521164573085,32.36997470222288
3.32706824,50.74749001037259,1.8152682198048975,32.32460686593104
3.346307302,50.91289625310557,1.712676584357628,32.25735437174094
3.365546365,51.06296659239992,1.5881535914863047,32.134717463896166
3.384785427,51.27135014789648,1.369793302785156,31.928078072194992
3.40402449,51.55654205731881,1.023228796060248,31.64416982705365
3.423263552,51.85213081679923,0.5727409453293717,31.30083701244879
3.44250251,52.07187861831594,0.1169101621648263,30.929561477086732
3.461741573,52.148025704227564,-0.197129556465375,30.585723616839
3.480980635,52.11476984944489,-0.3259894601186855,30.267473695009365
3.500219698,52.14882603434682,-0.4092568342950353,29.919932308531344
3.51945876,52.31690940787347,-0.6872101478076769,29.531820583669433
3.538697823,52.42748870141923,-1.310200928918535,29.108862117606993
3.557936885,52.34818624081201,-2.0251272152692747,28.75004187217815
3.577175844,52.01288843310261,-2.523883775588976,28.500140007862118
3.596414906,51.5478847073803,-2.735586602108869,28.252256900301017
3.615653969,51.14234314108143,-2.8019111533034615,27.906230597214808
3.634893031,50.890716118028415,-2.825987020326551,27.510711853126384
3.654132094,50.75789827806756,-2.8886545484872483,27.157110165819965
3.673371156,50.65003413612356,-3.0498754155544567,26.929596402303318
3.692610219,50.501435741134266,-3.2950982653021295,26.836250942620183
3.711849177,50.319822938280694,-3.5542299809026767,26.825224622737082
3.73108824,50.15208081834803,-3.789591369582967,26.821436935029638
3.750327302,50.038214529458585,-3.9664369439054497,26.784822622682455
3.769566365,49.951168195541584,-4.129405887832262,26.73086911783274
3.788805427,49.84977197581467,-4.2588990531494355,26.714960830238958
3.80804449,49.71413844531045,-4.292288889885812,26.755278662518304
3.827283552,49.60476561140165,-4.265184645784649,26.77623720013206
3.846522615,49.58655537212076,-4.205906203760751,26.737602787005564
3.865761573,49.67559279204515,-4.108966836652762,26.6748958571036
3.885000635,49.84053339548581,-4.0097795766272,26.628349386630724
3.904239698,50.042264363451444,-3.9644623777286334,26.621194865490917
3.92347876,50.22609292676206,-3.950606074263862,26.617070494679854
3.942717823,50.39006013755483,-3.8340513206376925,26.555541613899365
3.961956885,50.549938868291754,-3.4261649191597368,26.461859479362264
3.981195948,50.726481139139686,-2.8419316920533504,26.385853214390185
4.00043501,50.90232467825029,-2.3771490737797696,26.369776584882153
4.019674073,51.049086035538856,-2.1429148365379973,26.42894868295147
4.038913031,51.220703387238,-1.9516173724848747,26.54283120606556
4.058152094,51.58257257994301,-1.6123175721375376,26.653347512363773
4.077391156,52.28012601529657,-1.134615041417391,26.721946741812765
4.096630219,53.13339593409119,-0.9051891548201102,26.76260125792709
4.115869281,53.725029195174464,-1.3736262994425454,26.82362511183906
4.135108344,53.81106014411049,-1.8016692982629552,27.017470553397843
4.154347406,53.40007394110701,-1.643356278146032,27.305250641460773
4.173586469,52.804131990256046,-0.9480739743850576,27.48377698303998
4.192825531,52.365657331106874,0.011168040267006185,27.47359231205834
4.212064594,52.19352591043231,1.0099471639109505,27.403141320029203
4.231303656,52.18692312248438,1.795651163641046,27.407097349190572
4.250542615,52.2161999175024,2.295272208127074,27.542864171994633
4.269781677,52.197188206903554,2.610065413193843,27.797817619076415
