"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
6.692780271E0,1.891390085E-1,-1.308014244E-1,4.574613571E-1
6.712019333E0,1.088102907E-1,-1.317177117E-1,4.687623680E-1
6.731258396E0,4.039343446E-2,-8.468113095E-2,4.253909588E-1
6.750497458E0,-2.787070535E-2,-4.360047355E-2,3.307069242E-1
6.769736521E0,-1.074358448E-1,1.412624773E-2,2.205985487E-1
6.788975583E0,-1.589011997E-1,1.233183295E-1,1.306487024E-1
6.808214646E0,-1.509599537E-1,2.050214857E-1,7.353284955E-2
6.827453708E0,-1.158352345E-1,2.063959390E-1,2.099847607E-2
6.846692771E0,-9.796743840E-2,1.451567411E-1,-1.458439697E-2
6.865931833E0,-8.483384550E-2,1.201112866E-1,-2.160934173E-2
6.885170896E0,-3.657552972E-2,1.376736462E-1,-1.488982886E-2
6.904409958E0,6.948587019E-3,1.196531355E-1,-2.054032870E-2
6.923649021E0,3.627009690E-2,3.260490671E-2,-1.565340906E-2
6.942888083E0,7.521272451E-2,-3.397935256E-2,-1.061377581E-2
6.962127146E0,1.558468789E-1,-4.650207981E-2,-1.153007243E-2
6.981366208E0,2.390772104E-1,3.817904799E-4,-2.298378758E-2
7.000605271E0,2.719111741E-1,3.275762498E-2,-1.901316643E-2
7.019844333E0,2.373973280E-1,1.534797717E-2,-1.458439697E-2
7.039083396E0,2.024253160E-1,5.879573524E-3,5.115992390E-3
7.058322458E0,2.236528695E-1,1.603520010E-3,5.016727000E-2
7.077561521E0,3.397171795E-1,-6.375901401E-2,1.020907760E-1
7.096800583E0,3.850739002E-1,-2.454912812E-1,6.772962958E-2
7.116039646E0,2.128100246E-1,-3.415497839E-1,5.413788930E-2
7.135278708E0,-6.299543381E-2,-8.620829135E-2,1.534034163E-1
7.154517771E0,-2.099084109E-1,2.800051570E-1,2.257908881E-1
7.173756833E0,-1.408806890E-1,4.461603761E-1,1.683696061E-1
7.192995896E0,-7.254019380E-3,2.836703360E-1,9.689842910E-2
7.212234958E0,7.582359016E-2,1.977674663E-2,9.567669779E-2
7.231474021E0,7.002037764E-2,-1.639408320E-1,1.185841262E-1
7.250713083E0,1.519526169E-2,-1.150716543E-1,1.242346242E-1
7.269952250E0,-7.918334752E-2,5.169443041E-2,1.014799103E-1
7.289191313E0,-2.057850659E-1,1.828776449E-1,7.719803602E-2
