Timestamp,Temperature,Humidity,Light,CO2,PIR,Microphone,Occupancy_Label,noise_mean,noise_variance,noise_std,noise_max,noise_min,co2_mean,co2_delta,co2_delta_mean,co2_variance,light_mean,light_variance,light_std,light_delta,temp_mean,humidity_mean,temp_delta,pir_sum,pir_max,hour,day_of_week
2026-01-06 01:07:46,0.9036433031061238,0.11700725892631081,-0.3106178913257455,-0.19985939055346252,0.0,-1.2187695281735846,0,-1.3237259327693003,-0.580253377521699,-1.2401998447983325,-1.5906060022037367,-1.0987208765598118,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,0.6263893196737151,-0.5748758871818903,-0.4903291386917951,-0.804504341778138,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:48,0.9036433031061238,0.11700725892631081,-1.508420039500659,-0.19985939055346252,0.0,-1.2141315734929137,0,-1.3220416955798016,-0.5802327434367618,-1.2306995351379624,-1.5863380774052154,-1.0987208765598118,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.6560592273570984,1.0749376306387102,1.067483887692666,-0.804504341778138,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:50,0.9036433031061238,0.11700725892631081,0.5877337198054395,-0.19985939055346252,0.0,-1.085020649993646,0,-1.286035355808919,-0.5676655653043783,-1.0055499941811565,-1.4675280091527132,-1.0987208765598118,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.17514102222054334,0.439072003978687,0.5276038675836184,1.4055931324961262,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:52,0.9036433031061238,0.11700725892631081,0.2882831827617112,-0.19985939055346252,0.0,-1.0203551315574906,0,-1.2503418837378204,-0.5553669088909824,-0.9102660579185656,-1.4080216989912298,-1.0987208765598118,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.014834953841691631,-0.1624225077267402,-0.04641589698803524,-0.20175048515788424,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:54,0.9036433031061238,0.11700725892631081,-1.508420039500659,-0.19985939055346252,0.0,-0.4968236713107727,0,-1.0930404681806094,-0.3253598240758517,-0.18429549202138729,-0.9262591429004801,-1.0987208765598118,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-1.0407937914663388,0.0025588440553211277,0.11854070245544156,-1.2063402461916406,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:56,0.9036433031061238,0.11700725892631081,1.1866347938928963,-0.19985939055346252,0.0,-1.0783104309507061,0,-1.062436490595563,-0.35680017687654914,-0.251559238682515,-0.9262591429004801,-1.092938058597564,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.39956951795093204,1.3430323272845572,1.2793370951433496,1.8074290369096284,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:07:58,0.9036433031061238,0.11700725892631081,-0.6100684283694738,-0.19985939055346252,0.0,-0.8688838409737076,0,-0.9872120724111003,-0.40503850775915456,-0.36475128142174823,-0.9262591429004801,-0.9319565443439717,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.014834953841691631,0.3531442165921953,0.44989419529291313,-1.2063402461916406,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:08:00,0.9036433031061238,0.11700725892631081,-1.2089695024569307,-0.19985939055346252,0.0,0.5760192574907753,0,-0.625295834149526,0.7643416701247785,1.1849630114078102,0.060989171498330025,-0.9235899306351647,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.7843040820601817,0.6006162442652849,0.6703774427620258,-0.40266843736463553,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:08:02,0.9036433031061238,0.11700725892631081,1.1866347938928963,-0.19985939055346252,0.0,0.12889805606800742,0,-0.37489041727699707,0.7924813927885722,1.2102085484640304,0.060989171498330025,-0.9235899306351647,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.39956951795093204,1.6523723618759154,1.514117836931774,1.6065110847028774,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
2026-01-06 01:08:04,0.9036433031061238,0.11700725892631081,-0.6100684283694738,-0.19985939055346252,0.0,-0.7950736756562372,0,-0.43987471966963604,0.9076224849612287,1.3109061509729738,0.060989171498330025,-0.9235899306351647,-0.21625686425893498,-0.010453961820101162,-0.030366790662185325,-0.3356510488633948,-0.014834953841691631,0.6624842511835535,0.723971762536494,-1.2063402461916406,0.9963742466974906,0.1334710659349992,0.0,0.0,0.0,-0.9823768999821193,-0.9101229406045848
