"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.477103635E1,-1.641699113E-2,-1.030834299E-2,8.093958721E-3
1.481913468E1,8.628465235E-3,-2.977965865E-3,1.519526169E-2
1.486723302E1,-8.093958721E-3,-2.267835476E-2,-2.901607659E-3
1.491533135E1,7.483093534E-3,2.443459118E-3,-6.108647678E-3
1.496342968E1,3.665188793E-3,7.559451740E-3,-5.650499370E-3
1.501152802E1,-4.199695308E-3,-1.786779426E-2,-3.588830587E-3
1.505962624E1,-3.054323897E-4,-5.268708803E-3,-6.795870606E-3
1.510772458E1,1.015562657E-2,-1.320995111E-2,-3.283398226E-3
1.515582291E1,-1.443168055E-2,-9.621120058E-3,-9.086613543E-3
1.520392124E1,4.276053514E-3,3.306305781E-2,3.436114406E-3
1.525201958E1,-3.443750367E-2,-4.581485875E-3,1.450803829E-3
1.530011791E1,-5.268708803E-3,1.511890348E-2,3.894262947E-3
1.534821625E1,-3.054323839E-3,-6.872228812E-3,-2.596175298E-3
1.539631458E1,3.283398226E-3,-3.512472380E-3,-6.261364091E-3
1.544441291E1,9.773836471E-3,5.497782957E-3,-9.926552884E-4
1.549251125E1,1.122464053E-2,-3.741546767E-3,1.168278884E-2
1.554060958E1,6.948587019E-3,-1.595884189E-2,1.175914705E-2
1.558870781E1,3.466657549E-2,5.345066893E-4,1.282816008E-2
1.563680614E1,-1.817322709E-2,-6.337722298E-3,9.926552884E-4
1.568490448E1,6.719512399E-3,1.641699113E-2,6.948587019E-3
1.573300281E1,2.947422490E-2,-2.588539571E-2,7.483093534E-3
1.578110114E1,-9.162971983E-4,-1.298087649E-3,-5.192350596E-3
1.582919948E1,3.970621154E-3,-9.239329956E-3,-1.275180187E-2
1.587729781E1,1.542433538E-2,-4.657844082E-3,-1.000291109E-2
1.592539614E1,1.832594397E-3,-8.399390616E-3,1.069013379E-3
1.597349448E1,2.474002354E-2,1.076649129E-2,5.879573524E-3
1.602159281E1,8.399390616E-3,1.466075517E-2,1.672242396E-2
1.606969114E1,-9.162971750E-3,5.421424750E-3,3.359756200E-3
1.611778948E1,2.351829410E-2,3.649916872E-2,9.086613543E-3
1.616588781E1,-3.741546767E-3,3.207040019E-3,5.726857111E-3
1.621398604E1,-3.107774630E-2,-1.679878100E-3,-8.475748822E-3
1.626208437E1,-3.359756200E-3,-5.192350596E-3,-1.382081583E-2
1.631018270E1,-1.282816008E-2,-2.260199748E-2,-2.695440874E-2
1.635828104E1,3.665188793E-3,-9.315688163E-3,-1.122464053E-2
1.640637937E1,1.038470119E-2,-1.030834299E-2,-4.123337101E-3
1.645447770E1,1.259908639E-2,9.697478265E-3,1.015562657E-2
1.650257604E1,-1.099556591E-2,-1.206457894E-2,2.099847607E-2
1.655067437E1,-6.566796452E-3,-2.557996288E-2,3.741546767E-3
1.659877270E1,1.527161920E-3,2.061668551E-3,-3.283398226E-3
1.664687104E1,-4.130972922E-2,-1.908952370E-2,-2.130390890E-2
1.669496937E1,2.794706449E-2,-6.795870606E-3,-5.955931731E-3
1.674306770E1,3.130681813E-2,-1.534797717E-2,1.908952487E-3
1.679116604E1,5.345067009E-3,-1.725693047E-2,1.817322709E-2
1.683926437E1,-9.697478265E-3,-1.557705179E-2,8.781181648E-3
1.688736270E1,-4.497491941E-2,-2.367100911E-3,-9.086613543E-3
1.693546093E1,-4.780016840E-2,5.345066893E-4,-1.519526169E-2
1.698355927E1,2.443459071E-2,-2.664897591E-2,-3.054323839E-3
1.703165760E1,3.191768378E-2,-1.000291109E-2,-1.038470119E-2
1.707975593E1,2.695440874E-2,-2.023489587E-2,1.679878100E-3
1.712785427E1,-1.985310577E-3,-1.603520010E-3,1.527161989E-2
1.717595260E1,-7.086031139E-2,-4.810560029E-3,-1.527161920E-3
1.722405093E1,1.550069358E-2,1.450803829E-3,2.596175298E-3
1.727214927E1,2.321286127E-2,-7.788525894E-3,3.741546767E-3
1.732024760E1,5.726857111E-3,-2.390008420E-2,-8.552107029E-3
1.736834593E1,-2.199113183E-2,6.490438245E-3,-1.244636998E-2
1.741644427E1,-4.589121789E-2,4.734201822E-3,-2.206749097E-2
1.746454260E1,1.725693047E-2,-4.734201822E-3,-1.412624773E-2
1.751264093E1,1.542433538E-2,2.290742996E-4,-2.138026804E-2
1.756073916E1,3.207040206E-2,-1.099556591E-2,-1.840230078E-2
1.760883750E1,1.977674663E-2,-1.626427472E-2,-1.153007243E-2
1.765693583E1,-1.282816008E-2,-1.130099874E-2,-9.086613543E-3
1.770503416E1,-1.084284950E-2,-8.017600514E-3,-6.337722298E-3
1.775313250E1,2.443459118E-3,6.337722298E-3,1.229365356E-2
1.780123083E1,7.024944760E-3,-1.175914705E-2,1.351538301E-2
1.784932916E1,-1.030834299E-2,2.390008420E-2,6.261364091E-3
1.789742750E1,-2.901607659E-3,-4.123337101E-3,1.069013379E-3
1.794552583E1,7.254019380E-3,2.267835476E-2,1.328630932E-2
1.799362416E1,-1.572976820E-2,-2.397644334E-2,2.000582218E-2
1.804172250E1,-5.345067009E-3,1.229365356E-2,1.985310577E-2
1.808982083E1,-3.306305781E-2,1.832594350E-2,2.649625950E-2
