Time (s),Roll (°),Pitch (°),Yaw (°)
0.073323404,0.6870896034567914,-0.15738551186500432,-0.00652333121282329
0.121421633,1.5906905029252059,-0.6778412712184733,-0.01935953681966421
0.169519862,2.894202101380497,-0.9804004615909755,0.3345830274099114
0.217618196,4.194461168356487,-1.1554854685233646,0.537437590933215
0.265716425,5.213323831465679,-1.059464158578498,0.6525425815921625
0.313814654,6.065422495385379,-0.9998908618239105,0.763438974362695
0.361912987,6.809055546785156,-0.667682116399576,0.7794316578330958
0.410011216,7.516692292634188,-0.6849556319449107,0.7825881017615453
0.458109446,8.187221593715954,-0.6413337410798232,0.7996328991983701
0.506207779,8.942587674182281,-0.6730758377054609,0.8587637427361923
0.554306008,9.506582185539115,-0.692915583379776,0.8625514753847431
0.602404237,10.058217854820725,-0.5405257176369234,0.8236220013355406
0.650502571,10.54935910604343,-0.49443645790661683,0.8762295128279624
0.6986008,11.203350715672123,-0.36202277385399484,0.8082607518393103
0.746699029,11.846239442776735,-0.2228701433387293,0.8457172191780838
0.794797362,12.19266400883435,-0.31105175727275103,0.7983704598192785
0.842895591,12.67548913972754,-0.36673975517536933,0.8290931808103054
0.890993821,13.219232038688672,-0.40707622708329666,0.7941618663304493
0.93909205,13.705349623977227,-0.5268667154132988,0.8215177141310678
0.987190383,14.086268440700906,-0.565930923230843,0.802789439963956
1.035288612,14.617166491674745,-0.5730982207769436,0.8520299634388446
1.083386841,15.32984253271327,-0.6530479045736185,0.8137317765113646
1.131485175,15.865242150244736,-0.6232016724132193,0.8358269328814474
1.179583404,16.332969155465932,-0.662128233178154,0.9353601267335212
1.227681633,16.875231768311306,-0.5238497610412044,1.0708767838044158
1.275779862,17.45982484488031,-0.41974012000813554,1.2632094354124876
1.323878196,18.05083009150439,-0.40335217367135545,1.383154567799295
1.371976425,18.645997898362925,-0.25446345039857443,1.4427061432903459
1.420074654,19.16834002449867,-0.28705761189988827,1.411772992422811
1.468172883,19.839375947128158,-0.2370082127902395,1.337070485058854
1.516271216,20.46704671696324,-0.2194874369789987,1.2979304965032084
1.564369446,21.063955710470292,-0.35901383623520894,1.2272261531182422
1.612467675,21.58916846140384,-0.23364265368067122,1.1929261290492759
1.660566008,22.11019090334245,-0.27678734311565956,1.177985596043141
1.708664237,22.520349476447837,-0.2280193908614981,1.1714622789353064
1.756762466,22.949283808459658,-0.17948607950118686,1.1655702502278973
1.804860696,23.387492482393764,-0.34166816107557096,1.153154904154529
1.852959029,23.854697946175744,-0.26536680557606956,1.0498337539156255
1.901057258,24.333909454543157,-0.34292430635416565,0.9702913666673663
1.949155487,24.76453461604776,-0.3170218361307194,0.8928532783770937
1.997253716,25.191396413972193,-0.3238633253390871,0.9566134466031658
2.04535205,25.599819367636435,-0.3862163998531574,1.0033289184465026
2.093450279,26.032975086265218,-0.35667106087096173,1.0828713056947614
2.141548508,26.39508824582088,-0.4352300284920244,1.0736124038052115
2.189646841,26.755424754550173,-0.31676923917879185,0.9837587754093351
2.237745071,27.08965261462655,-0.27248827994426494,0.9096875587529374
2.2858433,27.469977977204227,-0.20617349721089712,0.8602366028110651
2.333941529,27.970092800071054,-0.1336491532016882,0.8333016147992879
2.382039862,28.459727525098415,-0.04240424941929208,0.8293034439323766
2.430138091,28.757196719169585,0.0768837533414493,0.8398249239042364
2.478236321,29.10301489161513,0.13517191410303092,0.8867507220831722
2.526334654,29.50672128861309,0.22632245876069768,0.9149483478685085
2.574432883,29.753548583539978,0.19542894210818595,0.9574551249956507
2.622531112,30.193617837729533,0.37525854376800394,1.0222674401515774
2.670629341,30.58528043161072,0.38482288209275645,1.1588362441247693
2.718727675,30.86225954385419,0.34025123140544944,1.2962470676583127
2.766825904,31.21385546032474,0.39478711394948945,1.4206109531518976
2.814924133,31.400326049999748,0.47435127178456565,1.4300802849344902
2.863022466,31.63998923364522,0.5578996232782675,1.4412330780638658
2.911120696,31.9456994227479,0.6309096572749876,1.4605926005389336
2.959218925,32.261341136353224,0.6463172175645536,1.4555422901249928
3.007317258,32.57794228079449,0.6064896728334763,1.4479668084479038
3.055415487,32.85299349648234,0.6547790782958202,1.4709036335956556
3.103513716,33.14270123693199,0.6550330750575986,1.4993116283151058
3.15161205,33.37429309986361,0.7450018809417502,1.4818459333157166
3.199710279,33.64254863013182,0.6981233210405836,1.503941041451459
3.247808508,33.906644358740074,0.7632889775283638,1.4721661735581357
3.295906737,34.113165901048326,0.7424863624215293,1.4614342643325846
3.344005071,34.2931408185808,0.7304758188590436,1.4462833006606508
3.3921033,34.565587295039435,0.8073574847431791,1.466694970922486
3.440201633,34.812031760556536,0.7226387614498831,1.440601646068437
