"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
1.945693661E1,7.148557901E-2,7.339684486E0,6.525825500E0
1.950503494E1,3.469592705E-2,7.302296638E0,6.582355976E0
1.955313328E1,-3.409772366E-2,7.304390430E0,6.670591354E0
1.960123161E1,5.982056609E-4,7.369295597E0,6.567400932E0
1.964933005E1,1.118644550E-1,7.329813957E0,6.472585201E0
1.969742838E1,-7.776673418E-3,7.327720165E0,6.652047157E0
1.974552671E1,1.256231871E-2,7.292725086E0,6.578168392E0
1.979362515E1,9.541380405E-2,7.248457909E0,6.615556240E0
1.984172349E1,7.387840003E-2,7.268497944E0,6.613761902E0
1.988982192E1,3.290131222E-3,7.320541859E0,6.630810738E0
1.993792026E1,-5.174478889E-2,7.329813957E0,6.572186470E0
1.998601869E1,-1.794617064E-2,7.309474945E0,6.600003242E0
2.003411703E1,1.794617064E-2,7.251748085E0,6.691528320E0
2.008221546E1,6.879365444E-2,7.278069019E0,6.639484406E0
2.013031380E1,1.202393398E-1,7.309474945E0,6.505486488E0
2.017841224E1,1.519442350E-1,7.320242882E0,6.440880299E0
2.022651057E1,1.974078640E-2,7.309175968E0,6.678069115E0
2.027460901E1,-7.298108935E-2,7.290631294E0,6.763014317E0
2.032270744E1,-8.973085321E-3,7.379764080E0,6.479464531E0
2.037080578E1,-6.580262445E-3,7.280761242E0,6.620042801E0
2.041890421E1,3.409772366E-2,7.254140854E0,6.510272026E0
2.046700255E1,9.541380405E-2,7.275676250E0,6.600900173E0
2.051510098E1,2.632104978E-2,7.343572617E0,6.693323135E0
2.056319942E1,3.499503061E-2,7.322635651E0,6.613163471E0
2.061129786E1,5.443671346E-2,7.311568737E0,6.548856258E0
2.065939619E1,9.032905847E-2,7.265207767E0,6.664908409E0
2.070749463E1,3.738785535E-2,7.294220924E0,6.682256222E0
2.075559307E1,3.888336942E-2,7.332505703E0,6.514459610E0
2.080369151E1,-2.333002165E-2,7.327720165E0,6.534798622E0
2.085178994E1,3.349951655E-2,7.332206726E0,6.429514408E0
2.089988838E1,4.187439755E-2,7.230511665E0,6.783652306E0
2.094798671E1,6.939185411E-2,7.287939548E0,6.649653912E0
2.099608515E1,-5.383851007E-3,7.319345474E0,6.705287457E0
2.104418359E1,3.290131222E-3,7.358827114E0,6.518348217E0
2.109228203E1,-2.691925503E-3,7.286444187E0,6.527320862E0
2.114038046E1,8.344969153E-2,7.337291718E0,6.406782627E0
2.118847890E1,1.187438220E-1,7.246065140E0,6.658926487E0
2.123657734E1,1.256231871E-2,7.333104134E0,6.687041759E0
2.128467578E1,-8.614161611E-2,7.320242882E0,6.614659309E0
2.133277421E1,1.052841991E-1,7.325327396E0,6.605686188E0
2.138087265E1,7.986045629E-2,7.255636692E0,6.596413612E0
2.142897109E1,4.516452923E-2,7.305885792E0,6.516254425E0
2.147706953E1,-4.875376076E-2,7.331907749E0,6.601498604E0
2.152516796E1,2.093719877E-2,7.379166126E0,6.552146435E0
2.157326640E1,-8.973084623E-4,7.285845757E0,6.702894211E0
2.162136484E1,9.511470050E-2,7.271489143E0,6.624529362E0
2.166946328E1,9.840483218E-2,7.281957626E0,6.600601196E0
2.171756182E1,7.716853172E-2,7.307979584E0,6.488736629E0
2.176566026E1,-5.054837838E-2,7.346862793E0,6.582654953E0
2.181375869E1,-1.256231871E-2,7.309175968E0,6.629913330E0
2.186185713E1,5.084747914E-3,7.345067978E0,6.588637352E0
2.190995557E1,3.110669367E-2,7.275377274E0,6.636493683E0
2.195805401E1,7.597211748E-2,7.264011383E0,6.618547440E0
2.200615244E1,6.520441920E-2,7.295417309E0,6.578467846E0
2.205425099E1,-3.918246925E-2,7.323832035E0,6.551847458E0
2.210234942E1,5.503492057E-2,7.330112934E0,6.638288021E0
2.215044786E1,1.283151209E-1,7.313961506E0,6.628716946E0
2.219854630E1,1.274178028E-1,7.302296638E0,6.671787739E0
2.224664474E1,2.228316069E-1,7.294519901E0,6.532704830E0
2.229474317E1,1.926222295E-1,7.238886833E0,6.565307140E0
2.234284171E1,7.956135273E-2,7.288238525E0,6.604190350E0
2.239094015E1,-4.366901144E-2,7.309773922E0,6.720541477E0
2.243903859E1,-1.824527234E-2,7.320541859E0,6.626025200E0
2.248713703E1,5.593222752E-2,7.336394310E0,6.484848499E0
2.253523557E1,4.725824669E-2,7.285247803E0,6.592226505E0
2.258333401E1,1.187438220E-1,7.255935669E0,6.678667068E0
2.263143244E1,1.130608693E-1,7.250252724E0,6.724429607E0
2.267953088E1,1.423729509E-1,7.369295597E0,6.461219311E0
2.272762942E1,4.875376076E-2,7.245167732E0,6.726822853E0
2.277572786E1,1.914258115E-2,7.336693287E0,6.607779503E0
2.282382630E1,-2.422732860E-2,7.289135933E0,6.574280262E0
2.287192474E1,1.286142170E-1,7.256533623E0,6.630511761E0
2.292002328E1,9.631111473E-2,7.269095898E0,6.605686188E0
2.296812171E1,9.541380405E-2,7.319345474E0,6.556932449E0
2.301622015E1,2.452643216E-2,7.371688366E0,6.553342819E0
2.306431859E1,7.836493850E-2,7.325028419E0,6.631408691E0
2.311241713E1,1.489532143E-1,7.293622494E0,6.632306099E0
2.316051557E1,1.043868884E-1,7.265207767E0,6.648457527E0
2.320861401E1,1.196411327E-1,7.366902828E0,6.486343861E0
2.325671255E1,-8.973085321E-3,7.344171047E0,6.553043842E0
2.330481099E1,-2.063809521E-2,7.342974663E0,6.650551319E0
2.335290942E1,3.320041299E-2,7.276274681E0,6.731608391E0
2.340100786E1,1.100698411E-1,7.256234646E0,6.554838657E0
2.344910640E1,9.631111473E-2,7.273582458E0,6.631708145E0
2.349720484E1,7.447660714E-2,7.290930748E0,6.480660915E0
2.354530328E1,1.256231871E-2,7.293921471E0,6.585646152E0
2.359340182E1,-5.832505226E-2,7.266404152E0,6.671787739E0
2.364150026E1,4.127619043E-2,7.289434910E0,6.666104794E0
2.368959869E1,1.136590764E-1,7.291827679E0,6.595815659E0
2.373769713E1,2.039881349E-1,7.314260483E0,6.455237389E0
2.378579567E1,-1.854437590E-2,7.273881912E0,6.807879448E0
2.383389411E1,7.028916478E-2,7.325327396E0,6.674479485E0
2.388199255E1,1.028913707E-1,7.279564857E0,6.563512325E0
2.393009109E1,1.854437590E-1,7.187141895E0,6.690331936E0
2.397818953E1,1.408774406E-1,7.249355316E0,6.718447685E0
2.402628796E1,6.610172242E-2,7.265805721E0,6.680162430E0
2.407438640E1,1.190429255E-1,7.362416267E0,6.501298904E0
2.412248494E1,-3.439682722E-2,7.279863834E0,6.747759819E0
2.417058338E1,1.028913707E-1,7.290631294E0,6.684948444E0
2.421868182E1,1.477568001E-1,7.261319637E0,6.604190350E0
2.426678026E1,1.573280841E-1,7.271489143E0,6.665805817E0
2.431487880E1,1.259222925E-1,7.252346516E0,6.599703789E0
2.436297724E1,1.573280841E-1,7.248457909E0,6.730412006E0
2.441107567E1,1.013958603E-1,7.270591736E0,6.578467846E0
2.445917411E1,1.333998591E-1,7.312466145E0,6.588038921E0
2.450727265E1,3.619144112E-2,7.295117855E0,6.640980244E0
2.455537109E1,6.520441920E-2,7.290033340E0,6.640681267E0
2.460346953E1,6.939185411E-2,7.257431030E0,6.649055958E0
2.465156796E1,7.836493850E-2,7.243672371E0,6.580561161E0
2.469966651E1,7.028916478E-2,7.264310360E0,6.537789822E0
2.474776494E1,1.369891018E-1,7.350152969E0,6.358028889E0
2.479586338E1,4.486542568E-2,7.258328438E0,6.829713821E0
2.484396182E1,1.214357466E-1,7.290033340E0,6.786045074E0
2.489206026E1,9.391828626E-2,7.249355316E0,6.673283100E0
2.494015880E1,1.944168359E-1,7.226623535E0,6.600302219E0
2.498825724E1,-6.879365072E-3,7.212266445E0,6.771986961E0
2.503635567E1,4.187439755E-2,7.262216568E0,6.647261143E0
2.508445411E1,8.165507019E-2,7.300501823E0,6.669394970E0
2.513255255E1,7.597211748E-2,7.244868755E0,6.642475605E0
2.518065109E1,1.094716340E-1,7.247560501E0,6.658926487E0
2.522874953E1,1.172483116E-1,7.239484787E0,6.678667068E0
2.527684796E1,1.657029688E-1,7.263712406E0,6.629314899E0
2.532494640E1,9.720841795E-2,7.285546780E0,6.512964249E0
2.537304484E1,1.091725305E-1,7.304689407E0,6.680461884E0
2.542114328E1,1.136590764E-1,7.305287361E0,6.722036839E0
2.546924182E1,1.211366430E-1,7.310372353E0,6.645167351E0
2.551734026E1,1.881356835E-1,7.280761242E0,6.587141514E0
2.556543869E1,1.537388563E-1,7.263412952E0,6.575775623E0
2.561353713E1,9.601201117E-2,7.251748085E0,6.690032959E0
2.566163557E1,6.131608039E-2,7.260422230E0,6.645466805E0
2.570973401E1,1.055833027E-1,7.307082176E0,6.538387775E0
2.575783255E1,-6.281159353E-3,7.312466145E0,6.659225464E0
2.580593099E1,8.225327730E-2,7.288238525E0,6.697510719E0
2.585402942E1,4.007977992E-2,7.310671329E0,6.634100914E0
2.590212786E1,1.752742529E-1,7.260122776E0,6.561119556E0
2.595022630E1,1.716850251E-1,7.202396393E0,6.589235306E0
2.599832474E1,1.130608693E-1,7.253243446E0,6.690930367E0
2.604642317E1,9.780662507E-2,7.298408031E0,6.731309414E0
2.609452161E1,9.990034252E-2,7.390532017E0,6.388537407E0
2.614262005E1,2.482553571E-2,7.292426109E0,6.692126751E0
2.619071859E1,1.734796464E-1,7.226025105E0,6.843173504E0
2.623881703E1,2.545365095E-1,7.197311401E0,6.670890331E0
2.628691546E1,1.974078715E-1,7.245766163E0,6.567699909E0
2.633501390E1,8.554340899E-2,7.272386074E0,6.575476646E0
2.638311234E1,5.563312769E-2,7.288537979E0,6.704988003E0
2.643121078E1,-5.982056609E-4,7.292426109E0,6.749554634E0
2.647930921E1,1.052841991E-1,7.281060219E0,6.704390049E0
2.652740765E1,1.034895778E-1,7.226324558E0,6.671189308E0
2.657550609E1,1.654038578E-1,7.234101295E0,6.498906136E0
2.662360453E1,1.606182158E-1,7.209873676E0,6.490830421E0
2.667170296E1,5.054837838E-2,7.262516022E0,6.661019802E0
2.671980140E1,3.888336709E-3,7.259225845E0,6.934998035E0
2.676789984E1,9.810572863E-2,7.304090977E0,6.658926487E0
2.681599828E1,1.247258782E-1,7.319644451E0,6.608078957E0
2.686409671E1,1.938186288E-1,7.231409073E0,6.616453648E0
2.691219526E1,2.512463629E-1,7.249654293E0,6.615855694E0
2.696029369E1,1.274178028E-1,7.217351437E0,6.751947403E0
2.700839213E1,1.402792335E-1,7.246364117E0,6.679863453E0
2.705649057E1,5.742774159E-2,7.291528702E0,6.647859573E0
2.710458901E1,7.627122104E-2,7.304689407E0,6.690631390E0
2.715268744E1,1.094716340E-1,7.278368473E0,6.589235306E0
2.720078588E1,5.234299600E-2,7.239484787E0,6.582654953E0
2.724888432E1,7.836493850E-2,7.211369038E0,6.701997280E0
2.729698276E1,9.870393574E-2,7.240382195E0,6.629913330E0
2.734508119E1,9.990034252E-2,7.296613693E0,6.655336857E0
2.739317953E1,2.602194622E-2,7.298707485E0,6.806384087E0
2.744127796E1,8.135596663E-2,7.298109055E0,6.698407650E0
2.748937640E1,5.024927482E-2,7.250850677E0,6.597311020E0
2.753747484E1,1.486541033E-1,7.262814999E0,6.524629116E0
2.758557328E1,2.614158690E-1,7.257730007E0,6.516254425E0
2.763367171E1,1.516451389E-1,7.260721207E0,6.646962166E0
2.768177015E1,2.033899277E-1,7.279564857E0,6.703492641E0
2.772986859E1,1.438684613E-1,7.308278561E0,6.714559555E0
2.777796703E1,8.075776696E-2,7.291528702E0,6.618248463E0
2.782606546E1,1.980060786E-1,7.267301559E0,6.614359856E0
2.787416390E1,1.489532143E-1,7.255935669E0,6.563811779E0
2.792226234E1,2.120639086E-1,7.245167732E0,6.580860615E0
2.797036078E1,8.135596663E-2,7.281060219E0,6.739983082E0
2.801845921E1,1.471585929E-1,7.325626373E0,6.573083878E0
2.806655765E1,7.836493850E-2,7.264908791E0,6.664609432E0
2.811465609E1,2.027917206E-1,7.240083218E0,6.738188744E0
2.816275442E1,7.238288224E-2,7.256833076E0,6.828517437E0
2.821085286E1,1.220339537E-1,7.288836956E0,6.500102520E0
2.825895130E1,1.480558962E-1,7.320242882E0,6.564110756E0
2.830704974E1,5.772684515E-2,7.249953270E0,6.795018196E0
2.835514817E1,2.075773627E-1,7.253841877E0,6.624828815E0
2.840324661E1,1.558325738E-1,7.224529743E0,6.615556240E0
2.845134505E1,1.899302900E-1,7.311269760E0,6.555137634E0
2.849944348E1,1.235294715E-1,7.287640572E0,6.569793701E0
2.854754182E1,1.378864050E-1,7.282256603E0,6.597311020E0
2.859564026E1,8.374879509E-2,7.249654293E0,6.726822853E0
2.864373869E1,1.408774406E-1,7.288836956E0,6.650850773E0
2.869183713E1,5.623133108E-2,7.268796921E0,6.749554634E0
2.873993557E1,8.823533356E-2,7.283154011E0,6.613761902E0
2.878803401E1,1.136590764E-1,7.288836956E0,6.511169434E0
2.883613234E1,1.253240854E-1,7.274479866E0,6.667002201E0
2.888423078E1,4.845465720E-2,7.258029461E0,6.696912289E0
2.893232921E1,1.166501045E-1,7.252645493E0,6.692724705E0
2.898042765E1,1.752742529E-1,7.264908791E0,6.591329098E0
2.902852609E1,1.214357466E-1,7.277770042E0,6.585646152E0
2.907662442E1,1.106680464E-2,7.247560501E0,6.728916168E0
2.912472286E1,2.422732860E-2,7.298707485E0,6.582355976E0
2.917282130E1,2.392822644E-3,7.228417873E0,6.751947403E0
2.922091974E1,1.277169138E-1,7.230511665E0,6.614659309E0
2.926901817E1,2.901297435E-2,7.234400272E0,6.773482800E0
2.931711651E1,4.067798331E-2,7.272984505E0,6.669693947E0
2.936521494E1,9.661021084E-2,7.323532581E0,6.542575359E0
2.941331338E1,7.836493850E-2,7.232904434E0,6.776772976E0
2.946141171E1,9.272187948E-2,7.207480907E0,6.696912289E0
2.950951015E1,1.704886109E-1,7.203891754E0,6.679863453E0
2.955760859E1,3.948157281E-2,7.243672371E0,6.636493683E0
2.960570703E1,-6.281159073E-2,7.292426109E0,6.611967087E0
2.965380536E1,-1.142572835E-1,7.290332317E0,6.756732941E0
2.970190380E1,6.999006122E-2,7.271189690E0,6.658627033E0
2.975000224E1,1.375873089E-1,7.219744205E0,6.678966045E0
2.979810057E1,1.651047617E-1,7.172784805E0,6.674180508E0
2.984619901E1,1.268195957E-1,7.194619656E0,6.643074036E0
2.989429744E1,9.930214286E-2,7.252047062E0,6.626025200E0
2.994239588E1,4.037888348E-2,7.285247803E0,6.620042801E0
2.999049421E1,3.559323773E-2,7.297510624E0,6.754639149E0
3.003859265E1,9.541380405E-2,7.184749126E0,6.891329288E0
3.008669109E1,1.737787426E-1,7.183851719E0,6.641877651E0
3.013478942E1,8.793623000E-2,7.234400272E0,6.512664795E0
3.018288786E1,4.396811500E-2,7.208378315E0,6.629015923E0
3.023098630E1,-6.490531564E-2,7.258328438E0,6.760322094E0
3.027908463E1,3.948157281E-2,7.248457909E0,6.746563435E0
3.032718307E1,-3.888336709E-3,7.178467751E0,6.884748936E0
3.037528140E1,4.606183618E-2,7.165008068E0,6.726822853E0
3.042337984E1,-2.213360928E-2,7.237390995E0,6.704091072E0
3.047147828E1,-2.991028363E-3,7.237092018E0,6.611369133E0
3.051957661E1,6.879365072E-3,7.263113976E0,6.645167351E0
3.056767505E1,-7.118647546E-2,7.180262566E0,6.856334209E0
3.061577349E1,3.020938672E-2,7.232605457E0,6.721139908E0
3.066387182E1,1.944168471E-2,7.206284523E0,6.641578197E0
3.071197026E1,1.624128371E-1,7.208976269E0,6.687640190E0
3.076006859E1,7.238288224E-2,7.185347080E0,6.713363171E0
3.080816703E1,4.995017126E-2,7.211369038E0,6.671787739E0
3.085626536E1,-5.533402413E-2,7.213163853E0,6.792325974E0
3.090436380E1,1.734796353E-2,7.265207767E0,6.694818497E0
3.095246224E1,5.383851007E-3,7.240083218E0,6.697809696E0
3.100056057E1,7.387840003E-2,7.223931789E0,6.685845375E0
3.104865901E1,1.363908947E-1,7.198208809E0,6.653243542E0
3.109675734E1,1.884347796E-1,7.199106216E0,6.662814617E0
3.114485578E1,2.452643216E-2,7.225726128E0,6.682854652E0
3.119295411E1,4.007977992E-2,7.239784241E0,6.768397808E0
3.124105255E1,-1.316052489E-2,7.259225845E0,6.683752060E0
3.128915088E1,1.253240854E-1,7.279564857E0,6.474977970E0
3.133724932E1,-4.666004330E-2,7.195816040E0,6.851548672E0
3.138534765E1,4.007977992E-2,7.234998226E0,6.735197544E0
3.143344609E1,8.404789865E-2,7.186543941E0,6.766304016E0
3.148154442E1,1.671984792E-1,7.165008068E0,6.754340172E0
3.152964286E1,1.465603858E-1,7.231708050E0,6.660720825E0
3.157774119E1,2.153540403E-2,7.217351437E0,6.659823418E0
3.162583963E1,4.845465720E-2,7.256833076E0,6.614659309E0
3.167393796E1,-3.050848842E-2,7.200601578E0,6.707680225E0
3.172203640E1,5.682953820E-2,7.204489708E0,6.738786697E0
3.177013474E1,4.426721856E-2,7.179365158E0,6.783951283E0
3.181823317E1,2.057827413E-1,7.227221489E0,6.660421848E0
3.186633151E1,1.157527938E-1,7.176673412E0,6.775875568E0
3.191442994E1,8.584251255E-2,7.197610378E0,6.736992359E0
3.196252828E1,3.290131316E-2,7.227819920E0,6.709175587E0
3.201062671E1,6.311069429E-2,7.226324558E0,6.710670948E0
3.205872505E1,6.400800496E-2,7.226922512E0,6.693024158E0
3.210682348E1,7.956135273E-2,7.206882477E0,6.726822853E0
3.215492182E1,1.447657645E-1,7.209873676E0,6.690032959E0
3.220302015E1,1.142572835E-1,7.199106216E0,6.808477879E0
3.225111859E1,-8.075776510E-3,7.244569778E0,6.717550278E0
3.229921692E1,2.662015148E-2,7.268198967E0,6.625725746E0
3.234731536E1,6.699903309E-2,7.218547821E0,6.675975323E0
3.239541369E1,7.956135273E-2,7.240083218E0,6.503392696E0
3.244351203E1,-7.776673418E-3,7.216454029E0,6.739385128E0
3.249161046E1,6.640082598E-2,7.234400272E0,6.684948444E0
3.253970880E1,6.460621208E-2,7.197909832E0,6.624828815E0
3.258780724E1,8.554340899E-2,7.182057381E0,6.734001160E0
3.263590557E1,7.776673418E-3,7.213163853E0,6.864409924E0
3.268400401E1,-1.226321608E-2,7.260422230E0,6.714260101E0
3.273210234E1,4.785645381E-2,7.289434910E0,6.577570438E0
3.278020067E1,7.387840003E-2,7.213762283E0,6.757929325E0
3.282829911E1,1.561316848E-1,7.163512707E0,6.811468601E0
3.287639744E1,1.645065546E-1,7.179066181E0,6.691229343E0
3.292449578E1,1.142572835E-1,7.208976269E0,6.712166786E0
3.297259421E1,-3.080759197E-2,7.261319637E0,6.552445889E0
3.302069255E1,2.991028363E-3,7.260721207E0,6.632605076E0
3.306879098E1,6.759724021E-2,7.234699249E0,6.723532677E0
3.311688932E1,6.729813665E-2,7.176673412E0,6.789036274E0
3.316498765E1,7.896314561E-2,7.216155052E0,6.731608391E0
3.321308609E1,-1.106680464E-2,7.238587379E0,6.625127792E0
3.326118442E1,2.392822644E-3,7.261618614E0,6.667600155E0
3.330928276E1,3.349951655E-2,7.233801842E0,6.751648426E0
3.335738119E1,2.452643216E-2,7.211967468E0,6.755237579E0
3.340547953E1,-3.678964823E-2,7.238886833E0,6.632306099E0
3.345357796E1,1.824527234E-2,7.231409073E0,6.660421848E0
3.350167630E1,4.965107143E-2,7.260422230E0,6.572485447E0
3.354977463E1,-6.999006122E-2,7.236194611E0,6.823133945E0
3.359787307E1,6.101697683E-2,7.269395351E0,6.653542519E0
3.364597140E1,-3.230310604E-2,7.232007504E0,6.646962166E0
3.369406974E1,1.070788130E-1,7.202396393E0,6.638886452E0
3.374216817E1,7.088737190E-2,7.231110096E0,6.707680225E0
3.379026651E1,1.734796353E-2,7.255337238E0,6.568896294E0
3.383836484E1,-2.512463741E-2,7.269993305E0,6.669394970E0
3.388646328E1,1.136590727E-2,7.227819920E0,6.676274300E0
3.393456161E1,-5.114658549E-2,7.227819920E0,6.779165745E0
3.398265994E1,2.392822690E-2,7.236194611E0,6.777071953E0
3.403075828E1,1.615155302E-2,7.247261524E0,6.649055958E0
3.407885671E1,-5.383851007E-3,7.288238525E0,6.512066841E0
3.412695505E1,-1.196411345E-2,7.258926392E0,6.688537598E0
3.417505338E1,8.524430543E-2,7.240083218E0,6.750451565E0
3.422315182E1,3.110669367E-2,7.232605457E0,6.732804775E0
3.427125015E1,1.196411322E-3,7.248756886E0,6.722934246E0
3.431934848E1,2.871387079E-2,7.249056339E0,6.553043842E0
3.436744682E1,8.644071966E-2,7.220043182E0,6.670890331E0
3.441554526E1,9.391828626E-2,7.225726128E0,6.634998322E0
3.446364359E1,8.913264424E-2,7.213762283E0,6.724729061E0
3.451174192E1,1.399801224E-1,7.212565422E0,6.718746662E0
3.455984036E1,7.776673883E-2,7.223034382E0,6.680162430E0
3.460793869E1,1.205384433E-1,7.242475986E0,6.637091637E0
3.465603703E1,3.529413417E-2,7.225726128E0,6.754639149E0
3.470413536E1,9.062815458E-2,7.253243446E0,6.722036839E0
3.475223380E1,9.421738982E-2,7.181757927E0,6.743871689E0
3.480033213E1,1.651047617E-1,7.157530785E0,6.760023117E0
3.484843046E1,1.106680483E-1,7.181458950E0,6.770491600E0
3.489652880E1,-0.000000000E0,7.264310360E0,6.582355976E0
3.494462724E1,-9.870393202E-3,7.260721207E0,6.644868374E0
3.499272557E1,9.511470050E-2,7.232306480E0,6.667002201E0
3.504082390E1,6.490531564E-2,7.135396957E0,6.913762093E0
3.508892224E1,1.375873089E-1,7.171887875E0,6.735197544E0
3.513702067E1,1.013958603E-1,7.203592777E0,6.748956203E0
3.518511901E1,1.974078640E-2,7.244270325E0,6.648158550E0
3.523321734E1,-3.559323773E-2,7.231409073E0,6.647859573E0
3.528131567E1,5.413761362E-2,7.225128174E0,6.657730103E0
3.532941411E1,9.571290761E-2,7.189534664E0,6.684648991E0
3.537751244E1,1.217348501E-1,7.176074982E0,6.833303452E0
3.542561078E1,1.390828192E-1,7.202396393E0,6.734001160E0
3.547370911E1,1.100698411E-1,7.210472107E0,6.758826733E0
3.552180744E1,8.075776696E-2,7.192525864E0,6.708278179E0
3.556990578E1,2.632104978E-2,7.201797962E0,6.665506363E0
3.561800421E1,6.699903309E-2,7.195816040E0,6.683153629E0
3.566610255E1,1.477568001E-1,7.197012424E0,6.649055958E0
3.571420088E1,1.740778536E-1,7.197311401E0,6.738487720E0
3.576229921E1,2.383849621E-1,7.152445793E0,6.838088989E0
3.581039755E1,2.213360928E-2,7.227520943E0,6.844369888E0
3.585849588E1,3.888336942E-2,7.244270325E0,6.692425728E0
3.590659432E1,3.948157281E-2,7.171289444E0,6.786643028E0
3.595469265E1,2.353939265E-1,7.140182972E0,6.517450809E0
3.600279099E1,1.606182158E-1,7.121339321E0,6.762714863E0
3.605088932E1,1.872383654E-1,7.160820961E0,6.725626469E0
3.609898765E1,1.363908947E-1,7.252346516E0,6.734599113E0
3.614708599E1,4.965107143E-2,7.238886833E0,6.838088989E0
3.619518442E1,1.079761237E-1,7.177869797E0,6.828218460E0
3.624328276E1,2.638086975E-1,7.175477028E0,6.542874336E0
3.629138109E1,2.162513435E-1,7.101299286E0,6.794120789E0
3.633947942E1,1.181456149E-1,7.137789726E0,6.754340172E0
3.638757776E1,-6.281159353E-3,7.217650414E0,6.796513557E0
3.643567609E1,-3.619144112E-2,7.238886833E0,6.834798813E0
3.648377453E1,1.585244946E-2,7.203891754E0,6.785446644E0
3.653187286E1,2.201396823E-1,7.126423836E0,6.776772976E0
3.657997119E1,1.782652885E-1,7.089634418E0,6.406184196E0
3.662806953E1,1.016949639E-1,7.096513748E0,6.767500877E0
3.667616786E1,1.734796353E-2,7.147361279E0,7.064210415E0
3.672426619E1,3.589234129E-2,7.207480907E0,6.948457718E0
3.677236453E1,1.501496136E-1,7.179963589E0,6.840780735E0
3.682046296E1,1.118644550E-1,7.108777046E0,6.693622112E0
3.686856130E1,2.464607358E-1,7.101299286E0,6.371488571E0
3.691665963E1,1.145563871E-1,7.092625618E0,6.735197544E0
3.696475796E1,8.913264424E-2,7.177271366E0,7.056733131E0
3.701285630E1,1.489532143E-1,7.194320202E0,6.911069870E0
3.706095463E1,1.908276081E-1,7.189833641E0,6.739385128E0
3.710905307E1,2.757728100E-1,7.160820961E0,6.791728020E0
3.715715140E1,2.216351926E-1,7.132406235E0,6.779464722E0
3.720524974E1,3.640081584E-1,7.149455070E0,6.555137634E0
3.725334807E1,2.398804724E-1,7.112366199E0,6.773183823E0
3.730144640E1,1.827518344E-1,7.125526905E0,6.855436802E0
3.734954484E1,2.060818523E-1,7.122834682E0,6.925725937E0
3.739764317E1,3.005983531E-1,7.161718369E0,6.798906326E0
3.744574151E1,1.465603858E-1,7.150352478E0,6.816553593E0
3.749383984E1,1.695913076E-1,7.147959232E0,6.725327015E0
3.754193817E1,1.567298770E-1,7.130312443E0,6.739983082E0
3.759003661E1,1.414756328E-1,7.077670097E0,6.834499836E0
3.763813494E1,4.695914313E-2,7.116553783E0,6.871289253E0
3.768623328E1,1.175474152E-1,7.159923553E0,6.710371971E0
3.773433161E1,1.387837082E-1,7.226922512E0,6.541677952E0
3.778243005E1,1.893320978E-1,7.112067223E0,6.864708900E0
3.783052838E1,2.554338276E-1,7.055536747E0,6.973582268E0
3.787862671E1,1.782652885E-1,7.100701332E0,6.731309414E0
3.792672515E1,1.001994461E-1,7.135097980E0,6.772286415E0
3.797482348E1,7.597211748E-2,7.189534664E0,6.692724705E0
3.802292182E1,6.699903309E-2,7.113861561E0,6.840780735E0
3.807102026E1,1.585244983E-1,7.147660255E0,6.752246380E0
3.811911859E1,1.956132501E-1,7.084250450E0,6.880262375E0
3.816721692E1,1.833500415E-1,7.106384277E0,6.822236538E0
3.821531536E1,1.812563092E-1,7.108478069E0,6.893123627E0
3.826341369E1,1.896311939E-1,7.147361279E0,6.775875568E0
3.831151203E1,1.740778536E-1,7.168298244E0,6.734001160E0
3.835961046E1,1.471585929E-1,7.146762848E0,6.799803734E0
3.840770880E1,1.582254022E-1,7.107281685E0,6.833901405E0
3.845580724E1,2.258226424E-1,7.119843960E0,6.759424686E0
3.850390557E1,2.306082845E-1,7.117151737E0,6.803392887E0
3.855200390E1,1.977069676E-1,7.121339321E0,6.740880489E0
3.860010234E1,1.519442350E-1,7.147660255E0,6.801598549E0
3.864820067E1,1.127617657E-1,7.192226887E0,6.738786697E0
3.869629911E1,8.404789865E-2,7.182356358E0,6.745965004E0
3.874439744E1,1.908276081E-1,7.147062302E0,6.855436802E0
3.879249588E1,2.506481707E-1,7.166503906E0,6.692126751E0
3.884059421E1,2.174477577E-1,7.143173695E0,6.784250259E0
3.888869265E1,1.881356835E-1,7.184150696E0,6.719644070E0
3.893679098E1,1.695913076E-1,7.150651455E0,6.691229343E0
3.898488942E1,2.572284341E-1,7.126124859E0,6.639783859E0
3.903298776E1,1.609173268E-1,7.096513748E0,6.771986961E0
3.908108619E1,2.324029058E-1,7.127022266E0,6.810571671E0
3.912918453E1,1.573280841E-1,7.139285564E0,6.911069870E0
3.917728296E1,2.431706041E-1,7.187141895E0,6.730710983E0
3.922538130E1,2.554338276E-1,7.071688175E0,6.886842728E0
3.927347974E1,3.897309899E-1,7.068996429E0,6.704091072E0
3.932157817E1,2.422732860E-1,7.042376041E0,6.925426960E0
3.936967651E1,1.319043487E-1,7.113263607E0,6.817749977E0
3.941777494E1,1.998006850E-1,7.201498985E0,6.672086716E0
3.946587328E1,1.342971772E-1,7.117750168E0,6.926623344E0
3.951397171E1,2.503490746E-1,7.077371120E0,6.962814808E0
3.956207015E1,3.846462369E-1,7.066304207E0,6.742675304E0
3.961016859E1,3.029911816E-1,7.055536747E0,6.855137825E0
3.965826692E1,1.456630826E-1,7.090531826E0,6.779464722E0
