"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)"
1.448497896E1,-2.306014486E-2,1.153007243E-2,-4.581485991E-4
1.453307636E1,9.544761851E-3,1.221729559E-3,9.926552884E-4
1.458117365E1,1.786779426E-2,-1.397353224E-2,5.268708803E-3
1.462927105E1,-1.649334840E-2,-1.229365356E-2,9.850194678E-3
1.467736834E1,-2.733619884E-2,2.924515121E-2,3.970621154E-3
1.472546563E1,-2.199113183E-2,-4.963276442E-3,6.643154658E-3
1.477356302E1,1.970038936E-2,-1.237001177E-2,-1.397353224E-2
1.482166032E1,1.603520103E-2,6.032289471E-3,-9.392046370E-3
1.486975771E1,-1.977674663E-2,-1.320995111E-2,7.101302966E-3
1.491785500E1,-2.290742996E-4,1.550069358E-2,5.650499370E-3
1.496595240E1,-9.162971983E-4,6.643154658E-3,-6.185005885E-3
1.501404969E1,-2.290742937E-3,-3.275762498E-2,1.985310577E-3
1.506214698E1,-7.330377586E-3,-7.635809743E-5,-1.450803829E-3
1.511024438E1,-2.099847607E-2,1.305723470E-2,7.635809743E-5
1.515834167E1,1.733328775E-2,1.863137633E-2,-2.160934173E-2
1.520643907E1,1.244636998E-2,-2.390008420E-2,1.298087649E-2
1.525453636E1,-2.435823344E-2,-1.221729559E-3,3.268126398E-2
1.530263375E1,-1.298087649E-2,2.863428742E-2,7.101302966E-3
1.535073105E1,2.061668597E-2,-2.733619884E-2,9.239329956E-3
1.539882844E1,2.977965772E-2,-4.925097153E-2,1.137735695E-2
1.544692573E1,-8.704823442E-3,3.894262947E-3,6.261364091E-3
1.549502313E1,-3.657552972E-2,2.878700197E-2,9.468403645E-3
1.554312011E1,-9.162971983E-4,-1.313359290E-2,9.086613543E-3
1.559121782E1,4.192059487E-2,-2.153298259E-2,-4.199695308E-3
1.563931511E1,2.145662531E-2,1.244636998E-2,3.130682046E-3
1.568741250E1,-1.237001177E-2,1.305723470E-2,1.435532235E-2
1.573550980E1,-9.086613543E-3,2.367100911E-3,2.054032870E-2
1.578360719E1,-2.596175298E-3,1.672242396E-2,4.581485991E-4
1.583170448E1,9.468403645E-3,-8.933897130E-3,-4.886918236E-3
1.587980188E1,2.580903657E-2,-1.259908639E-2,-6.719512399E-3
1.592789917E1,-5.192350596E-3,-1.298087649E-3,-5.726857111E-3
1.597599657E1,-6.872228812E-3,2.290742844E-2,-6.719512399E-3
1.602409386E1,1.298087649E-2,-2.214384731E-3,7.101302966E-3
1.607219125E1,1.275180187E-2,3.817904973E-3,1.389717404E-2
1.612028854E1,-6.261364091E-3,-8.399390499E-4,3.000873141E-2
1.616838594E1,-1.389717404E-2,-1.733328775E-2,3.688096255E-2
1.621648323E1,-3.741546720E-2,-1.779143699E-2,1.962403022E-2
1.626458063E1,-4.810560029E-3,8.399390499E-4,-1.947131567E-2
1.631267802E1,3.596466407E-2,-6.108647794E-4,-1.534797717E-2
1.636077532E1,1.290451828E-2,-2.878700197E-2,7.406735327E-3
1.640887271E1,4.428769462E-3,2.863428742E-2,1.908952487E-3
1.645697000E1,-2.756527252E-2,1.038470119E-2,3.214675933E-2
1.650506740E1,-3.489565104E-2,-1.275180187E-2,8.399390616E-3
1.655316469E1,1.282816008E-2,2.328922041E-2,-3.298669681E-2
1.660126209E1,7.177661173E-3,-2.367100911E-3,-2.932151034E-2
1.664935948E1,2.260199748E-2,2.901607659E-3,-2.420551702E-2
1.669745677E1,1.786779426E-2,2.229656465E-2,-1.534797717E-2
1.674555417E1,-8.399390616E-3,-1.206457894E-2,1.298087649E-2
1.679365146E1,-2.832885459E-2,-2.787070535E-2,3.825540841E-2
1.684174886E1,-1.756236330E-2,2.680169232E-2,1.443168055E-2
1.688984615E1,-2.634354308E-2,4.146244749E-2,4.046979360E-3
1.693794354E1,-1.924224012E-2,-3.061959706E-2,1.618791744E-2
1.698604094E1,5.421425030E-2,-7.941242307E-3,-8.399390616E-3
1.703413823E1,2.672533505E-3,-2.428187430E-2,1.412624773E-2
1.708223563E1,-1.725693047E-2,-1.298087649E-2,1.840230078E-2
1.713033292E1,2.825249685E-3,-3.207040019E-3,1.374445762E-2
1.717843032E1,-1.221729536E-2,-4.276053514E-3,-1.443168055E-2
1.722652771E1,8.704823442E-3,1.481347065E-2,-1.809686981E-2
1.727462500E1,-6.414080039E-3,-5.726857111E-3,-8.399390499E-4
1.732272240E1,-4.581485875E-3,4.505127668E-3,-9.621120058E-3
1.737081980E1,-2.397644334E-2,3.817904799E-4,4.352411721E-3
1.741891709E1,-1.267544460E-2,1.374445762E-2,-4.199695308E-3
1.746701448E1,1.007926930E-2,-9.621120058E-3,-1.481347065E-2
1.751511177E1,-1.343902480E-2,-2.657261863E-2,-3.283398226E-3
1.756320917E1,-6.337722298E-3,-1.069013402E-2,-7.864884101E-3
1.761130657E1,-4.123337101E-3,-5.192350596E-3,-1.114828233E-2
1.765940386E1,-3.207040019E-3,2.588539571E-2,-6.566796452E-3
1.770750125E1,4.581485991E-4,1.137735695E-2,8.552107029E-3
1.775559854E1,-3.741546767E-3,-2.023489587E-2,9.697478265E-3
1.780369594E1,1.595884189E-2,1.725693047E-2,-3.894262947E-3
1.785179334E1,1.366809942E-2,6.253728271E-2,-7.864884101E-3
1.789989063E1,-6.261364091E-3,1.786779426E-2,-1.511890348E-2
1.794798802E1,-2.122755162E-2,-1.412624773E-2,5.345066893E-4
1.799608542E1,-1.282816008E-2,-5.803215317E-3,-3.665188793E-3
1.804418271E1,-2.443459118E-3,-1.527161920E-3,6.337722298E-3
1.809228011E1,-2.092211880E-2,-9.392046370E-3,1.420260593E-2
