"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)"
2.403285344E1,5.862415582E-2,5.724828243E0,7.925028801E0
2.408285344E1,1.190429255E-1,5.697908878E0,8.054241180E0
2.413285344E1,1.471585929E-1,5.703292847E0,8.080561638E0
2.418285344E1,1.597209126E-1,5.643472195E0,7.990232944E0
2.423285344E1,1.998006850E-1,5.702096462E0,7.909475327E0
2.428285344E1,1.178465188E-1,5.758327484E0,8.056035995E0
2.433285344E1,1.328016520E-1,5.714658737E0,7.982456207E0
2.438285344E1,1.704886109E-1,5.699703693E0,7.974081516E0
2.443285344E1,1.088734269E-1,5.724828243E0,7.953742504E0
2.448285344E1,1.674975902E-1,5.728417397E0,8.038089752E0
2.453285344E1,1.573280841E-1,5.685346603E0,7.989036560E0
2.458285344E1,1.573280841E-1,5.685346603E0,7.989036560E0
2.463285344E1,1.531406492E-1,5.673980713E0,8.066802979E0
2.468285344E1,1.531406492E-1,5.673980713E0,8.066802979E0
2.473285344E1,1.794617027E-1,5.701498032E0,7.954938889E0
2.478285344E1,1.435693651E-1,5.728417397E0,7.945367813E0
2.483285344E1,1.435693651E-1,5.728417397E0,7.945367813E0
2.488285344E1,1.435693651E-1,5.728417397E0,7.945367813E0
2.493285344E1,1.489532143E-1,5.714060307E0,8.033902168E0
2.498285344E1,1.405783296E-1,5.665007591E0,8.001000404E0
2.503285344E1,1.794617027E-1,5.669195175E0,7.941778183E0
2.508285344E1,1.794617027E-1,5.669195175E0,7.941778183E0
2.513285344E1,1.770688742E-1,5.685346603E0,8.170292854E0
2.518285344E1,1.770688742E-1,5.685346603E0,8.170292854E0
2.523285344E1,1.118644550E-1,5.732604980E0,7.918448448E0
2.528285344E1,2.446661144E-1,5.672784328E0,8.017750740E0
2.533285344E1,2.446661144E-1,5.672784328E0,8.017750740E0
2.538285344E1,1.962114573E-1,5.702694416E0,7.998009682E0
2.543285344E1,1.860419661E-1,5.685346603E0,7.904091358E0
2.548285344E1,1.776670814E-1,5.684150219E0,7.935796261E0
2.553285344E1,1.262213886E-1,5.702096462E0,8.166703224E0
2.558285344E1,2.195414752E-1,5.682953835E0,7.968099594E0
2.563285344E1,6.819544733E-2,5.707480431E0,7.934599876E0
2.568285344E1,2.249253243E-1,5.712265968E0,7.996214867E0
2.573285344E1,1.423729509E-1,5.680561066E0,8.035098076E0
2.578285344E1,1.555334777E-1,5.685346603E0,8.088338852E0
2.583285344E1,2.171486616E-1,5.675177097E0,8.045268059E0
2.588285344E1,1.435693651E-1,5.704489231E0,7.898707390E0
2.593285344E1,1.435693651E-1,5.704489231E0,7.898707390E0
2.598285344E1,1.435693651E-1,5.704489231E0,7.898707390E0
2.603285344E1,1.435693651E-1,5.704489231E0,7.898707390E0
2.608285344E1,1.998006850E-1,5.676971912E0,7.939983845E0
2.613285344E1,1.740778536E-1,5.709873199E0,8.018348694E0
2.618285344E1,1.740778536E-1,5.709873199E0,8.018348694E0
2.623285344E1,1.740778536E-1,5.709873199E0,8.018348694E0
2.628285344E1,1.740778536E-1,5.709873199E0,8.018348694E0
2.633285344E1,1.740778536E-1,5.709873199E0,8.018348694E0
2.638285344E1,2.524427772E-1,5.680561066E0,7.955537319E0
2.643285344E1,2.662015259E-1,5.686542988E0,7.911868095E0
2.648285344E1,2.285145670E-1,5.727221012E0,8.043473244E0
2.653285344E1,2.195414752E-1,5.701498032E0,8.020741463E0
2.658285344E1,1.579262912E-1,5.708676815E0,7.987840176E0
2.663285344E1,1.250249892E-1,5.729015827E0,7.928617954E0
2.668285344E1,2.231307179E-1,5.717051506E0,8.041678429E0
2.673285344E1,1.794617027E-1,5.681757450E0,8.099106789E0
2.678285344E1,1.800599098E-1,5.709274769E0,7.960322857E0
2.683285344E1,2.303091735E-1,5.675177097E0,8.065607071E0
2.688285344E1,2.500499785E-1,5.703292847E0,7.959724426E0
2.693285344E1,2.015953064E-1,5.717649937E0,7.980661869E0
2.698285344E1,1.603191197E-1,5.711069584E0,8.002197266E0
2.703285344E1,3.708875179E-2,5.705685616E0,8.039883614E0
2.708285344E1,1.417747438E-1,5.718247890E0,8.143971443E0
2.713285344E1,1.417747438E-1,5.718247890E0,8.143971443E0
2.718285344E1,1.812563092E-1,5.716453075E0,7.965706348E0
2.723285344E1,1.938186288E-1,5.737988472E0,8.122436523E0
2.728285344E1,1.651047617E-1,5.672784328E0,7.938787460E0
2.733285344E1,1.549352705E-1,5.718247890E0,7.966304779E0
2.738285344E1,1.944168359E-1,5.685945034E0,8.136195183E0
2.743285344E1,1.728814393E-1,5.696114540E0,7.916055679E0
2.748285344E1,1.567298770E-1,5.728417397E0,7.877770424E0
2.753285344E1,2.482553422E-1,5.705087185E0,8.054839134E0
2.758285344E1,2.482553422E-1,5.705087185E0,8.054839134E0
2.763285344E1,2.404786795E-1,5.708078384E0,7.981858253E0
2.768285344E1,1.998006850E-1,5.713462353E0,7.975277901E0
2.773285344E1,2.177468538E-1,5.710471153E0,7.999206066E0
2.778285344E1,1.154536903E-1,5.693721294E0,8.021938324E0
2.783285344E1,1.728814393E-1,5.715256691E0,8.049455643E0
2.788285344E1,1.357926875E-1,5.709274769E0,8.026723862E0
2.793285344E1,1.788634956E-1,5.707480431E0,7.889136314E0
2.798285344E1,1.190429255E-1,5.694319725E0,8.136195183E0
2.803285344E1,1.902294010E-1,5.675177097E0,8.029714584E0
2.808285344E1,1.806581169E-1,5.691328526E0,7.950751305E0
2.813285344E1,1.878365725E-1,5.675177097E0,8.064410210E0
2.818285344E1,1.076770201E-1,5.723631859E0,8.042875290E0
2.823285344E1,1.585244983E-1,5.666203976E0,8.119445801E0
2.828285344E1,1.603191197E-1,5.706283569E0,7.891529083E0
2.833285344E1,1.764706671E-1,5.666203976E0,8.012965202E0
2.838285344E1,1.818545163E-1,5.708078384E0,8.137989998E0
2.843285344E1,2.051845491E-1,5.669195175E0,7.901100159E0
2.848285344E1,2.404786795E-1,5.662016392E0,7.936394691E0
2.853285344E1,2.315055877E-1,5.695516109E0,7.994420528E0
2.858285344E1,1.064806059E-1,5.688337803E0,8.103892326E0
2.863285344E1,1.806581169E-1,5.673980713E0,8.138587952E0
2.868285344E1,1.519442350E-1,5.699703693E0,7.830512047E0
2.873285344E1,1.854437590E-1,5.704489231E0,7.969295979E0
2.878285344E1,1.818545163E-1,5.629115105E0,8.200801849E0
2.883285344E1,2.123630047E-1,5.678168297E0,8.094919205E0
2.888285344E1,2.446661144E-1,5.668596745E0,8.018348694E0
2.893285344E1,1.537388563E-1,5.718247890E0,7.877171993E0
2.898285344E1,1.704886109E-1,5.705087185E0,8.057231903E0
2.903285344E1,1.704886109E-1,5.705087185E0,8.057231903E0
2.908285344E1,1.501496136E-1,5.711667538E0,7.938189030E0
2.913285344E1,2.410768867E-1,5.682953835E0,8.011170387E0
2.918285344E1,1.704886109E-1,5.712265968E0,8.062017441E0
2.923285344E1,1.704886109E-1,5.712265968E0,8.062017441E0
2.928285344E1,1.704886109E-1,5.712265968E0,8.062017441E0
2.933285344E1,1.704886109E-1,5.712265968E0,8.062017441E0
2.938285344E1,1.483550072E-1,5.702694416E0,8.039285660E0
2.943285344E1,2.356930375E-1,5.687739372E0,8.026124954E0
2.948285344E1,1.974078715E-1,5.702694416E0,7.930412292E0
2.953285344E1,2.051845491E-1,5.683551788E0,8.063214302E0
2.958285344E1,1.950150430E-1,5.643472195E0,8.163712502E0
2.963285344E1,2.003988922E-1,5.660820007E0,7.969893932E0
2.968285344E1,2.225325108E-1,5.709873199E0,7.966903210E0
2.973285344E1,1.818545163E-1,5.682355404E0,8.044670105E0
2.978285344E1,1.818545163E-1,5.682355404E0,8.044670105E0
2.983285344E1,2.590230405E-1,5.673980713E0,8.003992081E0
2.988285344E1,2.590230405E-1,5.673980713E0,8.003992081E0
2.993285344E1,2.590230405E-1,5.673980713E0,8.003992081E0
2.998285344E1,1.639083475E-1,5.683551788E0,8.012366295E0
3.003285344E1,1.639083475E-1,5.683551788E0,8.012366295E0
3.008285344E1,3.074777126E-1,5.638686657E0,8.019545555E0
3.013285344E1,2.368894368E-1,5.654240131E0,8.037490845E0
3.018285344E1,2.249253243E-1,5.715256691E0,8.118846893E0
3.023285344E1,2.249253243E-1,5.715256691E0,8.118846893E0
3.028285344E1,1.740778536E-1,5.711069584E0,7.814958572E0
3.033285344E1,2.093719840E-1,5.693123341E0,8.005187988E0
